;ID;sentimentScore;text
202;8.78E+22;-0.5;Mitunter kommt das Geld auf verschlungenen Pfaden den radikalen Islamisten zugute.
203;9.03E+22;-0.5;Struggle  wenn man perfekte Geburtstagsgeschenke f<fc>r d kleine Schwester gefunden hat  aber nicht dr<fc>ber twittern kann  weil sie einem folgt.
204;8.81E+22;-1;.@HakanTasBerlin : Wenn die Polizei mit Aggressivit<e4>t friedlichen Demonstrant_innen gegen<fc>ber tritt  k<f6>nnen wir das nicht dulden #linkelpt
205;8.34E+22;-0.5;Euro-Erfolgsstory - Teil 2:Die griechische Staatsverschuldung betr<e4>gt 176 9 Prozent der Wirtschaftsleistung. #rausausdemeuro #afd
206;8.90E+22;0;Mit dem Veto zur geplanten Justizreform tritt Polens Pr<e4>sident #Duda aus Kaczynskis Schatten.
207;8.70E+22;-0.5;Wird Zeit f<fc>r die B<fc>rgerschaft. Strassenreinigungsabzocke und NetzDG stehen bei mir an. Sollte ich R<f6>cheln liegts am Husten  nicht am Thema
208;9.11E+22;-0.5;Abschiebestreit um Armenierin - CDU-Fraktionsvize  @ChBaldauf: Ministerin Spiegel zieht Fall nach Gutsherrenart an sich
209;8.57E+22;-1;Prof. Edenhofer vom @MCC_Berlin: in den USA wird es wegen niedrigen Gaspreisen nicht zu R<fc>ckkehr der #Kohle kommen - trotz Trump #G20 //TT
210;8.40E+22;-0.5;Lieber den Entwurf des #AfD #Wahlprogramm s zur #Bundestagswahl #Btw17 selber lesen  als sich #verschulzen lassen
211;8.72E+22;-0.5;Tolle Idee reicht nicht. Beim #Gr<fc>nden fehlt oft Knowhow. Daf<fc>r gibt<U+0092>s #CoachingBONUS - der wird 20! Anmelden hier
212;8.59E+22;-0.5;In Deutschland werden auch Deutsche Soldaten als Fl<fc>chtlinge anerkannt.#AfD w<e4>hlen Rechtstaat wiederherstellen.
213;8.44E+21;-0.5;Augen auf bei der Kanzlerwahl! #btw17  via @faznet
214;8.93E+21;0;Kleine Blogserie zur Ethik der #Digitalisierung: #maschinenundmoral1 Haben Roboter ein Geschlecht? <ed><U+00A0><U+00BD><ed><U+00BA><U+00BA><ed><U+00A0><U+00BD><ed><U+00BA><U+00B9><ed><U+00A0><U+00BD><ed><U+00BA><U+00BB>
215;9.11E+22;0;tag 3 in #rostock. alles muss raus.
216;8.28E+22;-1;@Barbara_Schnell mit wem hatten Sie es zu tun  als Sie nicht so unqualifiziert schrieben? #lasttweet
217;8.46E+22;-0.5;Die Umstellung ist nicht mehr zeitgem<e4><df>. Finde ich.
218;8.35E+22;0;B<fc>rgeramt Konzept der #AfD #MaHe . #afdberlin #Marzahn #Berlin #Hellersdorf #BTW17 #Kaulsdorf #Biesdorf #mahlsdorf
219;9.07E+22;0;Cafe trinken im Caf<e9> Mon Ch<e9>ri mit #MechthildRawert  #SPD  Ibo und B<fc>rgerInnen.
220;9.08E+22;0.5;#Einheitspresse hetzt!Hier Prim<e4>rquelle:Bis auf #Hubschrauber+#Gesamtstrafenbildung<ed><U+00A0><U+00BD><ed><U+00B8><U+0089>'ne gute Rede.<ed><U+00A0><U+00BE><ed><U+00B4><U+0097>#afd #btw17
221;8.78E+22;-1;Nach mir die Sinnflut sagt die Bundesregierung im Fall #Kaisers #EDEKA in #M<fc>lheim. @WAZ_Redaktion berichtet: <U+0080>
222;8.57E+22;-0.5;Huch. Die Verteidigungsministerin ist im Verteidigungsausschuss. Ungewohnt...
223;8.70E+22;-1;Kein #Scharia-Recht in Deutschland! Keine #Haft  sondern #Abschiebung! #wehrhafteDemokratie #unfassbar
224;8.83E+22;-1;Linker Terror ist kein <U+0084>Protest<U+0093>: Mit der Verharmlosung der militanten Antifa mu<df> endlich Schlu<df> sein #G20HAM17
225;8.88E+22;-0.5;Prantl: Eine Versammlung mit Eintritt ist keine Versammlung! So sehe ich das auch! #Themar #thr1517 #Th<fc>ringen
226;8.76E+22;1;Danke @cem_oezdemir  du warst toll und inspirierend!
227;8.71E+21;0;Zippert zappt: Schulz' F<fc>nf-Punkte-Plan enth<e4>lt f<fc>nf Punkte
228;8.61E+22;1;Ein <fc>berragender #Wahlsieg und #Regierungsauftrag f<fc>r die CDU Schleswig-Holstein und Daniel G<fc>nther bei der...
229;8.35E+22;0;<U+2764><U+2764><U+2764> #jetztistSchulz # Zeitf<fc>rMartin # meineSPD
230;8.82E+22;0;Von der #Tuerkei unabh<e4>ngige #Imame sollen religi<f6>se Gefangene betreuen. Das schl<e4>gt Herbert #Mertin - #FDP - vor
231;9.15E+21;-0.5;Unsere Brosch<fc>re zu Steuermafia &amp  dunkler Seite der Macht #PanamaPapers #LuxLeaks Mit Antoine Deltour &amp  Co.
232;8.31E+22;0.5;Wer Trump ablehnt  muss #CETA nicht gut finden. Richtig. Guter Text auf boell.de
233;8.70E+22;-0.5;#Cannabis? Freigeben! Drogenpolitik? Gescheitert! @cem_oezdemir schreibt der Bundesregierung  vorab auf @zeitonline
234;8.47E+22;-0.5;Die MdHB Oelschlaeger (AfD) schl<e4>gt gerade vor alle Gleichstellungsbeauftragten abzuschaffen #hhbue
235;8.98E+22;0;Das Bremer Musikfest gastiert am Kiekeberg am Freitag  1. September  um 19 Uhr!
236;8.42E+22;0.5;Andreas Otto MdA besichtigt das Tiny-House - gr<fc>nes Wohnen neu interpretiert?  )
237;9.11E+22;1;Liebe #Kids  heute ist zum 63. Mal euer Tag: Wir w<fc>nschen einen sch<f6>nen #Weltkindertag! Hintergr<fc>nde bei @bpb_de:
238;8.80E+22;-1;In der Union geht es gerade drunter und dr<fc>ber! Kaudert und Merkel scheinen wenig miteinander zu reden...#Ehefueralle
239;8.57E+22;-0.5;F<fc>r eine bessere Kita-Situation in #NRW -am 14.05. #Gr<fc>n w<e4>hlen. #ltwnrw #ltwnrw2017 @SylviaLoehrmann @gruenenrw
240;9.18E+21;0;#Cannabis im Stra<df>enverkehr: Wie wird Rechtssicherheit geschaffen f<fc>r Cannabispatienten?@nikschrader hat nachgefragt
241;9.00E+22;0.5;Foodsharing Festival 2017 in der Malzfabrik: Nachhaltigkeit  gesunde Ern<e4>hrung  sich <e4>nderndes Konsumverhalten
242;8.58E+22;-1;Berlin kann wohl das t<fc>rkische Referendum <fc>ber die Todesstrafe in Deutschland verbieten.
243;8.52E+22;-0.5;F<fc>nfter Armuts- und Reichtumsbericht - Handeln  statt zur<fc>cklehnen und relativieren#ARB #Armut #Armutsbericht...
244;8.87E+22;0;Bilder im Kasten. @UweSchummer @ChrisPakusch #fedidwgugl #btw17
245;8.82E+22;0.5;Die #NRWKoalition legt los: @JoachimStamp k<fc>ndigt Programm zur Rettung der Kita-Tr<e4>ger in #NRW an.
246;8.83E+22;-1;G20-Gipfel in Hamburg! Irre Belastung f<fc>r Stadt und B<fc>rger! Mieinander reden ist immer gut! Geht aber auch auf einem Kreuzfahrtschiff!
247;8.28E+22;-0.5;@peter_wasem dir frage ist   ob du dannauch nicht kneifst  wenn ich Erfolg habe  -)
248;9.06E+22;-0.5;gibt es jetzt etwa auch keine taschent<fc>cher mehr gratis in der apotheke dazu  wenn medikamente gekauft werden?
249;8.99E+22;-0.5;Angeblich ist der Schulz-SPD-Wahlkampf zu langweilig - was aber ist dann Merkel- und CDU/CSU-Wahlkampf?
250;8.38E+22;-0.5;Aha ausgerechnet der Herr Wendt?Hier braucht's sofort Aufkl<e4>rung in d.Sache @gruenenrw @IreneMihalic @KonstantinNotz
251;8.42E+22;0;Man fragt sich  wo der Unterschied von @SteinbachErika zu H<f6>cke &amp  Udo Voigt ist? Sie hat @cducsubt lange akzeptiert.
252;9.00E+21;0.5;Hessens Landesregierung will mit neuer Beauftragten Rechte der Kinder st<e4>rken
253;8.95E+22;-0.5;Die Gedankenwelt der #AfD-Anh<e4>nger: Lager  Umerziehung  .... - #Homophobie
254;9.03E+22;-0.5;Hebammenmangel in Berlin ist eklatant. Geburtsversorgung mitsamt Vor- &amp  Nachsorge muss gesichert sein. @CathPieroth
255;9.00E+22;0;Da scheint jemand eine Challenge provozieren zu wollen  oder?! @die_gennburg @AndrejHolm
256;8.43E+22;-0.5;F<e4>ngt ja gut an...
257;9.05E+22;0;Meine Antwort auf #Merkel in der Bilanzdebatte des Deutschen Bundestags #btw17
258;8.20E+22;-1;@OlafWedekind @dielinkeberlin er war damit unfair gegen<fc>ber den Opfern. Es war ein Schlag ins Gesicht
259;8.69E+22;1;Heute ist #Weltblutkrebstag. Hilf dabei  Leben zu retten und registriere Dich bei DKMS.de als Stammzellenspender.
260;8.26E+22;0;bmwi.de startet neu: Testen Sie unsere neue Website und diskutieren Sie dar<fc>ber mit uns im Beta-Blog! #gutbetabesser
261;8.23E+22;0;.@kahrs warum zahlen die L<e4>nder von ihren eigenen <dc>bersch<fc>ssen nicht die Sanierung ihrer eigenen Schulen? @ardmoma @ThomasOppermann @spdbt
262;8.29E+22;1;Herzlichen Gl<fc>ckwunsch auch dem Vorstand der FU Nettetal.
263;8.80E+22;-0.5;G20-Protestcamp muss vorsorglich den Regeln des Versammlungsrechts unterstellt werden  kann aber beschr<e4>nkt werden
264;9.11E+22;0.5;Mit der @wznewsline @wzduesseldorf im Wahlkampf unterwegs - und es gab nicht nur best in class Kaffee :)
265;8.49E+22;0.5;Erwartungen an Koalition sind hoch. Besuch i.d.Stillen Stra<df>e und Diskussion mit Pankower #Wohntisch. @GruenePankow
266;8.90E+22;-0.5;Wenn das Familienticket maximal 2 Erwachsene und 1 Kind beinhaltet  bist du in Deutschland.
267;8.40E+22;0.5;Freue mich auf Input und Meinungsaustausch mit den #Frauen - was bewegt sie und wo f<fc>hlen sie sich benachteiligt?
268;9.11E+21;0;Der @vorwaerts macht noch einmal die Unterschiede zwischen #CDU &amp  #SPD deutlich. /TN #BTW17
269;9.12E+33;1;Ganz besonders freue ich mich  auch 36 der 38 St<e4>dte &amp  Gemeinden im Wahlkreis zu gewinnen. Bestes Ergebnis dieses Mal #Niederfrohna<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E36> #CDU
270;8.62E+22;1;Lucky-Luke-L<e4>ssigkeit der Kanzlerin-in Zeiten der Krise wirkt SPD unernst  #Merkel unersch<fc>tterlich! @cducsubt
271;8.86E+22;0;Mit @MdL_aus_fuerth @Alexand26298982 gehts heute zur Zentralstelle #cybercrime der Bay Justiz i Bamberg. Spannender Termin. @BayernGerechter
272;9.17E+22;-0.5;Eigentlich sollte Ditib-Gutachten in Rheinland-Pfalz schon im Sommer vorliegen - jetzt wird es Fr<fc>hjahr 2018.
273;8.73E+22;0;Jetzt bitte die Wahlkampfversprechen einl<f6>sen. <ed><U+00A0><U+00BD><ed><U+00B8><U+0086>
274;9.09E+22;0;So war die Cem-Session in Mainz: Viele Fragen von vielen B<fc>rger*innen zu vielen Themen:  #DarumGruen
275;8.41E+22;0.5;@SkyBirdPhoenix danke<f0><U+009F><U+0091><U+008D>
276;9.08E+22;0;Ich habe ein Video zu einer @YouTube-Playlist hinzugef<fc>gt:  GG Art12 Berufsfreiheit
277;8.29E+22;0;Diese zehn sind zum #Theatertreffen der @berlinerfestspiele eingeladen:  #tt17
279;9.15E+22;-0.5;Das h<e4>tte Ihnen ja auch schon 2016 einfallen k<f6>nnen!
280;8.81E+22;0;Heute!
281;8.94E+22;0;Stimmt!
282;8.84E+22;-0.5;Unm<f6>glich .... das halte ich mal f<fc>r ne steile These....
283;8.89E+22;1;Herzlichen Gl<fc>ckwunsch  Deutschland!!
284;8.58E+22;-0.5;@Tobias_Schulze Die FDP segelt halt lieber oder spielt Tennis.
285;8.47E+22;-0.5;.@LukeDCoffey: wenn #Trump erfolgreich &amp  winner sein will  muss er zeigen  dass er etwas f<fc>r amerikanische Geselschaft tut #World2nd  /TT
286;8.53E+22;0;Bundesregierung @Regsprecher @AuswaertigesAmt @peteraltmaier sollte @Fresenius mit amicus curiae Brief unterst<fc>tzen.
287;9.04E+22;0.5;@peteraltmaier Sie haben Humor! Gute Nacht.
288;8.78E+22;1;Herzlichen Gl<fc>ckwunsch! Eine Installation der K<fc>nstlerin #RebeccaHorn ist auch im E-Werk in #Weimar zu sehen:
289;8.29E+22;0.5;Ich bin bereit die Nr. 1 an @NataschaKohnen abzugeben....
290;9.17E+22;0.5;@NicoleMaisch Das nennt man dann wohl eine Punktlandung....
291;8.21E+22;-1;Strafz<f6>lle&amp Dumping schaden L<e4>ndern selbst.F<fc>r EU ist st<e4>rker koord. Wirtschaftspol&amp faire Handelspol notwendig #Trump
292;8.34E+22;-1;Euro-Erfolgsstory - Teil 3:Die Jugendarbeitslosigkeit in Spanien betr<e4>gt 42 9 Prozent.  #rausausdemeuro #afd
293;8.70E+22;-1;Wenn dann demn<e4>chst private Konzerne an unseren Autobahnen Geld verdienen und damit die Autofahrerinnen und...
294;9.01E+22;0.5;Weil die B<fc>rger*innen Argumenten zug<e4>nglich sind u abw<e4>gen - anders als Politikerarroganz oft behauptet.
295;8.40E+22;0.5;@AfDLindemann Also auch gegen deinen Kollegen Wild. Sehr gut! Kann ich dein Einschreiten gegen die faschtischen Aussagen irgendwo nachlesen?
296;9.20E+22;-0.5;#AfD #M<fc>nster warnte stets vor Salafisten.<U+261D><U+FE0F> Es wurde aber die Mahnerin (@AfD) bek<e4>mpft. Schluss damit!<ed><U+00A0><U+00BD><ed><U+00B8><U+00A0> #Islam #NRW
297;8.84E+22;-1;DER TOD KOMMT SCHLEICHEND. Heute im Landtag #Brandenburg #BER #Berlin
298;8.30E+22;1;Sch<f6>nen Freitag  -)
299;8.64E+22;-0.5;Bei der j<fc>ngst getesteten Rakete von #Nordkorea soll es sich um ein neues Modell handeln.
300;8.78E+22;0.5;@ABaerbock Gr<fc>nes Sommerfest unseres KV in M<fc>mcheberg
301;8.51E+22;1;25. Jahre ADFC Wismar!!! Ein toller Tag f<fc>r das Radfahren <ed><U+00A0><U+00BD><ed><U+00BA><U+00B5> in Wismar <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A> - isst lecker hier: Gasthaus L<fc>bsche...
302;8.46E+22;1;Ein toller Abend! #Tiefenort #Saarland #CDU
303;8.60E+22;0;.@schatzbln : Wer will  dass die #EU bleibt wie sie ist  der will nicht  dass sie bleibt. #agh
304;9.07E+22;0;***<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><U+269C><ed><U+00A0><U+00BD><ed><U+00B3><U+009D><ed><U+00A0><U+00BD><ed><U+00B3><U+008A> KANDITATINNEN F<dc>R BERLIN #1: CHRISTEL SPR<d6><df>LER (SPD) <ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><U+269C><ed><U+00A0><U+00BD><ed><U+00B3><U+009D><ed><U+00A0><U+00BD><ed><U+00B3><U+008A>***...
305;8.55E+22;-1;Krankenkasse l<e4>sst todkranken Lukas (3) im Stich
306;8.22E+22;1;Gratulation nach Kiel. #Gleichstellung #Quote #frauenpower
307;9.14E+22;1;Daniela &amp  Gerlinde sind das erste Berliner Frauenpaar. Hurra &amp  herzlichen Gl<fc>ckwunsch #Ehefueralle
308;9.10E+21;0;Ich habe ein Video zu einer @YouTube-Playlist hinzugef<fc>gt:  GG Art. 8 Versammlungsfreiheit
309;8.32E+22;0.5;Jetzt Expertengespr<e4>ch zum Thema Antizyganismus in Deutschland.
310;9.20E+22;1;Wirtschaft in @sachsenanhalt brummt  auch im Landkreis #Harz! so Wirtschaftsminister @WillingmannA
311;8.99E+22;0;Zukunft Bildung: Prien und Brackmann am 14.09. in #Geesthacht
312;8.99E+22;0.5;Nachrichten von @c_lindner auf #WhatsApp bekommen? Ab sofort kein Problem:  #FDP <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>
313;8.43E+22;0;@ZDFWATCH @GrueneFraktionB @Antje_Kapek @RamonaPop Berlin wird eben in Berlin regiert und nicht in Moskau.
314;9.10E+22;0;Gro<df>e Koalition. #BTW17
315;8.56E+22;0;++ EIL ++ Die #AfD w<e4>hlt Alexander #Gauland und Alice #Weidel als Spitzenkandidaten. Mehr dazu in K<fc>rze bei uns:
316;8.77E+22;0.5;Wenn Ihr euch selber eine Meinung bilden wollt  so kommt vorbei
317;8.86E+22;-0.5;Ein Jahr nach dem Putschversuch braucht die #T<fc>rkei eine R<fc>ckkehr zur Demokratie.
318;8.43E+22;-1;Nach wie vor 21% weniger Lohn f<fc>r Frauen. Schwesigs Entgelttransparenzgesetz wird daran wenig <e4>ndern
319;8.76E+22;-0.5;Das @DFB_Team m<f6>chte am Montag gegen Australien mit Trauerflor spielen. #ConfedCup #Kohl
320;8.57E+20;0.5;Eben wie immer gut unterrichtet mit pr<e4>ziser Einsch<e4>tzung der #Verfassungsschutz #Sachsen  puh!  -)
321;8.71E+22;0;Thomas B<fc>nger (Generalbevollm. Prim<e4>rkupfer bei #Aurubis) beim Austausch zu umweltpolitischen Herausforderungen in der n<e4>c
322;9.04E+22;0;Der 1. ACHAVA Jazz Award geht am 09.09.17 an Fractal Limit. @mdrkultur pr<e4>sentiert bereits eine kleine H<f6>rprobe:
323;9.01E+22;-0.5;Auf dem Dorf in Th<fc>ringen scheint die CDU an Beliebtheit verloren zu haben.
324;8.69E+22;-0.5;BK Merkel hat Recht: D. und EU m<fc>ssen mehr f<fc>r eigene Sicherheit tun  Frieden gibt es nicht umsonst  auch nicht ohne mehr Verteidigung
325;8.53E+22;0;Olympische Winterspiele: Pyeongchang 2018: Sportarten  Chancen und Maskottchen
326;8.96E+22;-0.5;Damit die Rente nicht verschwindet... <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0><ed><U+00A0><U+00BD><ed><U+00B1><U+00A9><U+200D><ed><U+00A0><U+00BC><ed><U+00BF><U+00AD><U+00A0>Wir haben da ein Konzept. <ed><U+00A0><U+00BD><ed><U+00B3><U+0083>@kahrs und die @spdde haben vorgelegt:
327;8.65E+22;1;Wunderbar  uns allen im @RSL99 dazu Gl<fc>ckwunsch! Nun kann es los gehen: #Kiezclub ist zur<fc>ck in #Connewitz!
328;8.72E+22;1;Infrastruktur  politischer Wille und langer Atem haben D<e4>nemark zum Paradies f<fc>r Fahrradfahrer gemacht:
329;8.65E+22;0.5;Jetzt noch schweres Arbeiten beim queerpolitischen Enpfang der Fraktion im Kaffee Zentral in Magdeburg...
330;8.47E+22;1;So ein #Townhall-Abend als #Sidekick von @GoeringEckardt macht Riesenspa<df>! Danke f<fc>r die Einladung  @gruene_wi!
331;9.01E+22;0.5;Einfach Stand #Steglitz #DarumGr<fc>n
332;8.69E+22;1;Herzlichen Gl<fc>ckwunsch  lieber Tobias #Jugendforscht
333;8.75E+22;-0.5;@hubertus_heil glaubt an Reformen und unterstellt @nicolabeerfdp Revolutionseifer. Vertauschte Rollen? #vcibtw17
334;8.40E+22;0;Jetzt auch auf @jouwatch  auf @EpochTimesDE und bald auf @theeuropean und in HINTERGRUND-Zeitschrift.
335;9.11E+22;0;Lasst die Menschen selbstbestimmt entscheiden!#schoenewelt #voteleft #vote4nutria #BTW17 #zukunftholen
336;8.47E+22;0;Innenausschuss Brandenburg  Beginn 10 Uhr  ist jetzt schon beim TOP Verschiedenes
337;9.02E+22;0;St<fc>hle rein! WahlkampfleiterInnen treffen sich  um am #Wahlsieg zu arbeiten. #bochum #btw17 #SPD
338;9.10E+22;-0.5;Herr @czaja  was sagen Sie denen  die unter anderen Voraussetzungen eine Wohnung gekauft haben? Das diskutieren wir danac
339;8.84E+21;0;Umfrage: Schulz holt mit der SPD pl<f6>tzlich auf <U+0096> AfD Letzter
340;8.93E+22;1;Spannende K<fc>nstler  gro<df>e Kunst und unser @HoffmannMdB mittendrin.
341;8.38E+22;-0.5;#MIT enttarnt Schwindel um angeblichen Super-#Atomreaktor #MSR #Thorium #Atomkraft
342;8.30E+22;0;Martin St<fc>mpfig:  <fc>ber @YouTube
343;8.48E+22;-0.5;Debatte zum #VerpackungsG im #Bundestag. Es bleibt dabei: Ausnahmen beim #Pfand sind nicht nachvollziehbar!
344;8.80E+22;-0.5;#FDP #Berlin spricht sich im #AgH Verkehrsausschuss gegen den Ausbau der #A100 aus. Opportunimus.#BTW17 wirft ihre Schatten voraus.
345;9.21E+22;0;Fortbildung ist Anwalts Liebling!
346;8.48E+22;-1;nichts sagen  nichts fragen und dann nur bedingt w<e4>hlen. das muss dieses offene visier sein. nicht.
347;9.04E+22;0.5;Das Institut der Deutschen Wirtschaft hat nachgerechnet @CDU und @CSU wollen Familien st<e4>rker entlasten als @spdde
348;8.61E+22;-1;Ich glaub  es hakt. Das soll die Industrie mal sch<f6>n selber zahlen!
349;8.20E+22;0.5;Dann wei<df> er ja wovon er spricht  wenn es um gelungene #Integration geht.
350;8.93E+21;-1;Erst Schleswig-Holstein und Nordrhein-Westfalen. Jetzt #Niedersachsen. #Rotgr<fc>n ist am Ende. Dieser Politikentwurf hat keine Zukunft!
351;8.65E+22;1;gro<df>e Freude auch meinerseits <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>
352;8.87E+22;0;John Lennon in @lutherstadt Wittenberg bei @r2017org <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>
353;8.37E+22;-1;@obstmart @lveo_bw Sch<f6>n. Krank zu kommen ist trotzdem Quatsch.
354;8.87E+22;0;Ich tippe ja eher auf ein Will ich auch. von #Merkel und der #CDU.
355;9.01E+22;0.5;@CDU @petertauber Unsere Antwort gab es - wie schon 2005- schon ein bisschen  fr<fc>her. <ed><U+00A0><U+00BD><ed><U+00B8><U+009C> Liebe Gr<fc><df>e aus der #Kampa17
356;8.22E+22;-1;BunReg t<e4>uscht <d6>ffentlichkeit:Bundesrechnungshof entlarvt Plan f<fc>r Privatisierung der Autobahnen durch die Hintert<fc>r
357;8.46E+22;0;Gleich #r2g Gespr<e4>ch zum Thema Haushalt und Finanzen ... #Thueringer #Denkfabrik
358;8.62E+21;0;Anna spricht in Blankenese zum Thema: #Rechtsstaat vor religi<f6>sem #Extremismus sch<fc>tzen! #fdp #hhbue [TT]
359;8.71E+22;0;Einblick in die Jugendstilkirche #Adorf #Neukirchen auf dem s<e4>chsischen #Jakobsweg...
360;8.80E+22;0.5;Ministerpr<e4>sident #Th<fc>ringen 's @bodoramelow @die_linke_th tr<e4>gt mit Patenschaf <U+0084>Rosa<U+0093> die Hoffnung der Archeh<f6>fe :)
361;8.72E+22;-1;<U+00AB>Ant<e4>nzer<U+00BB> schlagen M<e4>nner in Berlin-Sch<f6>neberg  #Berlin
362;9.04E+22;0.5;Na dann mal Prost.@Marc_Urbatsch
363;8.97E+22;1;Sch<f6>nen Dienstag!
364;8.80E+22;0;Es bleibt spannend: Ex-Innenminister Richard Dewes r<e4>t: Die Initiative nicht weiter den Linken <fc>berlassen
365;8.58E+22;-0.5;Sch<f6>n zu h<f6>ren  dass die @fdp viele neue Mitglieder hat. Wer hat noch nicht  wer will noch? #bpt17
366;9.04E+22;1;Starkes Schlusswort von @MartinSchulz zum #TVDuell! Es ist Zeit f<fc>r mehr Gerechtigkeit. Es ist #Zeitf<fc>rMartin!
367;9.08E+22;-1;<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2>#AfD l<e4>sst Taten folgen und beantragt Verbot der Gesichtsverschleierung:Wir wehren uns gegen falsche Toleranz! <ed><U+00A0><U+00BD><ed><U+00BA><U+00AB>
368;8.63E+22;0;Hessen unterst<fc>tzt Investitionen von Bahn  NVV  VRN und @RMVdialog <U+0084>Bahnh<f6>fe sind Visitenkarte des #<d6>PNV<U+0093> @talwazir.
369;8.80E+22;-1;Das ist nicht mehr meine CDU/CSU!
370;8.84E+22;0.5;Es geht los! #PrideParadeBudapest <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA>
371;8.52E+22;-1;Die Gr<fc>nen wieder! Tierschutz predigen und dann so was!!!11elf #L<f6>hrmannSteigtUm #ltwnrw
372;9.10E+21;-1;Was ich von #Tillich gerne h<f6>ren w<fc>rde: Rassismus geh<f6>rt nicht zu #Bautzen! #fail
373;9.00E+22;0.5;K<e4>fighaltung von Millionen Hennen beendet. #CDU wollte das nicht #Nur mit #Gr<fc>ne: #Tierschutz @RenateKuenast @GoeringEckardt
374;8.70E+21;0.5;Sicheres Herkunftsland: #DeMaizi<e8>re verbringt Sommerurlaub in #Afghanistan
375;8.48E+22;0;26. Bundesliga-Spieltag: Klingbeil vs. Kr<f6>mer  @larsklingbeil
376;8.61E+22;0.5;Heute bei #PulseOfEurope in #Hannover. Sogar unser Ministerpr<e4>sident @stephanweil war dort. M<f6>ge Frankreich weise w<e4>hlen. <ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA>
377;8.84E+22;0;Aus aktuellem Anlass #Wendt :
378;8.96E+22;0;Artikel von @JanSchmidt  @HoeligS  @LisaMerten + @UweHasebrink in Informatik-Spektrum <U+0084>Algorithmen+Meinungsbildung<U+0093>
379;8.22E+21;-0.5;@JustusBender Stand gestern schon im Focus. Nicht nur Spiegel online lesen <f0><U+009F><U+0098><U+0080>.
380;8.39E+22;1;Alles Gute zum #Weltfrauentag!
381;8.50E+22;0;Zur Er<f6>ffnung des @MNUAachen hier meine Frage zur Forschungsf<f6>rderung an @regsprecher:
382;8.37E+22;-0.5;Im Ernstfall (zB Paris) m<fc>ssen wir die #Bundeswehr im Innern um Unterst<fc>tzung bitten d<fc>rfen! #Herrmann #klartext #csuam2017
383;9.08E+22;0.5;Merkel: Die M<fc>tterrente soll nicht mehr voll auf die Grundsicherung angerechnet werden. #Wahlarena #fedidwgugl
384;9.06E+21;-1;Das #BedenkenSecond der #FDP bei Atomkraftwerken hat die deutschen Steuerzahler Milliarden von Euro gekostet.
385;8.73E+22;-0.5;Als Cameron 2009 britische Konservative n<f6>tigte  pro-europ<e4>ische @EVP_DE zu verlassen  begann Fiasko der @Conservatives zum Schaden f<fc>r GB
386;9.15E+21;-0.5;D<e4>nischer Premierminister Rasmussen gibt offen zu  dass Muslime bereits Teile des Landes beherrschen! #AfD
388;8.39E+22;-0.5;GESETZENTWURFEHE F<dc>R ALLE den @GrueneBundestag l<e4>ngst eingebracht haben.Abstimmung wird von Union &amp  SPD blockiert
389;9.03E+22;1;War richtig toll bei euch in #Gera. Viel Erfolg  liebe @lier_e !
390;8.47E+22;0;#ff olgen Sie diesem Account: @burnedyourtweet
391;8.63E+22;0.5;#fakenews! Wir haben in allen Koalitionen Steuererh<f6>hungen verhindert! Mit Kollegen d #FDP Steuern gesenkt! #CDU
392;8.87E+22;0;Peter Altmaier zu Gast in #Viersen #BTW17
393;8.33E+22;-0.5;#Erneuerbare abregeln f<fc>r #Atomstrom ist falsch. @julia_verlinden @GrueneBundestag @Gruene_SH
394;8.42E+22;-0.5;@KevinHoenicke Also hinten im Publikum wo ich stand viel das Wort Populismus.
395;8.67E+22;0;Erstaunliche Wende - Hoffenheim Meister - Bayern #M<fc>nchen nur Mittelfeld. #Erneuerbare-Energien-Bundesligatabelle 17
396;8.45E+22;-1;Schluss mit der Kriminalisierung von irregul<e4>rer Einreise - 9000 Anzeigen sind 9000 zuviel! #RefugeesWelcome
