sentimenScore;text
1;mit  lebt man laenger  herzlichen glueckwunsch zum   geburtstag margarethe knapp     009f      008a   moegest  noch 
-1;holla die waldfee   ancelotti weg  der kader wird dadurch aber nicht besser  
-1;warum darf dieser tuerkei hetzer bei uns sprechen   
-1;  faehrt  leider ohne uns  ueberfuellt  
-1;spd politiker von dohnanyi haelt schulz  moment fuer nicht waehlbar  
-1; fuhlsbuettel laesst die saga haeuser verfallen   sie abreien  koennen  den anwohnern gefaellt das nicht  
-1; wenn sie nichts anderes koennen  als persoenlich beleidigend  werden  bestaetigen sie alle meine vorurteile  und tschue 
-1;linker terror und kein ende  dazu der verlaengerte arm der chaoten  senat  berlin   was machen sie herr geisel
-1;fette klatsche fuer die ueberwachungspolitik der groko spd cdu csu   die bundesnetzagentur setzt umsetzung der vds aus
-1;mit mfs  stasi und konsorten kennen sich die linken  bestens  aus     darum     afd   traudichdeutschland
-1;das problem ist nicht die kriminalitaet der zuwanderer  sondern die bedingungen   denen sie leben  bka 
-1;schulz schickte seinen vertrauten persoenlich auf dauerdienstreise   spiegel online   nachrichten   politik 
-1;ich setze mich dafuer ein  dass  keine beliebige zwangsbehandlungen geben darf  
-1;  zur tegel nachnutzung  nein  fdp populismus  umweltverschmutzung und dauerhafter verlaermung 
-1;die spd laesst die staedte und gemeinden  land haengen  klartext des rechnungshofs  
-1;ich versteh eure heutigen twitter wars nicht aber ich bin auch  muede  nachzulesen  
-1;wir brauchen endlich weniger guelle auf den aeckern und ein ende der massenhaltung den staellen
-1;schlechte bilanz von cdu und spd bei den landwirten  nur  prozent finden agrarpolitik der groko gut  
-1;wir duerfen nicht zulassen  dass auf   boden ueber ein instrument fuer   tod       recht auf leben abgestimmt wird  tuerkei todesstrafe
-1;biederfrau als brandstifterin  wie rassistisch und voelkisch denken  und teile der afd wirklich  muss jeder vor der wahl wissen 
-1;hans erxleben  unbekannte lockern radmuttern  auto des linke politikers   solidaritaet mit hans  aufklaerung sofort  
-1;magdeburg ist nicht  schoen wie dresden  aber  magdeburg spuerte man mehr bewegung  
-1;gysi  europaeische linke verurteilt verhaftungen und beschlagnahmungen durch die guardia civil  katalonien
-1;genau  abschiebestopp ohne rechtsgrund verletzt vertrauen  den rechtsstaat  
-1;linkerfeminismus keinnebenwiderspruch nicht schuld  rechtspopulismus antworten auf alten aber aktuellen vorwurf 
-1;error 
-1;     der wand  dass sie verleumden muessen  
-1;leider gibt  viele maenner  die sehr viele aufsichtsrat mandate annehmen  das ist eigentlich nicht der sinn der sache
-1;richter disst tierschutzaktivisten  sitzblockierer  der tradition der    taz  
-1;wir brauchen kein schengen fuer alle  sondern effektiven grenzschutz  keinen euro fuer alle  sondern haushaltsdisziplin  ganz europa 
-1;diese neue rechte wird immer mehr zur alten rechten  alt right becoming old right  afd gauland 
-1; weist eindeutig bds boykott zurueck bei der eroeffnung der pop kultur 
-1;afd abgeordneter beklagt  dass unsere partei  protesten gegen zwangsraeumungen aufruft  mimimi agh
-1;unser planet geht vor die hunde  aber fuer diese bundesregierung ist klimaschutz ueberhaupt kein thema mehr 
-1;altersarmut bedroht immer mehr  amp  vor allem frauen  die garantierente ermoeglicht einfach  amp  unbuerokratisch
-1;wer  der demokratie schlaeft  wacht  der diktatur auf  cdu csu spd 
-1;csu will buergerlich konservative erneuerung der union   setzt auf rechtsruck  damit staerkt sie die afd   spaltet gesellschaft weiter 
-1; wie maas auf bundesebene missbraucht spd maly  nuernberg sein amt   parteipolitik  machen afd huetter 
-1;cdu gefuehrtes ministerium hielt schon  schierke nicht fuer genehmigungsfaehig  jetzt gehoeren akten  fakten beim parlament auf den tisch 
-1;ein trauerspiel gemeinsamer ideenlosigkeit  sah  von   tvduell 
-1;amnesty international  der tuerkei  unsere arbeit wird als straftat angesehen 
-1;naechste politische schlappe fuer  praesident trump 
-1; scheint viel mit darkposts fuer afd klientel  arbeiten  nicht vertrauenswuerdig  diwokiel hateandfake
-1; deutschland rechts waehlt   unsere interaktive anwendung ist fuer den grimme online award nominiert 
-1;waehrend fluechtlingskosten astronomische hoehen erreichen bleiben andere notwendige investitionen auf der strecke 
-1;damit liegt der landesmindestlohn weiter oberhalb des mindest mindestlohns   r2g macht   
-1;also ein rechtsruck der spd    
-1;lieber  wer beim weglaufen vor verantwortung rekorde aufstellt  sollte anderen nicht erklaeren wollen was verantwortung heit 
-1;traenengas opfer und ein verletzter werden vor meinem buero versorgt  bin nicht mehr auf dem schulterblatt   gefaehrlich 
-1;  wollen keine dummen online verfahren   pdf ausdrucken  unterschreiben und einscannen  egoverment ktdat
-1; sie haben kein herz 
-1;die ueberschrift koennte von  sein  
-1;sehen die deutschen sparer anders  schaeuble vernichtete ihr erspartes  euro blauewende freiundkonservativ 
-1;weltaendern  gast bei der  zum thema netzpolitik und stopkinderarmut darumgruen btw17 
-1;kein gift auf unsere aecker und teller   glyphosat monsanto 
-1; beoemmeln sich afd  cdu und herr treptow 
-1;die linie der arbeitslosen zeigt nach unten  die linie der armen zugleich nach oben   muss also politisch etwas faul sein 
-1;stresemannstrae fuer gefahrguttransporte sperren   
-1; ich danke ihnen  lassen sie uns gemeinsam mit den vielen anderen die stimme sein  die  den erdogan medien nicht vorkommen 
-1;das eindeutige signal von kpmg gab  schon    april  gesamtrisikofaktor  hoch hahn landtag
-1;dass die rechtschreibung nicht einfach ist  das wuerde auch mit schulz nicht besser  
-1;der wahre grund fuer das leiden  gaza liegt bei der hamas  via 
-1;wir lassen uns nicht laenger diskriminieren friedrichstadtpalast afd 
-1;das bsp myanmar zeigt   braucht gesetzliche menschrechtliche sorgfaltspflichten fuer internationale lieferketten 
-1;was kostet der verzicht auf klimaschutz  
-1;meine   anfrage zur identitaeren bewegung zeigt    sind polizeibekannt  gewaltbereitschaft nicht unterschaetzen  
-1;jetzt bei den streikenden der systemgastronomie mit der    gute arbeit fuer gute loehne  
-1;wer gearbeitet hat  muss spaeter mehr haben  afd gegen altersarmut      00a0   00bd     00b1   008d  rente sozialpolitik 
-1; der niederlage zeigt die cdu doch staerke   
-1;irgendwann sollte jemand die oeffentlich rechtlichen sender erinnern  dass die  hofierte afd sie permanent denunziert  amp  abschaffen will    653c   3e64   613c   3e30   623c   3e64   653c   3e64   623c   3e38   393c   3e63 
-1;attac aktion  der deutschen bank  laeuft  nog20 blockg20 
-1;heil schulz 
-1;danke  damit sind die fuer mich ueblen geruechte  wonach die afd diesen waschlappen laschet waehlt  endlich vom tisch  
-1;der dieselgipfel hat getagt  die ergebnisse liegen vor  mit viel luft nach oben   dorodirekt doroistda
-1;bedankt    samen werken vor een grenzregion zuender grenzen  
-1;die klimakrise laesst sich nicht durch schoene worte abwenden  bundesregierung muss schnellstmoeglich manahmen ergreifen 
-1;wissmann oberlobbyist aller lobbyisten klagt ueber klima lobbyismus also ueber leute die dafuer streiten dass dieser planet     00a0   00bc     00bc   008e  bewohnbar bleibt
-1;haft wegen verweigerung des rundfunkbeitrag und  meiner zelle stand ein fernseher 
-1;junge franzoesinnen machen massiven aerger  den freibaedern  sowas aber auch  diese franzoesinnen sind maennerphob  
-1;afd sachsen  studie bestaetigt volkserziehungscharakter der medien  afd huetter  
-1;aha  radfahrer sind also keine buerger  
-1;erbaermlich  aber karrierefoerdernd   selbstdiffamierung   fordert mehr family statt gender mainstreaming 
-1;wir verurteilen die rechtswidrige kontrolle und abfilmung aller reisenden des sonderzugs  nog20
-1;bei ueberzeugtuns behauptet   r2g wuerde  berlin genug fuer wohnungsbau tun  quatsch  bisher verhindert der senat diesen  
-1;wann kommt der klimawandel endlich  norden   sommer2017
-1;martin sellner blamiert sich beim prozess gegen andreas karsten von der kontrakultur halle 
-1;man nimmt der spd den willen zur entlastung der buerger einfach nicht   entlastung war fuer sie stets das boese schlechthin 
-1;steinmeier  opposition ist mist  aber sie ist der duenger der demokratie  
-1;aus keinem europaeischen land sollten gefluechtete kurden  die tuerkei oder den iran abgeschoben werden  refugeeswelcome k
-1;weil hat  verbockt und muss zuruecktreten verantwortung als reg  chef ist     reg  mehrheit zusammen  halten  dabei ist  gescheitert
-1;der versucht jamaika abzuschiessen  dann groko ohne merkel  machen 
-1;viele studien  die glyphosat unbedenklichkeit attestieren stammen von forschern  die monsanto nahe stehen  
-1;versammlung bergstrae wird polizeilich aufgeloest  anwendung zwang angedroht   minuten frist g20 nog20
-1;ich habe nix gegen erhoehte frauenquoten  der fuehrung   aber eure neue personalentscheidungen sind praehistorisch   ein weiter      009f       
-1; von mdb patzelt und mit  verhaftungen  vietnam  menschenrechtler nguyen bac truyen sofort freilassen 
-1;schockierende sozialerhebung  nach  jahren groko   schwarzgelb ist bafoeg nur noch schatten seiner selbst    
-1;was fuer eine posse   reist fuer steuergeld  die usa   haette  auch  berlin treffen koennen  
-1;wie findet man eigentlich bots auf twitter  einfach mal nach merkel und refugees suchen  
-1;  man bringt die demokratie nicht  schlafwagen voran tvduell 
-1; sind die papiere  weise spricht von doppeltem spiel der fluechtlinge  
-1;prof  fratzscher  bedingungsloses grundeinkommen waere eine gesellschaftliche bankrotterklaerung  das sehe ich ganz genauso 
-1;was haben welt und stuermer gemeinsam  auf jeden fall diffamierende und hohle ueberschriften  afd waehlen
-1;r2g  thueringen  wer fliegt als naechstes  schleudersitz ramelow 
-1;vierumvier    009f        zeit fuer eine fahndungerkennen sie diese  schlaeger vom  bahnhof mehringdamm  kreuzberg 
-1;spd will einbruchkriminalitaet bekaempfen   niedersachsen ist aufklaerungsquote    gesunken seit pistorius  amt  nurmalso
-1;wasserprivatisierung  griechenland wir haben eben eine petition mit   unterschriften  bruessel uebergeben 
-1;ich finde die staatliche verfolgung von menschen aufgrund ihrer sexuellen orientierung infam und abscheulich  
-1;hoecke rede  afd ist partei der eliten  mit nationalistischem getoese podcast   artikel
-1;was nun  ist doch klar  wenn wir  sagen bleibt  hetze  aber  stimmt halt  
-1; ist doch verantwortlich dafuer dass die planer alle rausgeschmissen wurden nrwir
-1;beatrix von storch  antisemitismus hat  der afd keinen platz 
-1;  mrd   versenkt  koennen wir uns diesen finanzminister noch leisten    amp ich  cumex  amp atomsteuer  
-1;discounter erntet einen shitstorm weil man  ramadan eine frischkaeserolle mit schweinefett  angebot hat 
-1;ich fordere dass merkel  muslimban den  botschafter einbestellt  amp via eu protestresolution  die  bringt  pruefen klage vorm eugh 
-1;schon vor dem   mai blasen linke zum angriff  polizei erwartet viel arbeit 
-1;hurrikan harvey  texas und der monsun  suedasien zeigen wie unterschiedlich der westen leid wahrnimmt 
-1;der nsu untersuchungsausschuss zeigt  bouffier war ein schrecklicher innenminister und ist ein schrecklicher ministerpraesid
-1;ich hoffe intensiv dass sich die befuerchtung nicht realisiert  
-1;waehrend soeder immer nur von obergrenze redet 
-1;rassistisches motiv fuer brandsaetze auf asylunterkunft  kremmen  die vermutung liegt nahe sagt die polizei 
-1; warum hat die erkenntnis  lange gedauert  schade dass  keine fruehere loesung fuer den wall gefunden wurde 
-1;verlierer des abends  die demoskopen 
-1;der deutsche exkanzler wird nicht fuer ein unternehmen arbeiten  sondern fuer einen autoritaeren staat 
-1;ihr habt heute wieder gezeigt da  euch damit nicht ernst ist   gibt bereits eine parlamentarische mehrheit fuer die ehefueralle
-1;diese kachel muss derselbe kompetenzallergiker gestaltet haben   zeitungswerbung von schulz  letzten europawahl
-1;die aufregung war absehbar  bin auch verwundert ueber den missgriff der jury 
-1; kilometer stau  nrw  das hatte nrwkoalition grokunden anders versprochen  
-1;wuerzburg  kein interview mit martin schulz  spd   pressesprecher verweigert uns freigabe 
-1;landesregierung wei nichts trotz teurer rueckkehrfoerderprogramme ramelueringen r2g afd
-1;gab  jemals einen parteivorsitzenden der sich zwei mal vor der kanzlerkandidatur gedrueckt hat   
-1;wie immer nach  ausfaellen die nochbundesvorsitzende paddelt halbherzig zurueck  schaemt euch  btwahl2017 
-1;noch bevor der friedensmarsch koeln losging phantasierten maas  bereits von zig tausenden moslem
-1;forschung und lehre ohne lohn  erschreckende zahlen von   und  mittelbau unter bau
-1;was soll das  schockierende nachrichten aus dortmund  gute besserung  marc bartra  bvbasm
-1;lange gezittert mandat gesichert spannende und schwierige zeiten warten auf uns und unsere fraktion  bundestag
-1;diese nachricht betruebt mich  ein sehr angenehmer interviewpartner der das mittelalter wunderbar erklaeren konnte
-1;namenslesung von mehr als  ermordeten duesseldorfer juden mit  vor dem carschhaus 
-1;nach dem kahlschlag bei solar wird nun der windkraft der garaus gemacht  das ist oekologisch und oekonomisch absurd
-1;dresden macht sprachlos  geht  noch   dd0702 
-1;masern sind eine ernstzunehmende krankeit   impfen lassen  
-1;neonazis  parlament   deutschland steht vor einer reifepruefung 
-1;festnahme  frankfurt  deutsche politiker empoert ueber steuerspionage der schweizer  via 
-1;nee  nicht mal dann     009f      009c danke    zellerzeitung gruene afd 
-1;angriffe auf polizisten sind schaebig      009f      008a     009f   008f   00bb     009f   009a   00a8  das nehmen wir nicht hin  
-1;sie streiten permanent bei r2g  
-1;deutsch   englisch  warum deutsche forscher immer einen nachteil haben  
-1;spd wahlschlappe reit millionenloch  den partei etat   welt 
-1;straffaellige asylbewerber konsequent abschieben  jannowitzbruecke    27a1   fe0f  
-1;beide doof   russischer hacker unschluessig wen  bei bundestagswahl unterstuetzen soll 
-1;innenausschusses sondersitzung  manipulierter amri akte  berlin
-1; haelt fusion mit london   fuer moeglich  unter den jetzigen bedingungen halte ich sie hingegen fuer unmoeglich 
-1;nein das ist kein wahlergebnis aber ein trend gut fuer uns  geht noch was  zuspruch  den rechtsradikalen ist verheerend 
-1; viel duenger auf dem feld geht erst ins wasser dann ins geld   koalitionsfrust agrarwendejetzt 
-1;warum billigfleisch zwar gut fuer die geldboerse aber schlecht fuer die gesundheit ist   
-1;tomatenpflaenzchen harzfeuer gegen hartziv auch vor dem russischen mixmarkt  marzahn     009f      008d  
-1;bei braunen verfassungsfeinden den rotstift ansetzen  
-1;der verfassungsschmutz  hessen haelt einen bericht  nsu komplex fuer  fucking jahre unter verschluss 
-1;fipronil  offenbar auch eierprodukte mit insektizid belastet 
-1;und deshalb hat frau schwesig leider auch dieses aufklaerungsprogramm gegen linksextremismus abgewickelt 
-1;schweden  etwa ein drittel der amtstraeger der schwedischen lutherischen kirche lehnt homosexuelle hochzeiten   ehefuer
-1;spezialkraefte  einsatz   terror razzia  berliner internet caf 
-1;rot gruen  fatales signal fuer medien  und digitalwirtschaft     fdp 
-1;aktuell  nrw  aus offenem vollzug gefluechtet  rot rot gruen berlin will das auch 
-1;fotoimpressionen  festakt hessischer gedenktages fuer die opfer von flucht vertreibung und deportation 
-1;das ist also die strategie frankreichs entwickelt vom thinktank von herrn macron  total neu total einfallsreich  
1;stadtrat  schlaegt eine begruenung der hochstrae  vor  was haltet ihr davon  
1;  gleichstellung nur mit uns  spd  ehefueralle
1;direkte demokratie  koalitionsvertrag  guten absichten auch taten folgen lassen  fordert   
1;sommerfest nrw  berlin  abgeordnete werden freudig von lobbyisten erwartet  ipad  gewinnen traudichdeutschland 
1;viel gelernt gestern  
1;der newsletter fuer den februar ist   viel spa beim lesen  
1;zum heutigen tag der handschrift wuenschen wir euch einen guten wochenstart     009f         270d   fe0f     009f      00aa   
1;sehr informatives gespraech mit dem botschafter tunesiens     elyes kasri  tunesien 
1;wirtschaftswende  richtung nachhaltigkeit nur  regierungsverantwortung  erreichen jamaikakoalition 
1;der wahl  mat ist online  ein super tool   sich mit den wichtigen themen der btw17  beschaeftigen  fedidwgugl
1;jetzt nachziehen  muenchen  saubereluft luftreinhaltungstuttgarter verwaltungsgericht billigt diesel fahrverbote 
1;cdu  merkel schliet jede form der zusammenarbeit mit afd aus  bundeskanzlerin angela merkel hat jede form 
1;tag  vom marsch der gerechtigkeit   mit immer mehr jungen menschen  die gegen erdogan regime protestieren tuerkei http
1;angela merkel eroeffnet die  und ist gerne gekommen   wertschaetzung fuer branche und games auszudruecken  gamescom
1;volker beck spricht ein gruwort zum kurdischen neujahrsfest newroz  der neuen welt  neukoelln 
1;publishing excellence   der tag beginnt mit einem spannenden workshop unserer dfg forschergruppe  der   
1;kultur erhalt  der heutigen zeit ist sehr wichtig guter gastbeitrag von johannes   die peking gehoert  hamburg 
1;schreibt mir eben ein cdu mitglied   punktet  macht auf mich den kompetenteren eindruck  stimmt      00a0   00bd     00b8   008e glueckwunsch  martin 
1;freue mich  dass bundestagsvizepraesidentin michaela noll mdb    mai nach willich kommt  thema ist kinder  und jugendhilfe  
1; wir deutsche sind stolze demokraten 
1;sensationelle kari  stuttmann 
1;bevor  wahlkreisbuero hachenburg mein mitarbeiter durchgegrillt ist  bekommt  hitzefrei mit dem song des tages      00a0   00bd     00b8     
1;grundeinkommen einfuehren  wir piraten setzen uns dafuer seit langem ein smartgercht
1;hasst das boese und liebt das gute  richtet das recht auf  tor  vielleicht wird der herr  der gott zebaoth  gnaedig sein
1;pflege ist einer der haertesten jobs  deshalb wollen wir   neue stellen  krankenhaeusern und mehr gehalt fuer
1;gute stimmung bei der ausbildungstour durch den kreis viersen   dabei   bildung wirtschaft 
1;dgb kritisiert  recht dass schwarze ampel von  guter arbeit zur perspektive arbeitgeber first wechselt  chiffre entbuerokratisierung 
1;man kann nicht ueber soziale gerechtigkeit reden und bei gleichen bildungschancen versagen    berlin direkt 
1; abwarten  lieber christian  gerade unsere heimategion atmet doch regelrecht auf  freue mich auf unser konstruktives miteinander 
1;poetisch literarischer reichtum beim poesifestival  der akademie der kuenste   ein besuch lohnt sich  
1;yes  eiskalt vom punkt  nur noch    jetzt weiter  maenner  koebsc   hahohe 
1;heute bin ich dann analog unterwegs     
1;wir bleiben bei der kriminalitaetsbekaempfung hart  ball   
1;merkel  die regierung wuerde sich mit all ihren zur verfuegung stehenden mitteln   freilassung   einsetzen  naja  freedeniz
1;endlich deutliche worte   kann  doch  
1;das mehrgenerationenhaus  nordhorn hat viel  bieten   ein besuch lohnt sich unbedingt  
1;guten morgen aus schweinfurt heute wahlkampftour durch unterfranken mit terminen  schweinfurt  kitzingen wuerzburg und aschaffenburg spd
1;guten morgen aus bordesholm mein musiktipp fuer euch  drauen  digitalen orbit ist von cat stevens   granny
1;schleierfahndung brauchen wir nicht  wir haben ausreichende rechtsgrundlagen  tvduell nrwir 
1;fuer die cdu ist klar  sozial ist  was arbeit schafft  wir wollen noch mehr menschen  arbeit bringen  
1;endlich ein politiker  der klartext redet  
1;gute erlaeuterung der rechtslage  fall akhanli 
1;nach comey entlassung   wettquote fuer eine amtsenthebung donald trumps verdoppelt sich ueber nacht 
1;  diese fragen haette vor  jahren  niemand gestellt  klare antwort  fuer die europaeische einheit  fuer die nato  fuer die westlichen werte 
1;mit recht  groer erfolg fuer die cdu  nrw und bundesweit  ltwnrw17 
1;wenn   cannabis legalisierung geht  haut   pragmatisch inhaltlich ganz schoen weg  ueberzeugtu
1;alles zwischenstaende  unser ziel muss sein  bei der wahl selbst auf den dritten platz  kommen  
1;gefaellt mir der    nicht  verkopft  losziehen und fuer das gute kaempfen  einfachmachen 
1;herzlichen gru von der gamescom2017  gleich geht  los mit der wahlkampfarena mit  und   
1;die wichtigste zukunftsaufgabe ist bessere bildung  und nicht umverteilung   
1;pro spanische unionistendemonstration heute  barcelona  spanien katalonien 
1; ist richtig  dass zumindest erst einmal  groen firmen frauen auskunftsanspruch  gehaeltern der maenner  vglb  job haben  equalpay
1;gruen schaut bei kita nach vorne und denkt weiter  tvduell
1;wow  niedersachsen wird super spannend  
1;hoecke darf beamter bleiben  holm muss gehen  wir wussten immer  dass der staat auf unserer seite ist 
1;ente gut  alles gut 
1;gleich zum fruehlingsempfang der spd nach flintbek 
1;die engagierten helferinnen beim suppenwettbewerb  hattersheim   die suppen sind gegessen  jetzt wird aufgeraeumt 
1;jeder mensch hat einen namen  darum namenslesung  holocaustremembranceday duesseldorf jomhashoa erinnern fuer die zukunft 
1;danke  norbert lammert fuer seine worte  helmut kohl  den  eben  helmut dem groen erklaert hat 
1; kann  noch  gerhard schroeder klar und kaempferisch  auf  den kampf  venceremos  spdbpt btw17 martinschulz 
1; steglitz zehlendorf entsteht ein neuer  gruener gruendungscampus  fubic  
1;gute ernte ist moeglich  darumgruen 
1;wir sind stolz  dass ueber das gesetz zur ehe fuer alle aus rlp abgestimmt werden soll  dank  anne spiegel und irene alt
1;verabschiedung von  bevollmaechtigter  antidiskriminierung  viele dank fuer tolle arbeit   
1;guten morgen  schneller kaffee noch und los geht   
1;kritik von ernaehrungswirtschaft  amp     reduktionsstrategie via    sta
1;schlage alice weidel fuer den integrationspreis  vor   
1;wir wuenschen der verletzten polizistin  deren familie und kollegen viel kraft und genesung  unterfoehring
1;huch  das ist aber ein sueer mop hinter der polizeikette  nog20 
1;ferkel mit ringelschwanz  sau ohne kastenstand  minister lobt betrieb  der   tierschutz gruene  
1;  das ist aber neu  zumindest fuer nrw  pflichtfachinformatik wir    kommen  
1;hartaberfair kluge politiker entlarven gemeinsam das meinungsdiktat der medien  bravo   baer    barley    lambsdorff und   habeck 
1; gegenfrage  wann war deutschland staerker und besser als jetzt 
1;hoffen wir  dass auch hier gilt  was lange waehrt  wird gut     00a0   00bd     00b8      
1; gibt  groartige musiker innen auf der ganzen welt  warum beim weltweit groeten song contest dann ditte hier  esc2017
1;  bist der gute 
1;die waehler der afd haben ueberraschend viel geld und sind gut ausgebildet volkspartei 
1;mobilitaet neu und modern denken  darumgruen und darum  waehlen  btw2017 
1;heute feiert  sein  jaehriges bestehen     januar  erschien die erste ausgabe  
1;was kann   einem sonnigen herbst sonntag schoeneres geben  als eine klausurtagung der spd kreistagsfraktion      
1; werden milliarden  schulen investiert  mieten gedeckelt  radwege gebaut   trotzdem  frohe ostern  
1;merkel  bayreuth wer immer nur ueber das verteilen redet und nicht ueber das erwirtschaften  der wird keinen erfolg haben 
1;gutes gespraech mit den herren  neues und steinmetz von der ihk niederrhein  berliner reichstagsgebaeude  
1; tagen wie diesen   drohen solch gute nachrichten unterzugehen  darum lesen  rlp mit haushaltsplus   
1;diese woche folgen uebrigens die ersten wahlkampfstaende und  freitag eine tour durch ostprignitzrupinn  lasst euch ueberraschen  fuersieda
1;unterwegs zum bundestagsausschuss bildung und forschung  gleich beginnt ein fachgespraech ueber die lage der hochschulen  bundestag
1;die csu ist staerker als alle anderen  parlament vertretenen parteien zusammen  bayerntrend
1;wir kaempfen fuer erststimme fuer  und  
1;lesen   sehr guter artikel von    auch wenn ich  agh sitze  nicht bvv    
1;der  tankt energie  ausschuss eurobundmediena  
1;  und noch mehr steht  unserem guten gerechtigkeitsbeschluss vom november  lesenswert 
1;der trick mit den erfolgsmeldungen  
1;gibt  eigentlich auch journalistenpreise fuer ziemlich beste fragen   groartig  
1;bundesarbeitsgericht entscheidet   mindestlohn gilt auch fuer nachtschichtzuschlaege 
1;ich wuensche allen peters einen schoenen namenstag  auch dem  und dem 
1; fragst dich was sich aendert wenn  regieren  hier kann man  sehen darumgruen weltverbessern btw
1;gutes papier  ich denke das sehen  und die  genauso     009f      009c  
1;kein tuerkischer wahlkampf auf deutschem boden  
1;theatervergnuegen  der bruegger kirche  
1; beamte sind loyal  neutral und dienen dem staat  nicht der csu  unser antrag schuetzt ihr ansehen
1;wir sind  viele wie noch nie amp werden mehr  mitgliederrekord    fehlst noch gogreen thinkpositive  
1;bundespraesident steinmeier  tde2017  die verantwortung vor unserer geschichte kennt keine schlussstriche   
1;laut medienberichten treffen sich heute abend die parteimanager von spd  gruenen und linkspartei  die meinen  ernst mit r2g 
1;sehr guter artikel von sarah lincoln von  zum thema unternehmensverantwortung 
1;   weiter geht  mit frauenpower      ilka meierhofer 
1;interessante diskussion mit menschen mit viel praktischer erfahrung
1;wirklich interessante daten   macht anscheinend eine gute arbei  
1;ehegattensplitting ist out  aut  gbr  amp  esp haben  laengst abgeschafft  kinder statt trauschein familienbudget 
1;wir sind immer  der lage  zwei tore  erzielen   egal gegen welche mannschaft   rmafcb 
1;hier zeigt sich  keine wechselstimmung  wirmachendas 
1;heute abend groe veranstaltung der   gropius bau  thema   tage r2g  
1;wann kommen die weiteren wichtigen themen  energiewende  mobilitaet  kita ausbau  pflege  vereinbarkeit  wohnraum  tvduell
1;wieder  berlin angekommen   ich freue mich auf eine spannende vorletzte sitzungswoche     009f      008a 
1;unna  nrw hat  verdient  mit anderen dingen bekannter  werden  freue mich auf meine festrede bei cdu    okt
1;oezguer  unser talentierter journalist wurde aus dem gefaengnis entlassen  freedeniz freemesale 
1;heute beim stadtteilfest  der silberhoehe   gibt zuckerwatte kommt vorbei  wir sind noch bis  uhr vor ort  
1;weitermachen 
1;wer hier lebt muss mit entscheiden  nur  gelingt integration  tvduell
1;jamaika ist uebrigens super  glaubt einer saarlaenderin bundestagswahl2017
1;die mainzer begrueen ihre mannschaft  gute stimmung auf dem domplatz  mainz   
1;die spd ueberfaehrt  einem wahlkampf spiel menschen  keine pointe  
1;hab das gefuehl dass schulz die sache mit den jungen menschen die ihn interviewen ernster nimmt als merkel  deinewahl
1;wir freuen uns auf das campaign camp  filderstadt  samstag  melde dich jetzt noch 
1;gute nachricht fuer patientinnen und patienten und fuer pflegekraefte  krankenhaeusern
1;wir haben uns ganz gut geschlagen bei der debatte  der  zum socialmedia politikertypus
1;plenartag  ltnrw  los geht   die cdu fraktion ist motiviert 
1;ich wuerde  fast nur wegen  nach hamburg ziehen  bester mdb deutschlands  spd
1;gewaschen gute idee  sonst erscheint  immer dieses ungewaschene profidemonstrantentum  
1;wir erleben gerade historisches bei unserem publicviewing zur ehefueralle  ltnds
1;danke fuer eure unterstuetzung    
1;   juli wird das sozialticket guenstiger   koennen noch mehr menschen den oeffentlichen nahverkehr nutzen  
1;wie fahrradfreundlich ist zittau   bespricht morgen das thema radverkehr der stadt  sei dabei      009f   009a   00b4   200d      fe0f     009f   009a   00b4  
1;  lesung  mindest heiratsalter wird  jahre  schutz fuer junge maedchen und frauen verbot von kinderehen
1;  syrische babys haben unsere teams  unserem krankenhaus  irbid  norden von jordanien bereits auf die welt gebracht
1;wir wollen den wolf schuetzen   probleme durch gute praevention loesen   
1;gestern nach der stadiongala sang die ganze  lauthals den turnfest2017 song  dit  eben berlin  vorsicht ohrwurm 
1;was die linke jetzt braucht  das soziale als verbindendes  politik und ansprache fuer staedte und die flaeche
1; thueringen wurden   5mio fuer mehr bezahlbaren wohnraum bewilligt  amp  fast 1400wohnungen investiert 
1;starke rede von  die zeigt dass  ideen fuer ein modernes  und europa hat    00a0   00bd     00b1   008d  
1; schneit  chemnitz falls   freitag noch  ist soll uns das nicht stoeren  fuer heigetraenke ist gesorgt 
1;worst  groko folge   ehemuffel   groko abwaehlen  fuer eine starke linke  ehefueralle 
1;    und    gute netzabdeckung  fahrradroutenplaner fuers fahren abseits von hauptverkehrsstraen gut nutzen  koennen 
1;  anke17 ltw17tolle veranstaltung  der kita riegelsberg  
1;mit freiem wlan soll  naechste woche  urban krankenhaus losgehen   alle landeseigenen kliniken sollen folgen
1;europaeische staaten sollten miteinander kooperieren  aber ihre eigenstaendigkeit sollten sie dabei nicht verlieren eu afd
1;wir sind die einzige partei die nicht von der wirtschaft geschmiert ist  wir nicht kaeuflich aber waehlbar 
1;heute ist tagdeswaldes      009f   008c   00b3     009f   008c   00bf     009f   008c   00b3  die alten buchenwaelder deutschlands sind einzigartig  und zaehlen zum   
1; marzahn eroeffnet die erste modulare fluechtlingsunterkunft 
1;jedes kind muss das recht auf schutz und ein sicheres zuhause haben  deshalb  kinderrechte ins grundgesetz 
1;wenn die oma nicht mehr zur sparkasse kommt muss der sparkassen bus zur oma kommen   parkstein ist das moeglich 
1;statt diesel fahrverbote fuer alle  staedten muessen saubere busse und taxi gefoerdert werden  spd dieselgate 
1;danke   warst toll und inspirierend  
1;fruehling  garten  kirschbaum 
