sentimentScore;text
1;mit  lebt man laenger  herzlichen glueckwunsch zum   geburtstag margarethe knapp     009f      008a   moegest  noch 
-0.5;holla die waldfee   ancelotti weg  der kader wird dadurch aber nicht besser  
-0.5;warum darf dieser tuerkei hetzer bei uns sprechen   
-0.5;  faehrt  leider ohne uns  ueberfuellt  
-0.5;spd politiker von dohnanyi haelt schulz  moment fuer nicht waehlbar  
-0.5; fuhlsbuettel laesst die saga haeuser verfallen   sie abreien  koennen  den anwohnern gefaellt das nicht  
-0.5; wenn sie nichts anderes koennen  als persoenlich beleidigend  werden  bestaetigen sie alle meine vorurteile  und tschue 
-0.5;linker terror und kein ende  dazu der verlaengerte arm der chaoten  senat  berlin   was machen sie herr geisel
-0.5;fette klatsche fuer die ueberwachungspolitik der groko spd cdu csu   die bundesnetzagentur setzt umsetzung der vds aus
-0.5;mit mfs  stasi und konsorten kennen sich die linken  bestens  aus     darum     afd   traudichdeutschland
-0.5;das problem ist nicht die kriminalitaet der zuwanderer  sondern die bedingungen   denen sie leben  bka 
-0.5;schulz schickte seinen vertrauten persoenlich auf dauerdienstreise   spiegel online   nachrichten   politik 
-0.5;ich setze mich dafuer ein  dass  keine beliebige zwangsbehandlungen geben darf  
-0.5;  zur tegel nachnutzung  nein  fdp populismus  umweltverschmutzung und dauerhafter verlaermung 
-0.5;die spd laesst die staedte und gemeinden  land haengen  klartext des rechnungshofs  
-0.5;ich versteh eure heutigen twitter wars nicht aber ich bin auch  muede  nachzulesen  
-0.5;wir brauchen endlich weniger guelle auf den aeckern und ein ende der massenhaltung den staellen
-0.5;schlechte bilanz von cdu und spd bei den landwirten  nur  prozent finden agrarpolitik der groko gut  
-0.5;wir duerfen nicht zulassen  dass auf   boden ueber ein instrument fuer   tod       recht auf leben abgestimmt wird  tuerkei todesstrafe
-0.5;biederfrau als brandstifterin  wie rassistisch und voelkisch denken  und teile der afd wirklich  muss jeder vor der wahl wissen 
-0.5;hans erxleben  unbekannte lockern radmuttern  auto des linke politikers   solidaritaet mit hans  aufklaerung sofort  
-0.5;magdeburg ist nicht  schoen wie dresden  aber  magdeburg spuerte man mehr bewegung  
-0.5;gysi  europaeische linke verurteilt verhaftungen und beschlagnahmungen durch die guardia civil  katalonien
-0.5;genau  abschiebestopp ohne rechtsgrund verletzt vertrauen  den rechtsstaat  
-0.5;linkerfeminismus keinnebenwiderspruch nicht schuld  rechtspopulismus antworten auf alten aber aktuellen vorwurf 
-0.5;error 
-0.5;     der wand  dass sie verleumden muessen  
-0.5;leider gibt  viele maenner  die sehr viele aufsichtsrat mandate annehmen  das ist eigentlich nicht der sinn der sache
-0.5;richter disst tierschutzaktivisten  sitzblockierer  der tradition der    taz  
-0.5;wir brauchen kein schengen fuer alle  sondern effektiven grenzschutz  keinen euro fuer alle  sondern haushaltsdisziplin  ganz europa 
-0.5;diese neue rechte wird immer mehr zur alten rechten  alt right becoming old right  afd gauland 
-0.5; weist eindeutig bds boykott zurueck bei der eroeffnung der pop kultur 
-0.5;afd abgeordneter beklagt  dass unsere partei  protesten gegen zwangsraeumungen aufruft  mimimi agh
-0.5;unser planet geht vor die hunde  aber fuer diese bundesregierung ist klimaschutz ueberhaupt kein thema mehr 
-0.5;altersarmut bedroht immer mehr  amp  vor allem frauen  die garantierente ermoeglicht einfach  amp  unbuerokratisch
-0.5;wer  der demokratie schlaeft  wacht  der diktatur auf  cdu csu spd 
-0.5;csu will buergerlich konservative erneuerung der union   setzt auf rechtsruck  damit staerkt sie die afd   spaltet gesellschaft weiter 
-0.5; wie maas auf bundesebene missbraucht spd maly  nuernberg sein amt   parteipolitik  machen afd huetter 
-0.5;cdu gefuehrtes ministerium hielt schon  schierke nicht fuer genehmigungsfaehig  jetzt gehoeren akten  fakten beim parlament auf den tisch 
-0.5;ein trauerspiel gemeinsamer ideenlosigkeit  sah  von   tvduell 
-0.5;amnesty international  der tuerkei  unsere arbeit wird als straftat angesehen 
-0.5;naechste politische schlappe fuer  praesident trump 
-0.5; scheint viel mit darkposts fuer afd klientel  arbeiten  nicht vertrauenswuerdig  diwokiel hateandfake
-0.5; deutschland rechts waehlt   unsere interaktive anwendung ist fuer den grimme online award nominiert 
-0.5;waehrend fluechtlingskosten astronomische hoehen erreichen bleiben andere notwendige investitionen auf der strecke 
-0.5;damit liegt der landesmindestlohn weiter oberhalb des mindest mindestlohns   r2g macht   
-0.5;also ein rechtsruck der spd    
-0.5;lieber  wer beim weglaufen vor verantwortung rekorde aufstellt  sollte anderen nicht erklaeren wollen was verantwortung heit 
-0.5;traenengas opfer und ein verletzter werden vor meinem buero versorgt  bin nicht mehr auf dem schulterblatt   gefaehrlich 
-0.5;  wollen keine dummen online verfahren   pdf ausdrucken  unterschreiben und einscannen  egoverment ktdat
-0.5; sie haben kein herz 
-0.5;die ueberschrift koennte von  sein  
-0.5;sehen die deutschen sparer anders  schaeuble vernichtete ihr erspartes  euro blauewende freiundkonservativ 
-0.5;weltaendern  gast bei der  zum thema netzpolitik und stopkinderarmut darumgruen btw17 
-0.5;kein gift auf unsere aecker und teller   glyphosat monsanto 
-0.5; beoemmeln sich afd  cdu und herr treptow 
-0.5;die linie der arbeitslosen zeigt nach unten  die linie der armen zugleich nach oben   muss also politisch etwas faul sein 
-0.5;stresemannstrae fuer gefahrguttransporte sperren   
-0.5; ich danke ihnen  lassen sie uns gemeinsam mit den vielen anderen die stimme sein  die  den erdogan medien nicht vorkommen 
-0.5;das eindeutige signal von kpmg gab  schon    april  gesamtrisikofaktor  hoch hahn landtag
-0.5;dass die rechtschreibung nicht einfach ist  das wuerde auch mit schulz nicht besser  
-0.5;der wahre grund fuer das leiden  gaza liegt bei der hamas  via 
-0.5;wir lassen uns nicht laenger diskriminieren friedrichstadtpalast afd 
-0.5;das bsp myanmar zeigt   braucht gesetzliche menschrechtliche sorgfaltspflichten fuer internationale lieferketten 
-0.5;was kostet der verzicht auf klimaschutz  
-0.5;meine   anfrage zur identitaeren bewegung zeigt    sind polizeibekannt  gewaltbereitschaft nicht unterschaetzen  
-0.5;jetzt bei den streikenden der systemgastronomie mit der    gute arbeit fuer gute loehne  
-0.5;wer gearbeitet hat  muss spaeter mehr haben  afd gegen altersarmut      00a0   00bd     00b1   008d  rente sozialpolitik 
-0.5; der niederlage zeigt die cdu doch staerke   
-0.5;irgendwann sollte jemand die oeffentlich rechtlichen sender erinnern  dass die  hofierte afd sie permanent denunziert  amp  abschaffen will    653c   3e64   613c   3e30   623c   3e64   653c   3e64   623c   3e38   393c   3e63 
-0.5;attac aktion  der deutschen bank  laeuft  nog20 blockg20 
-0.5;heil schulz 
-0.5;danke  damit sind die fuer mich ueblen geruechte  wonach die afd diesen waschlappen laschet waehlt  endlich vom tisch  
-0.5;der dieselgipfel hat getagt  die ergebnisse liegen vor  mit viel luft nach oben   dorodirekt doroistda
-0.5;bedankt    samen werken vor een grenzregion zuender grenzen  
-0.5;die klimakrise laesst sich nicht durch schoene worte abwenden  bundesregierung muss schnellstmoeglich manahmen ergreifen 
-0.5;wissmann oberlobbyist aller lobbyisten klagt ueber klima lobbyismus also ueber leute die dafuer streiten dass dieser planet     00a0   00bc     00bc   008e  bewohnbar bleibt
-0.5;haft wegen verweigerung des rundfunkbeitrag und  meiner zelle stand ein fernseher 
-0.5;junge franzoesinnen machen massiven aerger  den freibaedern  sowas aber auch  diese franzoesinnen sind maennerphob  
-0.5;afd sachsen  studie bestaetigt volkserziehungscharakter der medien  afd huetter  
-0.5;aha  radfahrer sind also keine buerger  
-0.5;erbaermlich  aber karrierefoerdernd   selbstdiffamierung   fordert mehr family statt gender mainstreaming 
-0.5;wir verurteilen die rechtswidrige kontrolle und abfilmung aller reisenden des sonderzugs  nog20
-0.5;bei ueberzeugtuns behauptet   r2g wuerde  berlin genug fuer wohnungsbau tun  quatsch  bisher verhindert der senat diesen  
-0.5;wann kommt der klimawandel endlich  norden   sommer2017
-0.5;martin sellner blamiert sich beim prozess gegen andreas karsten von der kontrakultur halle 
-0.5;man nimmt der spd den willen zur entlastung der buerger einfach nicht   entlastung war fuer sie stets das boese schlechthin 
-0.5;steinmeier  opposition ist mist  aber sie ist der duenger der demokratie  
-0.5;aus keinem europaeischen land sollten gefluechtete kurden  die tuerkei oder den iran abgeschoben werden  refugeeswelcome k
-0.5;weil hat  verbockt und muss zuruecktreten verantwortung als reg  chef ist     reg  mehrheit zusammen  halten  dabei ist  gescheitert
-0.5;der versucht jamaika abzuschiessen  dann groko ohne merkel  machen 
-0.5;viele studien  die glyphosat unbedenklichkeit attestieren stammen von forschern  die monsanto nahe stehen  
-0.5;versammlung bergstrae wird polizeilich aufgeloest  anwendung zwang angedroht   minuten frist g20 nog20
-0.5;ich habe nix gegen erhoehte frauenquoten  der fuehrung   aber eure neue personalentscheidungen sind praehistorisch   ein weiter      009f       
-0.5; von mdb patzelt und mit  verhaftungen  vietnam  menschenrechtler nguyen bac truyen sofort freilassen 
-0.5;schockierende sozialerhebung  nach  jahren groko   schwarzgelb ist bafoeg nur noch schatten seiner selbst    
-0.5;was fuer eine posse   reist fuer steuergeld  die usa   haette  auch  berlin treffen koennen  
-0.5;wie findet man eigentlich bots auf twitter  einfach mal nach merkel und refugees suchen  
-0.5;  man bringt die demokratie nicht  schlafwagen voran tvduell 
-0.5; sind die papiere  weise spricht von doppeltem spiel der fluechtlinge  
-0.5;prof  fratzscher  bedingungsloses grundeinkommen waere eine gesellschaftliche bankrotterklaerung  das sehe ich ganz genauso 
-0.5;was haben welt und stuermer gemeinsam  auf jeden fall diffamierende und hohle ueberschriften  afd waehlen
-0.5;r2g  thueringen  wer fliegt als naechstes  schleudersitz ramelow 
-0.5;vierumvier    009f        zeit fuer eine fahndungerkennen sie diese  schlaeger vom  bahnhof mehringdamm  kreuzberg 
-0.5;spd will einbruchkriminalitaet bekaempfen   niedersachsen ist aufklaerungsquote    gesunken seit pistorius  amt  nurmalso
-0.5;wasserprivatisierung  griechenland wir haben eben eine petition mit   unterschriften  bruessel uebergeben 
-0.5;ich finde die staatliche verfolgung von menschen aufgrund ihrer sexuellen orientierung infam und abscheulich  
-0.5;hoecke rede  afd ist partei der eliten  mit nationalistischem getoese podcast   artikel
-0.5;was nun  ist doch klar  wenn wir  sagen bleibt  hetze  aber  stimmt halt  
-0.5; ist doch verantwortlich dafuer dass die planer alle rausgeschmissen wurden nrwir
-0.5;beatrix von storch  antisemitismus hat  der afd keinen platz 
-0.5;  mrd   versenkt  koennen wir uns diesen finanzminister noch leisten    amp ich  cumex  amp atomsteuer  
-0.5;discounter erntet einen shitstorm weil man  ramadan eine frischkaeserolle mit schweinefett  angebot hat 
-0.5;ich fordere dass merkel  muslimban den  botschafter einbestellt  amp via eu protestresolution  die  bringt  pruefen klage vorm eugh 
-0.5;schon vor dem   mai blasen linke zum angriff  polizei erwartet viel arbeit 
-0.5;hurrikan harvey  texas und der monsun  suedasien zeigen wie unterschiedlich der westen leid wahrnimmt 
-0.5;der nsu untersuchungsausschuss zeigt  bouffier war ein schrecklicher innenminister und ist ein schrecklicher ministerpraesid
-0.5;ich hoffe intensiv dass sich die befuerchtung nicht realisiert  
-0.5;waehrend soeder immer nur von obergrenze redet 
-0.5;rassistisches motiv fuer brandsaetze auf asylunterkunft  kremmen  die vermutung liegt nahe sagt die polizei 
-0.5; warum hat die erkenntnis  lange gedauert  schade dass  keine fruehere loesung fuer den wall gefunden wurde 
-0.5;verlierer des abends  die demoskopen 
-0.5;der deutsche exkanzler wird nicht fuer ein unternehmen arbeiten  sondern fuer einen autoritaeren staat 
-0.5;ihr habt heute wieder gezeigt da  euch damit nicht ernst ist   gibt bereits eine parlamentarische mehrheit fuer die ehefueralle
-0.5;diese kachel muss derselbe kompetenzallergiker gestaltet haben   zeitungswerbung von schulz  letzten europawahl
-0.5;die aufregung war absehbar  bin auch verwundert ueber den missgriff der jury 
-0.5; kilometer stau  nrw  das hatte nrwkoalition grokunden anders versprochen  
-0.5;wuerzburg  kein interview mit martin schulz  spd   pressesprecher verweigert uns freigabe 
-0.5;landesregierung wei nichts trotz teurer rueckkehrfoerderprogramme ramelueringen r2g afd
-0.5;gab  jemals einen parteivorsitzenden der sich zwei mal vor der kanzlerkandidatur gedrueckt hat   
-0.5;wie immer nach  ausfaellen die nochbundesvorsitzende paddelt halbherzig zurueck  schaemt euch  btwahl2017 
-0.5;noch bevor der friedensmarsch koeln losging phantasierten maas  bereits von zig tausenden moslem
-0.5;forschung und lehre ohne lohn  erschreckende zahlen von   und  mittelbau unter bau
-0.5;was soll das  schockierende nachrichten aus dortmund  gute besserung  marc bartra  bvbasm
-0.5;lange gezittert mandat gesichert spannende und schwierige zeiten warten auf uns und unsere fraktion  bundestag
-0.5;diese nachricht betruebt mich  ein sehr angenehmer interviewpartner der das mittelalter wunderbar erklaeren konnte
-0.5;namenslesung von mehr als  ermordeten duesseldorfer juden mit  vor dem carschhaus 
-0.5;nach dem kahlschlag bei solar wird nun der windkraft der garaus gemacht  das ist oekologisch und oekonomisch absurd
-0.5;dresden macht sprachlos  geht  noch   dd0702 
-0.5;masern sind eine ernstzunehmende krankeit   impfen lassen  
-0.5;neonazis  parlament   deutschland steht vor einer reifepruefung 
-0.5;festnahme  frankfurt  deutsche politiker empoert ueber steuerspionage der schweizer  via 
-0.5;nee  nicht mal dann     009f      009c danke    zellerzeitung gruene afd 
-0.5;angriffe auf polizisten sind schaebig      009f      008a     009f   008f   00bb     009f   009a   00a8  das nehmen wir nicht hin  
-0.5;sie streiten permanent bei r2g  
-0.5;deutsch   englisch  warum deutsche forscher immer einen nachteil haben  
-0.5;spd wahlschlappe reit millionenloch  den partei etat   welt 
-0.5;straffaellige asylbewerber konsequent abschieben  jannowitzbruecke    27a1   fe0f  
-0.5;beide doof   russischer hacker unschluessig wen  bei bundestagswahl unterstuetzen soll 
-0.5;innenausschusses sondersitzung  manipulierter amri akte  berlin
-0.5; haelt fusion mit london   fuer moeglich  unter den jetzigen bedingungen halte ich sie hingegen fuer unmoeglich 
-0.5;nein das ist kein wahlergebnis aber ein trend gut fuer uns  geht noch was  zuspruch  den rechtsradikalen ist verheerend 
-0.5; viel duenger auf dem feld geht erst ins wasser dann ins geld   koalitionsfrust agrarwendejetzt 
-0.5;warum billigfleisch zwar gut fuer die geldboerse aber schlecht fuer die gesundheit ist   
-0.5;tomatenpflaenzchen harzfeuer gegen hartziv auch vor dem russischen mixmarkt  marzahn     009f      008d  
-0.5;bei braunen verfassungsfeinden den rotstift ansetzen  
-0.5;der verfassungsschmutz  hessen haelt einen bericht  nsu komplex fuer  fucking jahre unter verschluss 
-0.5;fipronil  offenbar auch eierprodukte mit insektizid belastet 
-0.5;und deshalb hat frau schwesig leider auch dieses aufklaerungsprogramm gegen linksextremismus abgewickelt 
-0.5;schweden  etwa ein drittel der amtstraeger der schwedischen lutherischen kirche lehnt homosexuelle hochzeiten   ehefuer
-0.5;spezialkraefte  einsatz   terror razzia  berliner internet caf 
-0.5;rot gruen  fatales signal fuer medien  und digitalwirtschaft     fdp 
-0.5;aktuell  nrw  aus offenem vollzug gefluechtet  rot rot gruen berlin will das auch 
-0.5;fotoimpressionen  festakt hessischer gedenktages fuer die opfer von flucht vertreibung und deportation 
-0.5;das ist also die strategie frankreichs entwickelt vom thinktank von herrn macron  total neu total einfallsreich  
0.5;stadtrat  schlaegt eine begruenung der hochstrae  vor  was haltet ihr davon  
0.5;  gleichstellung nur mit uns  spd  ehefueralle
0.5;direkte demokratie  koalitionsvertrag  guten absichten auch taten folgen lassen  fordert   
0.5;sommerfest nrw  berlin  abgeordnete werden freudig von lobbyisten erwartet  ipad  gewinnen traudichdeutschland 
0.5;viel gelernt gestern  
0.5;der newsletter fuer den februar ist   viel spa beim lesen  
0.5;zum heutigen tag der handschrift wuenschen wir euch einen guten wochenstart     009f         270d   fe0f     009f      00aa   
0.5;sehr informatives gespraech mit dem botschafter tunesiens     elyes kasri  tunesien 
0.5;wirtschaftswende  richtung nachhaltigkeit nur  regierungsverantwortung  erreichen jamaikakoalition 
0.5;der wahl  mat ist online  ein super tool   sich mit den wichtigen themen der btw17  beschaeftigen  fedidwgugl
0.5;jetzt nachziehen  muenchen  saubereluft luftreinhaltungstuttgarter verwaltungsgericht billigt diesel fahrverbote 
0.5;cdu  merkel schliet jede form der zusammenarbeit mit afd aus  bundeskanzlerin angela merkel hat jede form 
0.5;tag  vom marsch der gerechtigkeit   mit immer mehr jungen menschen  die gegen erdogan regime protestieren tuerkei http
0.5;angela merkel eroeffnet die  und ist gerne gekommen   wertschaetzung fuer branche und games auszudruecken  gamescom
0.5;volker beck spricht ein gruwort zum kurdischen neujahrsfest newroz  der neuen welt  neukoelln 
0.5;publishing excellence   der tag beginnt mit einem spannenden workshop unserer dfg forschergruppe  der   
0.5;kultur erhalt  der heutigen zeit ist sehr wichtig guter gastbeitrag von johannes   die peking gehoert  hamburg 
0.5;schreibt mir eben ein cdu mitglied   punktet  macht auf mich den kompetenteren eindruck  stimmt      00a0   00bd     00b8   008e glueckwunsch  martin 
0.5;freue mich  dass bundestagsvizepraesidentin michaela noll mdb    mai nach willich kommt  thema ist kinder  und jugendhilfe  
0.5; wir deutsche sind stolze demokraten 
0.5;sensationelle kari  stuttmann 
0.5;bevor  wahlkreisbuero hachenburg mein mitarbeiter durchgegrillt ist  bekommt  hitzefrei mit dem song des tages      00a0   00bd     00b8     
0.5;grundeinkommen einfuehren  wir piraten setzen uns dafuer seit langem ein smartgercht
0.5;hasst das boese und liebt das gute  richtet das recht auf  tor  vielleicht wird der herr  der gott zebaoth  gnaedig sein
0.5;pflege ist einer der haertesten jobs  deshalb wollen wir   neue stellen  krankenhaeusern und mehr gehalt fuer
0.5;gute stimmung bei der ausbildungstour durch den kreis viersen   dabei   bildung wirtschaft 
0.5;dgb kritisiert  recht dass schwarze ampel von  guter arbeit zur perspektive arbeitgeber first wechselt  chiffre entbuerokratisierung 
0.5;man kann nicht ueber soziale gerechtigkeit reden und bei gleichen bildungschancen versagen    berlin direkt 
0.5; abwarten  lieber christian  gerade unsere heimategion atmet doch regelrecht auf  freue mich auf unser konstruktives miteinander 
0.5;poetisch literarischer reichtum beim poesifestival  der akademie der kuenste   ein besuch lohnt sich  
0.5;yes  eiskalt vom punkt  nur noch    jetzt weiter  maenner  koebsc   hahohe 
0.5;heute bin ich dann analog unterwegs     
0.5;wir bleiben bei der kriminalitaetsbekaempfung hart  ball   
0.5;merkel  die regierung wuerde sich mit all ihren zur verfuegung stehenden mitteln   freilassung   einsetzen  naja  freedeniz
0.5;endlich deutliche worte   kann  doch  
0.5;das mehrgenerationenhaus  nordhorn hat viel  bieten   ein besuch lohnt sich unbedingt  
0.5;guten morgen aus schweinfurt heute wahlkampftour durch unterfranken mit terminen  schweinfurt  kitzingen wuerzburg und aschaffenburg spd
0.5;guten morgen aus bordesholm mein musiktipp fuer euch  drauen  digitalen orbit ist von cat stevens   granny
0.5;schleierfahndung brauchen wir nicht  wir haben ausreichende rechtsgrundlagen  tvduell nrwir 
0.5;fuer die cdu ist klar  sozial ist  was arbeit schafft  wir wollen noch mehr menschen  arbeit bringen  
0.5;endlich ein politiker  der klartext redet  
0.5;gute erlaeuterung der rechtslage  fall akhanli 
0.5;nach comey entlassung   wettquote fuer eine amtsenthebung donald trumps verdoppelt sich ueber nacht 
0.5;  diese fragen haette vor  jahren  niemand gestellt  klare antwort  fuer die europaeische einheit  fuer die nato  fuer die westlichen werte 
0.5;mit recht  groer erfolg fuer die cdu  nrw und bundesweit  ltwnrw17 
0.5;wenn   cannabis legalisierung geht  haut   pragmatisch inhaltlich ganz schoen weg  ueberzeugtu
0.5;alles zwischenstaende  unser ziel muss sein  bei der wahl selbst auf den dritten platz  kommen  
0.5;gefaellt mir der    nicht  verkopft  losziehen und fuer das gute kaempfen  einfachmachen 
0.5;herzlichen gru von der gamescom2017  gleich geht  los mit der wahlkampfarena mit  und   
0.5;die wichtigste zukunftsaufgabe ist bessere bildung  und nicht umverteilung   
0.5;pro spanische unionistendemonstration heute  barcelona  spanien katalonien 
0.5; ist richtig  dass zumindest erst einmal  groen firmen frauen auskunftsanspruch  gehaeltern der maenner  vglb  job haben  equalpay
0.5;gruen schaut bei kita nach vorne und denkt weiter  tvduell
0.5;wow  niedersachsen wird super spannend  
0.5;hoecke darf beamter bleiben  holm muss gehen  wir wussten immer  dass der staat auf unserer seite ist 
0.5;ente gut  alles gut 
0.5;gleich zum fruehlingsempfang der spd nach flintbek 
0.5;die engagierten helferinnen beim suppenwettbewerb  hattersheim   die suppen sind gegessen  jetzt wird aufgeraeumt 
0.5;jeder mensch hat einen namen  darum namenslesung  holocaustremembranceday duesseldorf jomhashoa erinnern fuer die zukunft 
0.5;danke  norbert lammert fuer seine worte  helmut kohl  den  eben  helmut dem groen erklaert hat 
0.5; kann  noch  gerhard schroeder klar und kaempferisch  auf  den kampf  venceremos  spdbpt btw17 martinschulz 
0.5; steglitz zehlendorf entsteht ein neuer  gruener gruendungscampus  fubic  
0.5;gute ernte ist moeglich  darumgruen 
0.5;wir sind stolz  dass ueber das gesetz zur ehe fuer alle aus rlp abgestimmt werden soll  dank  anne spiegel und irene alt
0.5;verabschiedung von  bevollmaechtigter  antidiskriminierung  viele dank fuer tolle arbeit   
0.5;guten morgen  schneller kaffee noch und los geht   
0.5;kritik von ernaehrungswirtschaft  amp     reduktionsstrategie via    sta
0.5;schlage alice weidel fuer den integrationspreis  vor   
0.5;wir wuenschen der verletzten polizistin  deren familie und kollegen viel kraft und genesung  unterfoehring
0.5;huch  das ist aber ein sueer mop hinter der polizeikette  nog20 
0.5;ferkel mit ringelschwanz  sau ohne kastenstand  minister lobt betrieb  der   tierschutz gruene  
0.5;  das ist aber neu  zumindest fuer nrw  pflichtfachinformatik wir    kommen  
0.5;hartaberfair kluge politiker entlarven gemeinsam das meinungsdiktat der medien  bravo   baer    barley    lambsdorff und   habeck 
0.5; gegenfrage  wann war deutschland staerker und besser als jetzt 
0.5;hoffen wir  dass auch hier gilt  was lange waehrt  wird gut     00a0   00bd     00b8      
0.5; gibt  groartige musiker innen auf der ganzen welt  warum beim weltweit groeten song contest dann ditte hier  esc2017
0.5;  bist der gute 
0.5;die waehler der afd haben ueberraschend viel geld und sind gut ausgebildet volkspartei 
0.5;mobilitaet neu und modern denken  darumgruen und darum  waehlen  btw2017 
0.5;heute feiert  sein  jaehriges bestehen     januar  erschien die erste ausgabe  
0.5;was kann   einem sonnigen herbst sonntag schoeneres geben  als eine klausurtagung der spd kreistagsfraktion      
0.5; werden milliarden  schulen investiert  mieten gedeckelt  radwege gebaut   trotzdem  frohe ostern  
0.5;merkel  bayreuth wer immer nur ueber das verteilen redet und nicht ueber das erwirtschaften  der wird keinen erfolg haben 
0.5;gutes gespraech mit den herren  neues und steinmetz von der ihk niederrhein  berliner reichstagsgebaeude  
0.5; tagen wie diesen   drohen solch gute nachrichten unterzugehen  darum lesen  rlp mit haushaltsplus   
0.5;diese woche folgen uebrigens die ersten wahlkampfstaende und  freitag eine tour durch ostprignitzrupinn  lasst euch ueberraschen  fuersieda
0.5;unterwegs zum bundestagsausschuss bildung und forschung  gleich beginnt ein fachgespraech ueber die lage der hochschulen  bundestag
0.5;die csu ist staerker als alle anderen  parlament vertretenen parteien zusammen  bayerntrend
0.5;wir kaempfen fuer erststimme fuer  und  
0.5;lesen   sehr guter artikel von    auch wenn ich  agh sitze  nicht bvv    
0.5;der  tankt energie  ausschuss eurobundmediena  
0.5;  und noch mehr steht  unserem guten gerechtigkeitsbeschluss vom november  lesenswert 
0.5;der trick mit den erfolgsmeldungen  
0.5;gibt  eigentlich auch journalistenpreise fuer ziemlich beste fragen   groartig  
0.5;bundesarbeitsgericht entscheidet   mindestlohn gilt auch fuer nachtschichtzuschlaege 
0.5;ich wuensche allen peters einen schoenen namenstag  auch dem  und dem 
0.5; fragst dich was sich aendert wenn  regieren  hier kann man  sehen darumgruen weltverbessern btw
0.5;gutes papier  ich denke das sehen  und die  genauso     009f      009c  
0.5;kein tuerkischer wahlkampf auf deutschem boden  
0.5;theatervergnuegen  der bruegger kirche  
0.5; beamte sind loyal  neutral und dienen dem staat  nicht der csu  unser antrag schuetzt ihr ansehen
0.5;wir sind  viele wie noch nie amp werden mehr  mitgliederrekord    fehlst noch gogreen thinkpositive  
0.5;bundespraesident steinmeier  tde2017  die verantwortung vor unserer geschichte kennt keine schlussstriche   
0.5;laut medienberichten treffen sich heute abend die parteimanager von spd  gruenen und linkspartei  die meinen  ernst mit r2g 
0.5;sehr guter artikel von sarah lincoln von  zum thema unternehmensverantwortung 
0.5;   weiter geht  mit frauenpower      ilka meierhofer 
0.5;interessante diskussion mit menschen mit viel praktischer erfahrung
0.5;wirklich interessante daten   macht anscheinend eine gute arbei  
0.5;ehegattensplitting ist out  aut  gbr  amp  esp haben  laengst abgeschafft  kinder statt trauschein familienbudget 
0.5;wir sind immer  der lage  zwei tore  erzielen   egal gegen welche mannschaft   rmafcb 
0.5;hier zeigt sich  keine wechselstimmung  wirmachendas 
0.5;heute abend groe veranstaltung der   gropius bau  thema   tage r2g  
0.5;wann kommen die weiteren wichtigen themen  energiewende  mobilitaet  kita ausbau  pflege  vereinbarkeit  wohnraum  tvduell
0.5;wieder  berlin angekommen   ich freue mich auf eine spannende vorletzte sitzungswoche     009f      008a 
0.5;unna  nrw hat  verdient  mit anderen dingen bekannter  werden  freue mich auf meine festrede bei cdu    okt
0.5;oezguer  unser talentierter journalist wurde aus dem gefaengnis entlassen  freedeniz freemesale 
0.5;heute beim stadtteilfest  der silberhoehe   gibt zuckerwatte kommt vorbei  wir sind noch bis  uhr vor ort  
0.5;weitermachen 
0.5;wer hier lebt muss mit entscheiden  nur  gelingt integration  tvduell
0.5;jamaika ist uebrigens super  glaubt einer saarlaenderin bundestagswahl2017
0.5;die mainzer begrueen ihre mannschaft  gute stimmung auf dem domplatz  mainz   
0.5;die spd ueberfaehrt  einem wahlkampf spiel menschen  keine pointe  
0.5;hab das gefuehl dass schulz die sache mit den jungen menschen die ihn interviewen ernster nimmt als merkel  deinewahl
0.5;wir freuen uns auf das campaign camp  filderstadt  samstag  melde dich jetzt noch 
0.5;gute nachricht fuer patientinnen und patienten und fuer pflegekraefte  krankenhaeusern
0.5;wir haben uns ganz gut geschlagen bei der debatte  der  zum socialmedia politikertypus
0.5;plenartag  ltnrw  los geht   die cdu fraktion ist motiviert 
0.5;ich wuerde  fast nur wegen  nach hamburg ziehen  bester mdb deutschlands  spd
0.5;gewaschen gute idee  sonst erscheint  immer dieses ungewaschene profidemonstrantentum  
0.5;wir erleben gerade historisches bei unserem publicviewing zur ehefueralle  ltnds
0.5;danke fuer eure unterstuetzung    
0.5;   juli wird das sozialticket guenstiger   koennen noch mehr menschen den oeffentlichen nahverkehr nutzen  
0.5;wie fahrradfreundlich ist zittau   bespricht morgen das thema radverkehr der stadt  sei dabei      009f   009a   00b4   200d      fe0f     009f   009a   00b4  
0.5;  lesung  mindest heiratsalter wird  jahre  schutz fuer junge maedchen und frauen verbot von kinderehen
0.5;  syrische babys haben unsere teams  unserem krankenhaus  irbid  norden von jordanien bereits auf die welt gebracht
0.5;wir wollen den wolf schuetzen   probleme durch gute praevention loesen   
0.5;gestern nach der stadiongala sang die ganze  lauthals den turnfest2017 song  dit  eben berlin  vorsicht ohrwurm 
0.5;was die linke jetzt braucht  das soziale als verbindendes  politik und ansprache fuer staedte und die flaeche
0.5; thueringen wurden   5mio fuer mehr bezahlbaren wohnraum bewilligt  amp  fast 1400wohnungen investiert 
0.5;starke rede von  die zeigt dass  ideen fuer ein modernes  und europa hat    00a0   00bd     00b1   008d  
0.5; schneit  chemnitz falls   freitag noch  ist soll uns das nicht stoeren  fuer heigetraenke ist gesorgt 
