Column1;Column2;Column3;Column4
157;897567935367008256;;neukoellner kraft fuer den bund   will fuer die gruenen fuer neukoelln  den bundestag btw17 
158;862647024746983424;;nach der wahl  frankreich ist vor der reform europas  dabei muss deutschland mitmachen  unterzeichne den aufruf 
159;829783059700531200;;gerade gehoert  dass cdu abgeordnete  seiten geruechte gegen martin schulz  journalisten verteilen  die schmutzkampagne geht wohl los   
160;906159109967372288;; ich antworte mal mit einem wahlslogan der berliner cdu  unsere wichtigsten innovationen  kinder
161;870262315605786624;;    gemeinsam klappt das 
162;862471441559715840;;ich habe ein video  einer  playlist hinzugefuegt   walpurgisnacht  hamburg brennt 
164;870615750582689792;;   wie staatliche ueberwachung die sicherheit gefaehrdet   
165;842292387066085376;; digitalpakt ist noch nicht etatreif weil bund und laender noch verhandeln  normaler vorgang 
168;911517479406641152;;danke  all unsere ehrenamtlichen helfer csu infostand nuernberg klarfuerunserland wochenende bundestagswahl 
170;878666570528153600;;warum eigentlich  
172;865186412760621056;; verantwortung von henkel und heilmann  beide cdu  wurde anis amri vor dem anschlag vom breitscheidplatz  berlin nicht festgesetzt 
173;883617437274562560;;g20ham17   besatzung des polizeihubschraubers mit laserpointer geblendet   eine festnahme   versuchten mordes  
174;878909190433116160;;was  ging  geht heute auch   gerhard schroeder zur aufholjagd   prozent unterschied  kippen  spdbtw aufholjagd
175;891338615325904896;;ungewoehnliche ausstellung  
182;857282469904646144;;der deutsche auenminister und vizekanzler  kommt      den muehlenkreis nrwir 
186;878313280132988928;;ein kausaler zusammenhang      und beides ist groartig 
189;901861135409917952;;merkel macht keinen wahlkampf  noch nicht mal mit tegel  rechtslage 
192;904415539220680704;;ich war heute  kino  faengt auch mit    zaehlt das auch  kanzlerduell  faengt auch mit   
193;854400228727902208;; ziemlich peinliche kackscheisse von edeka   sie die rechte tengelmann  abteilung gleich mit uebernommen haben 
194;886656327954698240;;streit  rechtsruck  der hayek gesellschaft   manche merken  eben etwas spaeter sz 
196;836174451997802496;;merkel  juncker  tajani   auf einmal reden alle ueber  reformen  machen wir uns auf mehreuropa  huebscher verpackung gefasst 
197;849287437008371712;;peter ritter  mdl  die crux mit der statistik          
198;875794914168246272;;aber muss man sonntags auch einkaufen  
199;917687281825255424;;forum zur gebietsreform      uhr  ruhla  ein starkes erbstromtal 
200;841208670474104832;;stuttmann karikaturen werden immer schwaecher  krasse verharmlosung der problematik  schlimme unterstellung gegen  
202;918520489034829824;;wer bahn faehrt  braucht geduld   freut man sich  dass die  puenktlich ist  aber natuerlich hat der gegenzug verspaetung wir warten warten 
203;867679956641480704;; vatertag        heiko maas gesehen und gehoert  recht hat der anwaltstag  mehr polizistinnen und polizisten     
204;862928493818118144;;regen  das kann uns nicht abhalten  gut gelaunt fuer ein gruenes nrw  zweitstimmegruen ltwnrw17 
205;895521952068231168;;gut informiert  den tag starten  das neue alsterblatt der  ist   hurra fedidwgugl 
206;843447733172277248;; ihr muesst besser aufpassen   hat die finanzvorschlaege der cdu aufgezaehlt  unbezahlbar  ungerecht und zukunftsfeindlich
207;897452465016229888;;mechthildwillswissen  dankeschoen fuer die einladung zum gemeinsamen mittagessen mit der awo schoeneberg echtawo 
208;881047583791001600;;vermieter fuer rechtsrockkonzerte ist aus der afd ausgetreten   
209;839495166759161856;;   gibt kein apodiktisches   ziel  morgen abstimmung unseres antrages gegen nato ruestungsdiktat  
210;875032831566766080;;menschen verstehen nicht  warum sie ihre brille selber zahlen muessen  amp  gleichzeitig erstatten die kassen homoeopathie 
211;873592495870967808;;zeit fuer balkonsonne heute zwischen terminen    stunden  davon nachbar mit kreissaege aktiv   minuten  gibtschlimmeres trotzdembloed 
212;888898923934494720;;viele buchhaendler brauchen kein netzdg  sie wissen auch   kuschen und ihre kunden   bevormunden    
213;856890331148804096;;naechste umfrage  ganz anderes bild  klar ist nur eins  wir kaempfen  oder   jede stimme  nrwir spd ltw17 
215;884391490159620096;;die bundesschule  bernau gehoert jetzt zum unesco welterbe  brandenburg
216;877440765668073472;;hoefesterben unter cdu beschleunigt  allein bei milch   betriebe  weil vorschlaege von bdm und gruene abgelehnt  
217;904424560958812160;;die wahrheit ist  der naechste herausforderer von angela merkel kommt von rechts oder  kommt gar nicht  tvduell
219;827199739905056768;; erst mal alle fakten klaeren  uns geht   die           verantwortung  
220;844468069141483520;;sitzung des ausschusses fuer verkehr und digitale infrastruktur 
221;907497784303071232;;hurrikan irma   einsatzkraefte von  als teil eines krisenunterstuetzungsteams auf dem weg  die usa  
222;895937941310246912;;worum geht   der debatte rund  den flughafen tegel  hier die wichtigsten fragen und antworten tegelschliessen 
223;904408655528960000;; hat recht  wir brauchen kontroverse debatten fuer unsere demokratie  martinmachts tvduell
224;906898855849066496;;nichts hat  zur aufklaerung   spionage gemacht  jetzt fordert   moschee gemeiden  faellen von bespitzelung schlieen
225;869645686396137472;;csu blockiert  landtag rechtsanspruch auf platz  frauenhaus   ltby
226;878250874224521216;;mal langsam und gruendlich lesen   
227;879003391560646656;;willkommen beim duell der felder lieber    dienstag besucht der minister unser feld  
229;831218456070590464;;der himmel wird warten   berlinale2017   willy brandt haus  ich freu mich drauf   
230;839920700370616320;;schwupps      isses     das neue  mit  und  partysuppe  
232;905443036225835008;;dem regen trotzen freue mich auf hausbesuche mit der wunderbaren  spd btw17 guetersloh
233;858729598472900608;;arbeiter brauchen jobs  linke beschaeftigen sich mit gendersternchen und binnen     lesetipp  via   
234;880338042866860032;;retweeted spdschleswigholstein    versprochen gebrochen vor der wahl  cdu verspricht groeere abstaende    
235;905517136080244736;;geht  noch  der bund als spekulant geht gar nicht 
238;905063362433884160;;guter kommentar  kampf  platz drei ist richtungsweisend  auf geht   noch  tage  zukunftwirdausmutgemacht 
242;905837866630225920;;morgen  uhr kamerarundgang  innenstadt leipzig zus  mit    btw17 freiheitimherzen darumgruen
243;908432157093310464;;mit petra wernicke geht groe streiterin fuer laendlichen raum und politikerin der ersten stunde  verlaesslich und volksnah  trauer ist gro 
244;882644681632468992;;tipp der retter  rettungsgassen schon beim heranrollen ans stauende bilden  nicht erst  stand  
245;907536319630512128;;los geht   gemeinsam sprechen wir heute ueber afrika als chancenkontinent  startupafrica 
246;903364888751431680;;warum als frau die spd waehlen  hier findet ihr die antwort danke   fuer das tolle format    
247;885779193912594432;;kein geld fuer radwege  sachsen  weil mittel  straenbau gesteckt werden  deckt dulig das vorgehen  
248;919611624025190400;; ist richtig  dass  weiter den kurs faehrt  nur  regierung  gehen  wenn  die reale chance gibt   gestalten   ltwnds17
249;892053059316142080;;die a61 ist dicht  nach lkw unfall ist die fahrbahn   nettetal  amp  suechteln komplett gesperrt  alternative  u26  
250;905326054067273728;;das muss ins programm  
251;909431601657921536;;internet und digitalisierung soll nach der wahl chefsache werden  verspricht merkel bei der kinderpressekonferenz
253;888461958789443584;;abwarten  mike  und zurueckhalten mit der schadenfreude  die debatte dazu kommt erst noch  
255;904768497670135808;;ein selfie muss sein  bevor  los geht      5kampf 
256;917712844220715008;;stollberg  die karten liegen auf dem tisch   zwei kandidaten  ein chefsessel 
257;889348094248333312;;mein besuch bei  und den offenbacher gruenen nsaua nsu amri 
258;909838265980768256;; isser wahlarena schulz 
259;910838885537734656;;stimmen fuer elfimeral sahinam      erststimme elfi scho antwerpeselfiwaehlen erststimmeelfi elfi17 
260;890957665312149504;;hat canaletto eigentlich auch regensburg gemalt  urlaub  
261;879222032973660160;;der artikel trifft  ziemlich gut euch einen schoenen montagmorgen und einen guten wochenstart  
262;917637006544592896;;politik lohnt  als ich noch  der  war haben wir sendlingerstr  autofrei gefordert  jetzt bleibt   
263;838435428453732352;;   weil auch dort bei           vielleicht wegen pflege   wirtschaftl  leistungsfaehigkeit gleich ist 
264;827877685095444480;;wahrscheinlich wird  kritisieren dass martin das per fax gemacht hat    
265;916293094269693952;;untersuchungsausschuss dauert   zeuge stellt fest  diese frage geht mir jetzt  die falsche richtung
266;873930715720818688;; war immer das los groer ideen das sie nicht von beginn  auf mehrheit bauen konnten  die republik europa wird kommen linkebpt
267;875991940814315520;;schoen getestet und zusammengefasst  danke     
270;889135930984062976;;der dom  halberstadt erhaelt neue turmdaecher aus kupfer  damit wird der historische bauzustand wiederhergestellt  
271;869420912432619520;;die mehrheit der internetnutzer haelt  mail verschluesselung fuer wichtig  doch die wenigsten tun    geht   
276;911972806304378880;;vorbemerkung  statt eines leserbriefs schicke ich jetzt  tweets  ihrem artikel  
277;901182581831544832;;ich habe gerade mal keine zeit  muss die bundesligatabelle abfotografieren    auswaertssieg tabellenfuehrer nurderhsv
279;879009960063094784;;leugnet   dass asymmetrische mobilisierung  strategie ist   hat dazu das richtige gesagt   
280;843433241252188160;;mit     und   fuer die richtige politik  immerweitermachen
281;851711319325769728;;ismail tipi  unsere polizisten  visier der dschihadisten 
282;901419524209213440;; berlin und brandenburg haben den tarifvertrag gerade fuer allgemeinverbindlich erklaert  
283;857894019115954176;;erfolg zum tierschutz von  vorschlag analog erfolgreicher eierkennzeichnung einstimmig beschlossen  
286;903214136900898816;;familiennachzug   kipping kritisiert  maiziere 
288;912317920612581376;;sterntaler  asylzahlen  hotline fuer arbeitgeber  ausschreibungen  neuernewsletter auslaenderbeauftragter saxlt
289;910606584178511872;;offenlegung scheibchenweise schadet der demokratie  groe parteien muessen verantwortung uebernehmen fuer aufklaerung  
290;885505890912284672;;politischer abend mit staatssekretaer peter bleser    googlealerts
291;843092378718232576;; mit verlaub  dass ist nicht neu und war schon  ein thema mit dem  ohne konsequenzen 
292;901882658627702784;;dass gauland schaebiger rassist ist  der  der sog  alternative von vielen gleichgesinnten umgeben ist  wissen wir doch nichts erst heute 
293;845978705881169920;;vor allem geringverdiener  amp  familien koennen die durch das eeg stetig steigenden strompreise nicht mehr bezahlen  
294;904624356386537472;;kein showgipfel  manahmen die jetzt wirken blaue plakette  nachruestungdieselfahrzeuge fordern gruene kommunalos  
295;913057307189268480;;ein wahlkampfendspurt ohne kritische fragen ist  auch deutlich entspannter zur ganzen heuteshow vom freitag  
297;823243122532564992;;unsere wichtigsten verbuendeten sind nun  der zivilgesellschaft statt  weien haus  der womensmarch war riesig  
298;844220676408053760;;statt milliarden ruecklagen der arbeitsagentur besser sozial gerechtere lage arbeitsloser menschen   
302;900039234538663936;;spd skandalisiert umbenennung von nrw ministerien  obwohl das uebliche regierungspraxis ist   
303;846323756943523840;;lesempfehlung  die zensur ist wieder   kommentar zum netzwerkzersetzungsgesetz von heiko maas  
304;918846595457830912;;eine sehr gute nachricht  spanien liefert akhanli nicht  die tuerkei aus 
305;858608854887804928;;mit ansage  
306;860153930248060928;;meine rede  tenuretrack und neue berufungssatzungen  berliner hochschulen  manuskript hier   agh science
307;830740913588695040;; praesident lammert erinnert cdu csu daran dass sie einen hervorragenden mann fuer die gauck nachfolge gehabt haetten 
308;898469557639282688;;verbraucher  verbraucherinnen nicht  stich lassen abgasskandal  sie brauchen mehr schutz gruppenklage 
309;862788653336199168;;unfassbar 
310;880398651809554432;;post  der cautiusstrae bleibt leider geschlossen  aber erfolg      eroeffnet neue post  der hugo cassirer strae   spandau 
313;908976104463093760;;vor  jahren wurde konrad adenauer oberbuergermeister von koeln   praegt die stadt bis heute  fazplus 
314;831883217162661888;;ceta  gesundheit  bildung  kultur oder die kommunale daseinsvorsorge sind  unfairen system der konzern schiedsgerichte beklagbar 
315;879986927067435008;;fehlstart fuer schwarze ampel  ministerpraesident bekommt nicht einmal stimmen seiner koalitionsfraktionen  kubicki prognose wie immer falsch 
316;913481984554479616;;konzert und begegnung bei der groheppacher schwesternschaft  die gruppe zeitsprung bot historische musik     
317;920675328183406592;;weiterer extremistischer afd gegner muss nach oeffentlichen protesten sein amt aufgeben   tillich mayer
318;839874561277640704;;jetztistschulz auch    
319;842020107148791808;;frauke petry wird vom wirtschaftsclub rheinmain  die ehrwuerdige villa bonn eingeladen   ich bin entsetzt 
320;839767562967781376;;beim thema abgeordnetenbuero  autohaus ihres mannes hat frau vogel echt beigetragen zur vereinbarkeit von familie und beruf  cdu agh
321;839372410658893824;;schulzwirkt   werden einem die  mitgliedsantraege fast aus der hand gerissen  
324;856984832886308864;;w20 absurde buehne fuer ivanka trump  preist ihren sexistischen vater als frauenfreund  und sich selbst als feministin        
325;840603462089994240;;hat nur nicht reingepasst   fuehlt euch ruhig als etwas besseres  waehler denken sich ihren teil 
327;897457130457808896;;awo schoeneberg  awo tut gut 
328;841539762934730752;;ich wei schon  warum ich   schaetze    
330;887424915590320128;;der ehemalige justizsenator editiert seine webseite   dann  einer entgegnung auf eine abmahnung luegen  koennen 
331;911171714582827008;;wiedereroeffnung aquazoo loebbecke museum mit starker liberaler beteiligung  
332;869538323957788672;;noch viel spekulation  r2g diskutiert noch gebietsreform  kommunen sollen noch mehr geld bekommen 
333;875287594380259328;;spoe offen fuer koalition mit der fpoe  dann kann man sie auch gleich aufloesen  
336;843028881573666816;;stanislaw tillich  die spd redet unser land schlecht  wir brauchen aber mutmacher  landesvertreterversammlung cdu sachsen
339;843130803785797632;;wir gedenken dem ehemaligen auenminister guido westerwelle  der heute vor einem jahr viel  frueh von uns ging  
340;902281843420135424;;ich nehme  wired future trends breakfastimpuls  internetwoche  teil  wer ist noch dabei    
341;865111421159395328;; tja  war  nicht das erste mal  dass beim lka etwas schieflaeuft 
342;902624490378682368;; finde ich auch 
343;873283489277374464;; heit nicht homo ehe   heit ehe ich gehe auch nicht homo einkaufen  zur homo arbeit  homo schwimmen oder homo autofahren 
344;886531803854589952;;statt wahlgeschenke fuer groverdiener ein chancenkonto fuer arbeitnehmer innen martinschulz zukunftspd
346;867323813196947456;;suchen fuer die kvhs  fachbereichsleiter   beruf und qualifizierung   und medien  teilzeit 
347;912650304973365248;;gruenen  spitze  und  ueber den einzug der afd  den bundestag zdfspezial 
348;855551829387694080;;und  kommt   die sendung  
349;852119334583492608;;ich habe deutsche politiker gefragt  welches ihr liebstes videospiel ist das sind die ersten antworten  
350;904454466472206336;;heribert prantl ueber das  duell  die kanzlerin war sicher  schulz konnte kaum treffer landen 
351;825386565723643904;;haus der kulturen der welt  schwangere auster oeffnet nach neun monaten neu  
352;824353998874562560;;die  darf sich freuen   der designierte kanzlerkandidat kommt gut bei den leuten  
354;912629160140591104;;staatstragend sozial oekologisch liberal r2g2 jetzt 
358;881613338328915968;;unfassbar   yeswecamp 
359;868550684186161152;;martin schulz  das gesehen werden ist die grundlage einer wuerdevollen existenz  via 
360;909714388743065600;;die politik   demokratie ist mit dem tempo der digitalisierung ueberfordert   auf dem gesym17 diwokiel
361;915135644338401280;;wir wuenschen einen denkwuerdigen   tagderdeutscheneinheit freiheit genscher fdp einheit  
362;867073917000855552;;heute eine sehr gute  stuendige klausurdebatte mit dem ganzen thueringer kabinett ueber die funktional  verwaltungs und gebietsreform 
363;870385962135715840;;goering eckhardt kritisiert selbstgerecht die abschiebungen nach afghanistan  die gleichen abschiebungen  die  wazir  kretschmann machen
364;828329831263830016;;strahlung fukushima  hoch wie nie trotz  mrd  ausgaben fuer dekontamination   bis jetzt  billige atomkraft   
365;843398235213455360;;vorstandsmitglieder treten   eklat  hessischen apothekerverband   
366;909081314917322752;;wir trotzen dem  und gehen  bremerhaven von      laeuft  wahlkreis  
367;868075120283275264;;  wie kommt   dass man zur alterpraesiregelung der groko schreibt und kein wort zur linie der opposition verliert 
371;891265267833200640;; drei lok isten waren aufs spielfeld gerannt
373;844485558575517696;;endlich  
374;894795180200611840;;wahlkampfauftakt bei den gruenen  trittin tritt kraeftig  die pedale  goettingen hna
375;893555102195306496;;  gipfel  hamburg  drei bengalos reichten fuer die polizei attacke  rondenbarg  g20 nog20 
376;895368143870328832;;die postkarten von pisa nach deutschland brauchten nur   monate  wer braucht  schon glasfaser 
377;838862237251026944;; laengst nicht mehr  strittig wie vor  jahren 
378;909355913936609280;;kluge worte von  zur bedeutung des denkmalschutzes  nrw  
379;860132760324800512;;das war der gestrige abend mit wichtigen fragen der gew vertreter 
380;888683685633028096;;csdberlin csd2017  auch karlmarx ist schon dielinke berlin 
381;863671608845709312;; eil eil eil  erste hochrechnungen als duplo balkendiagramm zur ltwnrw aufgetaucht  kraft klar vorne     guteskind 
382;882289261109760000;;hektisches finale der   etappe  vittel mit einigen stuerzen   vorn  
383;865113812680232960;; der fragestunde des bundestages haben wir den abzug der bundeswehr aus incirlik und konya thematisiert  tuerkei 
384;919128805469577216;;der wissenschaft  hamburg eine zukunft geben  meine rede aus der hhbue   wissenschaft openaccess hoou
385;832176631745769472;;die zeugin merkel ist  nsaua eingetroffen  die   sitzung beginnt    
386;909740983847456768;;fein  unser landtagsbeschluss von  wirkt  gut fuer kleine polizeistationen wie  suesel oder hutzfeld  wie    
388;862074870246629376;;landtagsabgeordnete   nrv eyalet       und unser chefkoch walter balzereit kochen  unseren verein 
391;867992757247238144;;mit  beim kirchentag2017 
392;918542607332102144;; schau her   nolympia
393;824337409877901312;;amuesant  da ausgerechnet gabriel nun merkels fluechtlingspolitik als naiv kritisiert     
395;844927684073476096;;offener brief  merkel bislang unbeantwortet  akw cattenom ist taegliches sicherheitsrisiko  
396;839728002955161600;;waskonradsagt ueber die geographische lage  politischen leben 
398;898063246304964608;;nach besuchen bei   amp   jetzt  wahlkreis unterwegs  wie starten  schwaebisch gmuend bei der arbeitslosenini ostalb 
399;848081647278981120;;turnhallen freigezogen   und  kollatz ahnen haben  geschafft  gefluechtete leben nun besser 
400;850443546033348608;;mit dem   kann ich leben  sieg waere nicht verdient gewesen  klassenerhalt fast geschafft  werder
401;905436500493561856;;und ewig lockt die hauptstadt  auf dem weg zur finanzministerkonferenz nach berlin  
402;913020387558137856;;die unterstuetzung fuer seehofer bleibt ungewiss     csu  kopierkunst sz 
403;905746165353906176;;fuchsen wir   zum tagderbriefmarkepraesentiert staatssekretaer  heute die sondermarke fix  amp  foxi 
404;865098422143078400;;  genau  und deshalb  september die spd zur staerksten fraktion machen  
405;901383877356400640;;die  sind auch mit  bord  refillhannover 
406;915837511439667200;;bremen hat kaum geld  schulen  kitas  polizei  aber rot gruener senat zahlt  millionen abfindung  golfclub  wir werden falsch regiert 
411;876322501915181056;;mdr vor ort ist 16h00 beim sat2017   und trifft    die lokalhelden von elsterglanz  
413;875238114297397248;;familienstreit  kuechentisch von   groenhain 
422;880048196097126400;;cdu programmatik wie gemalt  
423;881782938471473152;;gleich geht  los  mit     edgar spengler uvm csdsaarlorlux 
427;901170198476201984;;heute gut den flottwellkiez gerockt  mittegehtvontuerzutuer mutludirekt 
428;861804183330193408;;projekt rheinhoehe  cdu will neuen stadtteil zwischen hechtsheim undbodenheim 
429;845056543569711104;; der heutigen mainpost zum parteiaustritt von   das verbindet uns   
430;911345829704798208;;was die statistik ueber sexualdelikte verraet   und was nicht  via    csu schuert aengste statt sicherheit
431;894946474278227968;;abstecher nach berlin   gleich eine besuchergruppe aus neuruppin 
432;901395034414731264;;erpressung und sittenwidrig  vorwuerfe gegen merkels bedingungen fuer das  duell mit schulz  
433;845319504452374528;;eine studie des instituts der deutschen wirtschaft  iw  bestaetigt uns die afd wird  umfragen unterschaetzt  
434;854280521572069376;; may will durch neuwahlen freiere hand bei brexit verhandlungen bekommen snapelection
435;831101508120956928;;egal  steinmeier oder dagobert schulz  die spd ist keine alternative afd
436;849576472100646912;;muslimische jugendliche haben haeufiger antisemitische einstellungen als deutschstaemmige 
437;881436079970189312;;   kritisiert merkel  und schmidts rede beim bauerntag    
438;912634686912032768;;  inklusionsbeirat laesst  arnstadt immer noch auf sich warten 
439;918060856570728448;;heute ist coming out day  wir stehen fuer vielfalt  toleranz und akzeptanz  bunt ist besser als braun loveislove
440;842838755509702656;;merkel verspricht trump   aufruestung und buwe hilft bei krieg afghanistan  syrien irrer erfolg  geht gar nicht   ist zustaendig 
441;829422512916291584;;bensheim  via 
442;889894548503228416;;gruee aus der welterbestadt regensburg 
443;893853944501481472;;lindner war fuer grenzkontrollen  als  noch mit merkel ein freundliches gesicht machte   kann  als transatlantiker auch putinist sein 
444;837405499796688896;;der papst  wirbt  neuem video darum  fuer die verfolgten christen  aller welt  beten  stephanuskreis 
445;875402496243625984;;     musstest  erst nachrechnen  bevor  mir glaubst 
446;911682222272413696;;sozialdemokraten schlieen rot rot gruen nicht aus  100hcdu darum  keine experimente  unruhigen zeiten  beide stimmen cdu  
447;900617085415542784;;leidensdruck opposition sein  muessen eigene inhaltliche konzeptionslosigkeit angst vor r2g erfolgen sind bei  unverkennbar
448;912971122844545024;;moin aus berlin  ich wuensche euch einen schoenen tag 
449;822779340136075264;;schon wieder sind  aktivisten von paramilitaers ermordet worden  kolumbien was macht kolumb  regierung dagegen  
450;902814666044444672;; ist aber schwarz gelbes regierungsverstaendnis  privat vor staat   egal auf wessen kosten   
451;873113501870432256;;uwe junge  afd   leerstehende asylunterkuenfte  steuerverschwendung durch versagen  bund und land 
452;902709959900745728;;video   was der senat gegen den hebammen mangel  berlin tun will  kann ein runder tisch helfen   
453;901476163607986176;;damit der erde nicht die luft ausgeht   
454;900236584167112704;;gut  dass wara wende vollstaendig rehabilitiert worden ist  mancher heutige regierungspolitiker haette grund sich fuer hetzjagd  schaemen 
455;886942315226570752;;cdu loest wahlversprechen ein  meistergruendungspraemie kommt  sofort  
456;911142869372735488;;mehr geld fuer krankenhaeuser  nrw   gute sache  die kommunen muessen  zahlen   unglaublich  nrw fdp cdu 
457;839734925871960064;;    bodenpersonal  flughaefen streikt morgen     
458;846221433017679872;;nun ist  geschafft  der wahlnachtbericht steht online  jetzt hier     spaeter auch hier  
459;914197188510650368;;prof    meuthen    gauland   weidel koennen und wollen gestalten  afdpretzell petry  
460;911629381960966144;;entspanntes  sonniges schanzenfest   kann  bitte auch  weitergehen    
461;904429873363644416;;schulz will nicht garantieren  dass ein anis amri naechstes mal rechtzeitig aufgehalten wird  wird   ueberhaupt versuchen tvduell
462;904341346613383168;;den ist nichts hinzuzufuegen 
463;834656446340071424;; oft waren die verschiedenen parteien  vergangenen jahr von angriffen auf parteibueros  berlin betroffen  
464;882239152712015872;;unser video zeigt  wie die rettungsgasse optimal funktioniert  muenchberg 
465;870326978137739264;;schluss mit altersarmut   stellt das konzept der  fuer eine armutsfeste rente vor  
466;871432830898892800;;calaca    baut trump seine mauer   und reit sie dann spektakulaer wieder ein  kdk17 
467;830171952912461824;;ein leben     ueber johannes kraetschell und seinen florakiez roman pankow 
468;903939079766724608;;hereinspaziert zum tag und nacht der offenen tuer  theater erfurt  wunderbar  hautnah kultur pur  
469;863852494262239232;;namen von wehrmachtsoffizieren  von der leyen will kasernen umbenennen  via 
470;899952636992028672;;hurra  noch  tage    unser tolles barockfest findet  wochenende statt  weitere infos gibt  unter 
471;907665316242755584;;ueberwaeltigende mehrheit fuer umverteilung  
472;873062215544324096;;jamaika  ostkuestenleitung darf henstedtulzburg nicht durchschneiden  energietrasse a20 schaffen    
473;902542214324203520;;gehe ich mit verschlossenen augen durch staedte  scheint vieles gut  offene augen sehen armut  auch wenn sie sich verstecken muss 
474;909366640889954304;;wer will  dass die klimakrise ein stoppschild bekommt  der waehlt gruen  darumgruen 
475;871631847633162240;; serie wirken solche aktionen inzwischen etwas schal  brandenburger tor erstrahlt  britischen farben  
476;901459055427944448;;darueber reden wir  montag  neukoelln  kommen und sich informieren  mit lisa     
477;894775502484930560;;das juri wissensmagazin begeistert mit reportagen  raetseln und basteltipps grundschueler fuer luftundraumfahrt  
478;896265881776525312;;erstaunlich  dass die steckrueben von der afd ueberhaupt eine meinung dazu haben     via   
479;835500593007427584;;spd war bei managergehaeltern nicht bereit  die macht der aufsichtsraete einzuschraenken  kommentiert  
480;902495893399724032;;gauland ist ein hetzer  fuer  entlarvt der afd politiker sich derzeit selbst  via   
481;879595797930795008;;   ortnahen auenbereich muessen wir lueckenbebauung  zukunft ermoeglichen  cduthregio
482;880360578073714688;; koennen sie strom sehen  donnerwetter 
483;917035868740816896;;ist der patientenbus das heilmittel bei aerztemangel   leer aurich 
484;840824459363794944;;dit gefaellt mirjetztistschulzzeitfuermartinspdengelmeier2017 
485;904643350984261632;;dieselgipfel   nrw ministerpraesident  will fahrverbot verhindern und mahnt vor umstieg auf benziner   
486;862258694851096576;;vor ort  wittenberge   besuch  mehrgenerationenhaus mit  
487;867336445677248512;;oehm    sehr gut  feminismus 
488;832524852691075072;; zitiert   spd applaudiert nicht  managergehaelter
489;910753940832182272;;tour zeitfuergerechtigkeit startet heute  buedingen mit einem fruehstueck mit  und 
490;883799876882051072;;schwarzer block ist schick  alter     
491;876063594454167552;;demo steht  der brunnenstrae  ich schaetze  sind zwischen     ler b1706
492;895901593647841280;; mio  fuer sanierung der martin schule  leipzig gruenau  gut investiertes geld vom bund fuer die foerderschule     
493;918863812027072512;;junge berliner cdu politiker gruenden einen arbeitskreis auf bezirksebene   mitglieder   frau   
494;852653730919043072;;mutter aller bomben   was fuer eine zynisch perverse rhetorik  usa afghanistan 
495;900820367773765632;; mio  klage droht  soviel zum thema autobahnprivatisierung wird die steuerzahlerinnen nichts kosten  btw17 
496;856738302820593664;;mehr infos zum   ord  bundesparteitag vom     april unter  bpt17 
497;878924117008941056;;ach  spd  vor der vermoegensteuer warnen und die agenda  loben  
498;864352594591760384;;schreck  verbindungen  die linke szene von connewitz  polizei leipzig  hat  fanszene  blick 
499;867266632103735296;; jetzt    sagst  
500;877923147621834752;;gegen den israelhass auf berlins straen   
501;902090860959019008;;vorstandsklausur mit schwerpunktthema mobilitaet der zukunft    uwe hueck        stefan gerwens 
502;902415488885587968;;art   grundgesetz  die wuerde des menschen ist unantastbar  
503;872857761561931776;;  mrd   versenkt  koennen wir uns diesen finanzminister noch leisten    amp  ich  cumex  amp  atomsteuer  
504;907835696437657600;;heute zunaechst aeltestenrat zur vorbereitung der plenartagung des landtages naechste woche 
505;888093587480752128;;  heute war   weit    netter besuch  interessanter austausch 
506;902986570072023040;;rueddel  fachkraftquote flexibilisieren    googlealerts
507;886663796038791168;;bei twitter hat papstfrnziskzs  inzwischen mehr als  millionen follower  mehr als   
508;817743674658476032;;oury jalloh   demo  dessau  afd  seite der polizei  taetlicher angriffsversuch von demonstranten gegen abgeordnete poggenburg   lehmann 
509;854770268367192064;;herzlichen glueckwunsch   endlich wieder  dfb pokal dabei   
510;865938873544835072;;auf dem festfuerdemokratieundtoleranz zur fairtradetown kampagne treptow koepenick informieren und beteiligen 
511;859721795829727232;;diskussion  das verhalten der bundesverteidigungsministerin  was sollte sie jetzt wirklich  den fokus nehmen    
512;893472498121154560;;sonntagsfrage ltwth thueringen  insa tlz  cdu     lin     afd     spd     fdp     grue     son     
513;901529812820516864;;   pkw maut  bigotterie der spd kennt keine grenzen     schulz 
514;884432985755447296;;hat die polizei gezielt jagd auf journalisten bei g20hh17 gemacht  verantwortliche muessen sich den fragen stellen  
515;903345750674898944;; viele gruee aus dem teutoburger wald 
516;877805593007763456;;klimaschutz auch durch emobilitaet   ltlsa       
517;858714851023224832;;unsere leitkultur  grundgesetz 
518;909290895392083968;;ber wird gleichzeitig mit der entdeckung des bernstein zimmers und von atlantis fertig gestellt  
519;858939325056208896;;piraten geben der pflege eine stimme faire bezahlung fuer harte arbeit pflegefall folge   ella braucht geld
520;832900025701244928;;gebuehrenfreiheit gibt  nur mit der spd  kitas studiengebuehren nrwir 
521;898787653881135104;; besuch beim zeltlager des jugendverbandes die falken schleswig holstein  falkenstein  
522;859343063658975232;;ein gluecksfall fuer unsere stadt  muenchen  dieter reiter  halbzeitbilanz als oberbuergermeister  via 
523;877173599546880000;;ich glaube   koennten auch journalistinnen mitmachen  sind zumindest nicht ausgeschlossen  
524;828164547945099264;;cdu immer nervoeser  bald duerften die schmutzkampagnen losgehen  abprallen lassen  weiter fokussieren auf gerechtigkeit  zeitfuermartin spd
