ID;sentimentScore;text
906807162281881600;0;Cafe trinken im Café Mon Chéri mit #MechthildRawert  #SPD  Ibo und BürgerInnen. 
908001467751174144;0.5;#Einheitspresse hetzt!Hier Primärquelle:Bis auf #Hubschrauber+#Gesamtstrafenbildung<ed><U+00A0><U+00BD><ed><U+00B8><U+0089>'ne gute Rede.<ed><U+00A0><U+00BE><ed><U+00B4><U+0097>#afd #btw17
877871337120780288;-1;Nach mir die Sinnflut sagt die Bundesregierung im Fall #Kaisers #EDEKA in #Mülheim. @WAZ_Redaktion berichtet: €
857155875517202432;-0.5;Huch. Die Verteidigungsministerin ist im Verteidigungsausschuss. Ungewohnt...
870232713869086720;-1;Kein #Scharia-Recht in Deutschland! Keine #Haft  sondern #Abschiebung! #wehrhafteDemokratie #unfassbar 
883281751115739136;-1;Linker Terror ist kein „Protest“: Mit der Verharmlosung der militanten Antifa muß endlich Schluß sein #G20HAM17 
888092630286041088;-0.5;Prantl: Eine Versammlung mit Eintritt ist keine Versammlung! So sehe ich das auch! #Themar #thr1517 #Thüringen  
876428111105200128;1;Danke @cem_oezdemir  du warst toll und inspirierend! 
870949624651165696;0;Zippert zappt: Schulz' Fünf-Punkte-Plan enthält fünf Punkte  
861252411364691968;1;Ein überragender #Wahlsieg und #Regierungsauftrag für die CDU Schleswig-Holstein und Daniel Günther bei der... 
834860626514214912;0;<U+2764><U+2764><U+2764> #jetztistSchulz # ZeitfürMartin # meineSPD 
881911277232283648;0;Von der #Tuerkei unabhängige #Imame sollen religiöse Gefangene betreuen. Das schlägt Herbert #Mertin - #FDP - vor 
914810465653489664;-0.5;Unsere Broschüre zu Steuermafia &amp  dunkler Seite der Macht #PanamaPapers #LuxLeaks Mit Antoine Deltour &amp  Co. 
830808499798077440;0.5;Wer Trump ablehnt  muss #CETA nicht gut finden. Richtig. Guter Text auf boell.de 
870291511107358720;-0.5;#Cannabis? Freigeben! Drogenpolitik? Gescheitert! @cem_oezdemir schreibt der Bundesregierung  vorab auf @zeitonline 
847116569918537728;-0.5;Die MdHB Oelschlaeger (AfD) schlägt gerade vor alle Gleichstellungsbeauftragten abzuschaffen #hhbue
897902841431543808;0;Das Bremer Musikfest gastiert am Kiekeberg am Freitag  1. September  um 19 Uhr! 
841706454377738240;0.5;Andreas Otto MdA besichtigt das Tiny-House - grünes Wohnen neu interpretiert?  ) 
910519282567667712;1;Liebe #Kids  heute ist zum 63. Mal euer Tag: Wir wünschen einen schönen #Weltkindertag! Hintergründe bei @bpb_de: 
879698268225253376;-1;In der Union geht es gerade drunter und drüber! Kaudert und Merkel scheinen wenig miteinander zu reden...#Ehefueralle
856913291209256960;-0.5;Für eine bessere Kita-Situation in #NRW -am 14.05. #Grün wählen. #ltwnrw #ltwnrw2017 @SylviaLoehrmann @gruenenrw 
917849764842045440;0;#Cannabis im Straßenverkehr: Wie wird Rechtssicherheit geschaffen für Cannabispatienten?@nikschrader hat nachgefragt 
899965328616116224;0.5;Foodsharing Festival 2017 in der Malzfabrik: Nachhaltigkeit  gesunde Ernährung  sich änderndes Konsumverhalten 
857843567657701376;-1;Berlin kann wohl das türkische Referendum über die Todesstrafe in Deutschland verbieten.
852135192173137920;-0.5;Fünfter Armuts- und Reichtumsbericht - Handeln  statt zurücklehnen und relativieren#ARB #Armut #Armutsbericht... 
887009019789021184;0;Bilder im Kasten. @UweSchummer @ChrisPakusch #fedidwgugl #btw17 
881638649829498880;0.5;Die #NRWKoalition legt los: @JoachimStamp kündigt Programm zur Rettung der Kita-Träger in #NRW an. 
882873307045003264;-1;G20-Gipfel in Hamburg! Irre Belastung für Stadt und Bürger! Mieinander reden ist immer gut! Geht aber auch auf einem Kreuzfahrtschiff!
828355910795980800;-0.5;@peter_wasem dir frage ist   ob du dannauch nicht kneifst  wenn ich Erfolg habe  -)
906247580711092224;-0.5;gibt es jetzt etwa auch keine taschentücher mehr gratis in der apotheke dazu  wenn medikamente gekauft werden? 
898928468951539712;-0.5;Angeblich ist der Schulz-SPD-Wahlkampf zu langweilig - was aber ist dann Merkel- und CDU/CSU-Wahlkampf?
837777169342468096;NA;Aha ausgerechnet der Herr Wendt?Hier braucht's sofort Aufklärung in d.Sache @gruenenrw @IreneMihalic @KonstantinNotz 
842126889405800448;NA;Man fragt sich  wo der Unterschied von @SteinbachErika zu Höcke &amp  Udo Voigt ist? Sie hat @cducsubt lange akzeptiert. 
900049991418433536;NA;Hessens Landesregierung will mit neuer Beauftragten Rechte der Kinder stärken 
895233335055798272;NA;Die Gedankenwelt der #AfD-Anhänger: Lager  Umerziehung  .... - #Homophobie 
902619476834836480;NA;Hebammenmangel in Berlin ist eklatant. Geburtsversorgung mitsamt Vor- &amp  Nachsorge muss gesichert sein. @CathPieroth  
900426118100127744;NA;Da scheint jemand eine Challenge provozieren zu wollen  oder?! @die_gennburg @AndrejHolm 
842779149903286272;NA;Fängt ja gut an... 
905131853929172992;NA;Meine Antwort auf #Merkel in der Bilanzdebatte des Deutschen Bundestags #btw17  
820281832973488128;NA;@OlafWedekind @dielinkeberlin er war damit unfair gegenüber den Opfern. Es war ein Schlag ins Gesicht
869240593830031360;NA;Heute ist #Weltblutkrebstag. Hilf dabei  Leben zu retten und registriere Dich bei DKMS.de als Stammzellenspender. 
826122094123560960;NA;bmwi.de startet neu: Testen Sie unsere neue Website und diskutieren Sie darüber mit uns im Beta-Blog! #gutbetabesser 
823446309508157440;NA;.@kahrs warum zahlen die Länder von ihren eigenen Überschüssen nicht die Sanierung ihrer eigenen Schulen? @ardmoma @ThomasOppermann @spdbt
829435172709867520;NA;Herzlichen Glückwunsch auch dem Vorstand der FU Nettetal. 
880126426963484672;NA;G20-Protestcamp muss vorsorglich den Regeln des Versammlungsrechts unterstellt werden  kann aber beschränkt werden 
910621008943566848;NA;Mit der @wznewsline @wzduesseldorf im Wahlkampf unterwegs - und es gab nicht nur best in class Kaffee :) 
848867095290970112;NA;Erwartungen an Koalition sind hoch. Besuch i.d.Stillen Straße und Diskussion mit Pankower #Wohntisch. @GruenePankow 
890134656795979776;NA;Wenn das Familienticket maximal 2 Erwachsene und 1 Kind beinhaltet  bist du in Deutschland.
839778092054896640;NA;Freue mich auf Input und Meinungsaustausch mit den #Frauen - was bewegt sie und wo fühlen sie sich benachteiligt? 
911140143200862208;NA;Der @vorwaerts macht noch einmal die Unterschiede zwischen #CDU &amp  #SPD deutlich. /TN #BTW17 
9.12094394161e+17;NA;Ganz besonders freue ich mich  auch 36 der 38 Städte &amp  Gemeinden im Wahlkreis zu gewinnen. Bestes Ergebnis dieses Mal #Niederfrohna<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E36> #CDU
861554474854350848;NA;Lucky-Luke-Lässigkeit der Kanzlerin-in Zeiten der Krise wirkt SPD unernst  #Merkel unerschütterlich! @cducsubt 
885770653571452928;NA;Mit @MdL_aus_fuerth @Alexand26298982 gehts heute zur Zentralstelle #cybercrime der Bay Justiz i Bamberg. Spannender Termin. @BayernGerechter
916573621493075968;NA;Eigentlich sollte Ditib-Gutachten in Rheinland-Pfalz schon im Sommer vorliegen - jetzt wird es Frühjahr 2018. 
873136218887917568;NA;Jetzt bitte die Wahlkampfversprechen einlösen. <ed><U+00A0><U+00BD><ed><U+00B8><U+0086>
908608337121566720;NA;So war die Cem-Session in Mainz: Viele Fragen von vielen Bürger*innen zu vielen Themen:  #DarumGruen
841169262752518144;NA;@SkyBirdPhoenix danke<f0><U+009F><U+0091><U+008D>
907551915025817600;NA;Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt:  GG Art12 Berufsfreiheit
828917409364975616;NA;Diese zehn sind zum #Theatertreffen der @berlinerfestspiele eingeladen:  #tt17
862308582020263936;NA;3 5 Jahren Ministerin   kündigt #vonderLeyen umfassende Bundeswehrreform an. Für wann? Nach dem Sommer bis zur Wahl?#BMSelbstverteidigung
914628532873175040;NA;Das hätte Ihnen ja auch schon 2016 einfallen können! 
881473803410448384;NA;Heute! 
893723421896560640;NA;Stimmt! 
883685889175465984;NA;Unmöglich .... das halte ich mal für ne steile These.... 
889349136927117312;NA;Herzlichen Glückwunsch  Deutschland!! 
857535633534877696;NA;@Tobias_Schulze Die FDP segelt halt lieber oder spielt Tennis.
846778578037542912;NA;.@LukeDCoffey: wenn #Trump erfolgreich &amp  winner sein will  muss er zeigen  dass er etwas für amerikanische Geselschaft tut #World2nd  /TT
852867438811262976;NA;Bundesregierung @Regsprecher @AuswaertigesAmt @peteraltmaier sollte @Fresenius mit amicus curiae Brief unterstützen. 
904439329984008192;NA;@peteraltmaier Sie haben Humor! Gute Nacht.
878200972979216384;NA;Herzlichen Glückwunsch! Eine Installation der Künstlerin #RebeccaHorn ist auch im E-Werk in #Weimar zu sehen: 
828997403479044096;NA;Ich bin bereit die Nr. 1 an @NataschaKohnen abzugeben.... 
916905491183304704;NA;@NicoleMaisch Das nennt man dann wohl eine Punktlandung....
821270945851723776;NA;Strafzölle&amp Dumping schaden Ländern selbst.Für EU ist stärker koord. Wirtschaftspol&amp faire Handelspol notwendig #Trump 
833643916478001152;NA;Euro-Erfolgsstory - Teil 3:Die Jugendarbeitslosigkeit in Spanien beträgt 42 9 Prozent.  #rausausdemeuro #afd
870369155676913664;NA;Wenn dann demnächst private Konzerne an unseren Autobahnen Geld verdienen und damit die Autofahrerinnen und... 
900740569525358592;NA;Weil die Bürger*innen Argumenten zugänglich sind u abwägen - anders als Politikerarroganz oft behauptet. 
839799241694412800;NA;@AfDLindemann Also auch gegen deinen Kollegen Wild. Sehr gut! Kann ich dein Einschreiten gegen die faschtischen Aussagen irgendwo nachlesen?
920178858430787584;NA;#AfD #Münster warnte stets vor Salafisten.<U+261D><U+FE0F> Es wurde aber die Mahnerin (@AfD) bekämpft. Schluss damit!<ed><U+00A0><U+00BD><ed><U+00B8><U+00A0> #Islam #NRW 
884470778774917120;NA;DER TOD KOMMT SCHLEICHEND. Heute im Landtag #Brandenburg #BER #Berlin 
829935220870635520;NA;Schönen Freitag  -)
863967395861409792;NA;Bei der jüngst getesteten Rakete von #Nordkorea soll es sich um ein neues Modell handeln. 
878355018440740864;NA;@ABaerbock Grünes Sommerfest unseres KV in Mümcheberg 
850642714941173760;NA;25. Jahre ADFC Wismar!!! Ein toller Tag für das Radfahren <ed><U+00A0><U+00BD><ed><U+00BA><U+00B5> in Wismar <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A> - isst lecker hier: Gasthaus Lübsche... 
846053700216991744;NA;Ein toller Abend! #Tiefenort #Saarland #CDU 
860044563867729920;NA;.@schatzbln : Wer will  dass die #EU bleibt wie sie ist  der will nicht  dass sie bleibt. #agh
906921893000818688;NA;***<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><U+269C><ed><U+00A0><U+00BD><ed><U+00B3><U+009D><ed><U+00A0><U+00BD><ed><U+00B3><U+008A> KANDITATINNEN FÜR BERLIN #1: CHRISTEL SPRÖßLER (SPD) <ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><U+269C><ed><U+00A0><U+00BD><ed><U+00B3><U+009D><ed><U+00A0><U+00BD><ed><U+00B3><U+008A>***... 
855395138738282496;NA;Krankenkasse lässt todkranken Lukas (3) im Stich 
821772878182055936;NA;Gratulation nach Kiel. #Gleichstellung #Quote #frauenpower 
914421261325029376;NA;Daniela &amp  Gerlinde sind das erste Berliner Frauenpaar. Hurra &amp  herzlichen Glückwunsch #Ehefueralle 
909679828844105728;NA;Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt:  GG Art. 8 Versammlungsfreiheit
832249035918557184;NA;Jetzt Expertengespräch zum Thema Antizyganismus in Deutschland.
919863986560143360;NA;Wirtschaft in @sachsenanhalt brummt  auch im Landkreis #Harz! so Wirtschaftsminister @WillingmannA 
898578733249970176;NA;Zukunft Bildung: Prien und Brackmann am 14.09. in #Geesthacht 
898639200966164480;NA;Nachrichten von @c_lindner auf #WhatsApp bekommen? Ab sofort kein Problem:  #FDP <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62> 
842617298729033728;NA;@ZDFWATCH @GrueneFraktionB @Antje_Kapek @RamonaPop Berlin wird eben in Berlin regiert und nicht in Moskau.
909837995699732480;NA;Große Koalition. #BTW17 
856139219810607104;NA;++ EIL ++ Die #AfD wählt Alexander #Gauland und Alice #Weidel als Spitzenkandidaten. Mehr dazu in Kürze bei uns: 
876664054412136448;NA;Wenn Ihr euch selber eine Meinung bilden wollt  so kommt vorbei 
886194853238984704;NA;Ein Jahr nach dem Putschversuch braucht die #Türkei eine Rückkehr zur Demokratie. 
843035638312194048;NA;Nach wie vor 21% weniger Lohn für Frauen. Schwesigs Entgelttransparenzgesetz wird daran wenig ändern
876014390054723584;NA;Das @DFB_Team möchte am Montag gegen Australien mit Trauerflor spielen. #ConfedCup #Kohl
856900026882195456;NA;Eben wie immer gut unterrichtet mit präziser Einschätzung der #Verfassungsschutz #Sachsen  puh!  -) 
870633126682406912;NA;Thomas Bünger (Generalbevollm. Primärkupfer bei #Aurubis) beim Austausch zu umweltpolitischen Herausforderungen in der näc
903535838029590528;NA;Der 1. ACHAVA Jazz Award geht am 09.09.17 an Fractal Limit. @mdrkultur präsentiert bereits eine kleine Hörprobe:
900821501389230080;NA;Auf dem Dorf in Thüringen scheint die CDU an Beliebtheit verloren zu haben. 
869206533359509504;NA;BK Merkel hat Recht: D. und EU müssen mehr für eigene Sicherheit tun  Frieden gibt es nicht umsonst  auch nicht ohne mehr Verteidigung
852597236999565312;NA;Olympische Winterspiele: Pyeongchang 2018: Sportarten  Chancen und Maskottchen  
896008285618409472;NA;Damit die Rente nicht verschwindet... <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0><ed><U+00A0><U+00BD><ed><U+00B1><U+00A9><U+200D><ed><U+00A0><U+00BC><ed><U+00BF><U+00AD> Wir haben da ein Konzept. <ed><U+00A0><U+00BD><ed><U+00B3><U+0083>@kahrs und die @spdde haben vorgelegt: 
865223270471262208;NA;Wunderbar  uns allen im @RSL99 dazu Glückwunsch! Nun kann es los gehen: #Kiezclub ist zurück in #Connewitz! 
872184225407135744;NA;Infrastruktur  politischer Wille und langer Atem haben Dänemark zum Paradies für Fahrradfahrer gemacht: 
864511762019864576;NA;Jetzt noch schweres Arbeiten beim queerpolitischen Enpfang der Fraktion im Kaffee Zentral in Magdeburg... 
847331257281204224;NA;So ein #Townhall-Abend als #Sidekick von @GoeringEckardt macht Riesenspaß! Danke für die Einladung  @gruene_wi! 
901406836619960320;NA;Einfach Stand #Steglitz #DarumGrün 
869328000776630272;NA;Herzlichen Glückwunsch  lieber Tobias #Jugendforscht 
875217772346724352;NA;@hubertus_heil glaubt an Reformen und unterstellt @nicolabeerfdp Revolutionseifer. Vertauschte Rollen? #vcibtw17
839787260493119488;NA;Jetzt auch auf @jouwatch  auf @EpochTimesDE und bald auf @theeuropean und in HINTERGRUND-Zeitschrift. 
911199206907531264;NA;Lasst die Menschen selbstbestimmt entscheiden!#schoenewelt #voteleft #vote4nutria #BTW17 #zukunftholen 
847475023120093184;NA;Innenausschuss Brandenburg  Beginn 10 Uhr  ist jetzt schon beim TOP Verschiedenes
902212112726011904;NA;Stühle rein! WahlkampfleiterInnen treffen sich  um am #Wahlsieg zu arbeiten. #bochum #btw17 #SPD 
910226582496776192;NA;Herr @czaja  was sagen Sie denen  die unter anderen Voraussetzungen eine Wohnung gekauft haben? Das diskutieren wir danac
884020353592315904;NA;Umfrage: Schulz holt mit der SPD plötzlich auf – AfD Letzter  
893164391956393984;NA;Spannende Künstler  große Kunst und unser @HoffmannMdB mittendrin. 
837792126847037440;NA;#MIT enttarnt Schwindel um angeblichen Super-#Atomreaktor #MSR #Thorium #Atomkraft  
829651151612211200;NA;Martin Stümpfig:  über @YouTube
847723208916647936;NA;Debatte zum #VerpackungsG im #Bundestag. Es bleibt dabei: Ausnahmen beim #Pfand sind nicht nachvollziehbar! 
880351862846836736;NA;#FDP #Berlin spricht sich im #AgH Verkehrsausschuss gegen den Ausbau der #A100 aus. Opportunimus.#BTW17 wirft ihre Schatten voraus.
920968301668380672;NA;Fortbildung ist Anwalts Liebling! 
848153285165023232;NA;nichts sagen  nichts fragen und dann nur bedingt wählen. das muss dieses offene visier sein. nicht.
903621445229666304;NA;Das Institut der Deutschen Wirtschaft hat nachgerechnet @CDU und @CSU wollen Familien stärker entlasten als @spdde 
860519388016979968;NA;Ich glaub  es hakt. Das soll die Industrie mal schön selber zahlen! 
819865247767007232;NA;Dann weiß er ja wovon er spricht  wenn es um gelungene #Integration geht. 
893419619515600896;NA;Erst Schleswig-Holstein und Nordrhein-Westfalen. Jetzt #Niedersachsen. #Rotgrün ist am Ende. Dieser Politikentwurf hat keine Zukunft!
864597635616976896;NA;große Freude auch meinerseits <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> 
886639032536629248;NA;John Lennon in @lutherstadt Wittenberg bei @r2017org <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> 
837265379349127168;NA;@obstmart @lveo_bw Schön. Krank zu kommen ist trotzdem Quatsch.
887033625463705600;NA;Ich tippe ja eher auf ein Will ich auch. von #Merkel und der #CDU. 
900682424241225728;NA;@CDU @petertauber Unsere Antwort gab es - wie schon 2005- schon ein bisschen  früher. <ed><U+00A0><U+00BD><ed><U+00B8><U+009C> Liebe Grüße aus der #Kampa17 
822046135426707456;NA;BunReg täuscht Öffentlichkeit:Bundesrechnungshof entlarvt Plan für Privatisierung der Autobahnen durch die Hintertür 
846423746390970368;NA;Gleich #r2g Gespräch zum Thema Haushalt und Finanzen ... #Thueringer #Denkfabrik 
862019939846291456;NA;Anna spricht in Blankenese zum Thema: #Rechtsstaat vor religiösem #Extremismus schützen! #fdp #hhbue [TT] 
870917603971276800;NA;Einblick in die Jugendstilkirche #Adorf #Neukirchen auf dem sächsischen #Jakobsweg... 
880326159673806848;NA;Ministerpräsident #Thüringen 's @bodoramelow @die_linke_th trägt mit Patenschaf „Rosa“ die Hoffnung der Archehöfe :) 
871692827671105536;NA;«Antänzer» schlagen Männer in Berlin-Schöneberg  #Berlin
904392363413569536;NA;Na dann mal Prost.@Marc_Urbatsch 
897297000550543360;NA;Schönen Dienstag! 
879658918695362560;NA;Es bleibt spannend: Ex-Innenminister Richard Dewes rät: Die Initiative nicht weiter den Linken überlassen 
857914960697077760;NA;Schön zu hören  dass die @fdp viele neue Mitglieder hat. Wer hat noch nicht  wer will noch? #bpt17
904456896198959104;NA;Starkes Schlusswort von @MartinSchulz zum #TVDuell! Es ist Zeit für mehr Gerechtigkeit. Es ist #ZeitfürMartin! 
907572916598001664;NA;<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2>#AfD lässt Taten folgen und beantragt Verbot der Gesichtsverschleierung:Wir wehren uns gegen falsche Toleranz! <ed><U+00A0><U+00BD><ed><U+00BA><U+00AB>
862958941600440320;NA;Hessen unterstützt Investitionen von Bahn  NVV  VRN und @RMVdialog „Bahnhöfe sind Visitenkarte des #ÖPNV“ @talwazir. 
879730663083171840;NA;Das ist nicht mehr meine CDU/CSU!
883683230137929728;NA;Es geht los! #PrideParadeBudapest <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA> 
851836087060377600;NA;Die Grünen wieder! Tierschutz predigen und dann so was!!!11elf #LöhrmannSteigtUm #ltwnrw 
909549660603387904;NA;Was ich von #Tillich gerne hören würde: Rassismus gehört nicht zu #Bautzen! #fail 
900315875261263872;NA;Käfighaltung von Millionen Hennen beendet. #CDU wollte das nicht #Nur mit #Grüne: #Tierschutz @RenateKuenast @GoeringEckardt
870260189248835584;NA;Sicheres Herkunftsland: #DeMaizière verbringt Sommerurlaub in #Afghanistan 
847837158496927744;NA;26. Bundesliga-Spieltag: Klingbeil vs. Krömer  @larsklingbeil
861264074100887552;NA;Heute bei #PulseOfEurope in #Hannover. Sogar unser Ministerpräsident @stephanweil war dort. Möge Frankreich weise wählen. <ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA> 
883955082299138048;NA;Aus aktuellem Anlass #Wendt :
895745472652029952;NA;Artikel von @JanSchmidt  @HoeligS  @LisaMerten + @UweHasebrink in Informatik-Spektrum „Algorithmen+Meinungsbildung“ 
822190077703057408;NA;@JustusBender Stand gestern schon im Focus. Nicht nur Spiegel online lesen <f0><U+009F><U+0098><U+0080>.
839485848999579648;NA;Alles Gute zum #Weltfrauentag! 
850262143953850368;NA;Zur Eröffnung des @MNUAachen hier meine Frage zur Forschungsförderung an @regsprecher: 
836891856277495808;NA;Im Ernstfall (zB Paris) müssen wir die #Bundeswehr im Innern um Unterstützung bitten dürfen! #Herrmann #klartext #csuam2017
907552211361824768;NA;Merkel: Die Mütterrente soll nicht mehr voll auf die Grundsicherung angerechnet werden. #Wahlarena #fedidwgugl
905930405638963200;NA;Das #BedenkenSecond der #FDP bei Atomkraftwerken hat die deutschen Steuerzahler Milliarden von Euro gekostet.
872949012772663296;NA;Als Cameron 2009 britische Konservative nötigte  pro-europäische @EVP_DE zu verlassen  begann Fiasko der @Conservatives zum Schaden für GB
915229970552803328;NA;Dänischer Premierminister Rasmussen gibt offen zu  dass Muslime bereits Teile des Landes beherrschen! #AfD
818525646062309376;NA;@alx_froehlich @JanPenkawa @dunkelrotseher als bekennend nicht Gläubige nicht unbedingt mein Liedgut aber gern.
838573931984531456;NA;GESETZENTWURFEHE FÜR ALLE den @GrueneBundestag längst eingebracht haben.Abstimmung wird von Union &amp  SPD blockiert  
902788135767199744;NA;War richtig toll bei euch in #Gera. Viel Erfolg  liebe @lier_e ! 
847207879228735488;NA;#ff olgen Sie diesem Account: @burnedyourtweet 
863298585932255232;NA;#fakenews! Wir haben in allen Koalitionen Steuererhöhungen verhindert! Mit Kollegen d #FDP Steuern gesenkt! #CDU 
886943906612596736;NA;Peter Altmaier zu Gast in #Viersen #BTW17  
832945081221074944;NA;#Erneuerbare abregeln für #Atomstrom ist falsch. @julia_verlinden @GrueneBundestag @Gruene_SH 
842447804685516800;NA;@KevinHoenicke Also hinten im Publikum wo ich stand viel das Wort Populismus.
867284770488823808;NA;Erstaunliche Wende - Hoffenheim Meister - Bayern #München nur Mittelfeld. #Erneuerbare-Energien-Bundesligatabelle 17 
844513762870792192;NA;Schluss mit der Kriminalisierung von irregulärer Einreise - 9000 Anzeigen sind 9000 zuviel! #RefugeesWelcome 
876855820029480960;NA;Respekt vor den Organisatoren  aber die Verweigerung großer Islamverbände und der dürftige Besuch zeigen ein eindeutiges Bild. #Köln
854411652598562816;NA;Schwör?! Bei dem dürftigen Ausgang des Referendums hätte auch keine Person weniger im Knast sein dürfen. 
822134830569811968;NA;Vorreiter für #Verbraucherschutz gesucht! Deutsche Stiftung Verbraucherschutz vergibt am 19.06. ihren Bundespreis 
898183131370532864;NA;Tolle Veranstaltung in der @BayernStube in #Nettetal mit Landtagspräsidentin Barbara Stamm und @MOptendrenk #BTW17 
857949264743456768;NA;Die heutige Frühverteilung bei tedrive Steering GmbH war ein voller Erfolg! Ab 5:00 morgens hat die Früh- und... 
831537927066939392;NA;#dielinke EU-Armee unter deutscher Führung? – MdB Neu: Imperialer Anspruch ist abzulehnen:  via @de_sputnik
905716170455744512;NA;Wenn die Linken Deutschland so sehr verabscheuen  warum sind sie dann im Bundestag?#TrauDichDeutschland #AfD #Antifa
908400007748997120;NA;Irgendwie tut @MartinSchulz immer so  als ob er alles alleine lösen könnte. Das geht aber nicht in einer Demokratie. 
873270520866852864;NA;.@Besser_Deniz und viele andere Journalist*innen  Lehrer*innen  Politiker*innen  Wissenschaftler*innen sitzen immer noch im Knast #FreeDeniz
843029871903293440;NA;Mit der @LVZ habe ich über aktuelle Fragen der Pflege- und Gesundheitspolitik gesprochen.  
913512882821828608;NA;Christian Kröning wird nach 20 Jahren als Landesgeschäftsführer der SPD in Kiel verabschiedet.Alles Gute! 
905866750847279104;NA;Nach Anti-Terror-Einsatz: Keine Todesliste  
903121672156393472;NA;#r2g liefert. Weiter geht's heute ab 9 mit dem Doppelhaushalt18/19. Thema außerdem die leidige Debatte um 1 angebliche Leitkultur #plenumth
885189057504047104;NA;@Michael_Huebner alter Wein aus gebrauchten Schläuchen. Word!
834349435702353920;NA;Sammelabschiebungen nach #Afghanistan stoppen! #Berlin wird sich daran nicht beteiligen!
920938818680905728;NA;Die Schattenjahre sind jedenfalls Vergangenheit: Großer Andrang bei der Vorstellung des Buches von @c_lindner 
877172951937941504;NA;Neokolonialismus! @Die_Gruenen Nix aus der Geschichte gelernt. 
894198883018043392;NA;Worum @Markus_Soeder #katholiken beneidet hat er #münchnerkirchenzeitung verraten das ganze #interview ab Mittwoch  
839107185602932736;NA;So sieht die aktuelle Prognose für die Bundestagswahlkreise in Schleswig-Holstein gerade bei election.de aus. 
853293767738220544;NA;Die LINKEN laufen sich warm!Es lebe die Demokratie! 
843084427001565184;NA;Die Schwäche der SPD: Sie macht das  was der Partei nutzt und dem Land schadet. Muss sich nur noch rumsprechen...
856065747042406400;NA;Gestern dritter schöner Termin: Begehung des neuen Baugebietes #Nettetal #Leuth mit vielen Freunden aus #CDU und neuen Bewohnern #Heimat
920356290274254848;NA;#Rassismus ist das Problem  nicht Geflüchtete - Beitrag von @NicoleGohlke  @ZdebelHubertus und mir im @ndaktuell:
880664764137058304;NA;Unerwarteter Einflussfaktor auf die Abstimmung gleich: Totalchaos beim Fahrdienstleister des Bundestages am letzten Tag des Vertrags.
836338489952174080;NA;@welt @WELT_Politik für was davon ist Bitteschön der Bund verantwortlich? #koellealaaf 
874746561133244416;NA;Artikel lesen. Dazu fällt einem echt nichts mehr ein. #unfassbar #MarschdurchdieInstitutionen 
879801293921026048;NA;#Ehefüralle - Warum Merkel plötzlich nicht mehr mauert &amp  @Die_Gruenen gewonnen haben.  
836619795277709312;NA;Für Deniz aus Hamburg.#FREEDENIZ 
877815004464128000;NA;Bestnoten der Wähler für die #SPD #Steuerreform. Das zieht uns wieder nach vorne.
881507603758682112;NA;Sportgericht verurteilt nicht Nazi-Fans  sondern diejenigen  die sich gegen Nazis stellen. Fassungslos. #Babelsberg
888513197917057024;NA;Mit @GruenMeyer heute in der #Oberpfalz unterwegs für eine ökologische #Landwirtschaft. 
915112614325350400;NA;Liebe @UlrikeLunacek! Zur Info: das ist #neoliberal! #puls4 #nrw17 
825698433621188608;NA;Mit meiner #kathiausFranken zu Besuch in der Gedenkstätte Buchenwald 
866971865813843968;NA;Exakt! Da steht nicht Die Würde des Deutschen ist unantastbar. 
908036411269505024;NA;RotRot mit neuem Höhepunkt im Wahlkreis des MP: #Linke will Forster #SPD Bürgermeister abwählen lassen 
858953183783264256;NA;Die Zahl gewalttätiger Übergriffe auf Polizisten und Polizistinnen hat in NRW einen Höchststand erreicht. 
891170487795167232;NA;Kim droht mit Angriff auf US-Festland  USA reagieren ungewöhnlich scharf 
867043093236908032;NA;Flüchtlingspolitik und Soziale Auswirkungen der Finanzkrise: Der zweite Tag meiner Griechenlandreise. 
823771856331218944;NA;Amri war bis 53min vor dem Anschlag #Breitscheidplatz in der Fussilet33-Moschee und wurde dabei gefilmt?!? 
