"ID","text","isRetweet","isQuote","positveSentimentScore","negativeSentimentScore","party","twitter.handle","weeksTillElection","ridge5","ridge3","ridge2","enet5","enet3","enet2","lasso5","lasso3","lasso2","sentimentScore"
842053589359054848,"@PiratenBonn Euer Faktencheck war eher ein Vorurteil  Hier die Auswirkung auf Gesamtstellenzahl #Faktencheck",0,0,1,-1,"SPD","UlrichKelber",27,-0.011,-0.056,-0.216,-0.027,-0.041,-0.262,-0.032,-0.054,-0.134,"0"
842100953289523200,"Ich habe ein neues Video auf Facebook gepostet",0,0,1,-1,"SPD","SPDuesseldorf",27,0.001,0.002,-0.052,0.027,0.048,0.018,0.017,0.045,0.039,"0"
842126889405800448,"Man fragt sich  wo der Unterschied von @SteinbachErika zu Hoecke  Udo Voigt ist  Sie hat @cducsubt lange akzeptiert",0,0,1,-1,"GRUENE","Volker_Beck",27,0.01,0.02,0.075,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
842175484360327168,"Stark  Die #CDA mit aktuell 25 Sitzen klar die zweitstaerkste Partei  #Niederlanden #TK17",1,0,2,-1,"CDU","UweSchummer",27,0.29,0.497,0.561,0.231,0.409,0.526,0.225,0.368,0.477,"0.5"
842291116129042432,"@Nico Ist normales Verfahren  Wei<df>t Du auch  Etat wird nach Wahl eh geaendert  Bund und Laender muessen sich zudem noch einigen",0,0,1,-1,"CDU","SvenVolmering",27,-0.023,-0.043,-0.323,-0.027,-0.041,-0.651,-0.032,-0.054,-0.558,"0"
842301701793148928,"Sensationelle Kari  #Stuttmann",0,1,2,-1,"DIE LINKE","DietmarBartsch",27,0.266,0.527,0.557,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0,5"
842314099035914240,"Den naechsten Schritt will man sich nicht ausmalen  #AfD",1,0,1,-1,"CDU","SvenPetke",27,-0.233,-0.445,-0.461,-0.468,-0.68,-0.867,-0.486,-0.693,-0.87,"-0.5"
842315116863471616,"Die @CDUBerlin AGH enthaelt sich bei Antrag zum #Kohleausstieg  obwohl Antrag copypaste aus gemeinsamen Enqu<ea>te Beschluss ist #wahljahr",0,0,1,-1,"GRUENE","GYGeorg",27,0.033,0.044,0.06,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"-0.5"
842406251715825664,"Hier zeigt sich  keine Wechselstimmung  #wirmachendas",1,0,2,-1,"SPD","Ralf_Stegner",27,0.111,0.179,0.309,-0.027,-0.041,0.11,-0.032,-0.054,0.006,"0,5"
842446616720224256,"demnaechst glitzernd unterwegs",0,0,2,-1,"DIE LINKE","Halina_Waw",27,0.237,0.456,0.529,0.064,0.368,0.514,0.052,0.165,0.448,"0.5"
842447804685516800,"@KevinHoenicke Also hinten im Publikum wo ich stand viel das Wort Populismus",0,0,1,-1,"DIE LINKE","HendrikjeKlein",27,-0.316,-0.57,-0.609,-0.276,-0.546,-0.591,-0.274,-0.433,-0.439,"-0.5"
842617298729033728,"@ZDFWATCH @GrueneFraktionB @Antje Kapek @RamonaPop Berlin wird eben in Berlin regiert und nicht in Moskau",0,0,1,-1,"GRUENE","SilkeGebel",27,0.047,0.063,0.209,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
842665686539354112,"Unser Clip zum #EqualPayDay #HerMitDerKnete",1,0,1,-1,"GRUENE","JuergenMistol",27,-0.022,-0.016,-0.068,-0.027,-0.041,-0.185,-0.032,-0.054,-0.134,"0"
842754549903511552,"Dafuer war gestern genau der richtige Tag  Europa ist und bleibt das Ziel  das uns vereint",0,1,1,-1,"SPD","sigmargabriel",27,0.322,0.325,0.387,0.251,0.259,0.438,0.193,0.171,0.29,"1"
842779149903286272,"Faengt ja gut an",0,1,2,-1,"SPD","JensZimmermann1",27,0.137,0.171,0.201,0.463,0.602,0.648,0.469,0.598,0.657,"-0.5"
843012114667192320,"Nach wie vor 21  weniger Lohn fuer Frauen  Schwesigs Entgelttransparenzgesetz wird daran wenig aendern",1,0,1,-1,"GRUENE","GoeringEckardt",27,-0.521,-0.579,-0.677,-0.53,-0.311,-0.564,-0.452,-0.314,-0.42,"-1"
843029871903293440,"Mit der @LVZ habe ich ueber aktuelle Fragen der Pflege  und Gesundheitspolitik gesprochen",0,0,1,-1,"CDU","groehe",27,-0.187,-0.408,-0.413,-0.042,-0.279,-0.219,-0.043,-0.139,-0.134,"-0.5"
843033171583258624,"Das etwas andere SharePic zum Equal Pay Day  denn auch das Bonner Frauenmuseum braucht Geld",0,0,2,-1,"GRUENE","katjadoerner",27,-0.017,-0.016,0.039,-0.133,-0.319,-0.428,-0.116,-0.233,-0.386,"0"
843040070529683456,"Auch #HochguldurExport genannt #HessenVorn",0,1,1,-1,"GRUENE","nouripour",27,0.009,0.011,0.06,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
843080234488479744,"@ro        n bitte Armlaenge Abstand nicht vergessen  Ronny",0,0,2,-1,"CDU","PLengsfeld",27,0.103,0.11,0.194,-0.027,-0.041,-0.071,-0.032,-0.054,-0.198,"0"
843081169507880960,"Na dann einen Guten Morgen in der @Volksbuehne",0,1,2,-1,"GRUENE","SabineBangert",27,0.196,0.245,0.288,0.537,0.677,0.648,0.528,0.646,0.657,"0,5"
843084427001565184,"Die Schwaeche der SPD  Sie macht das  was der Partei nutzt und dem Land schadet  Muss sich nur noch rumsprechen",0,0,1,-1,"CDU","MGrosseBroemer",27,-0.499,-0.467,-0.494,-0.454,-0.041,-0.153,-0.435,-0.054,-0.134,"-1"
843125919573315584,"YES  Eiskalt vom Punkt  nur noch 1 3  Jetzt weiter  Maenner  #KOEBSC 3 1 #hahohe",1,0,2,-1,"CDU","PLengsfeld",27,0.381,0.75,0.797,0.026,0.384,0.301,0.008,0.203,0.04,"0,5"
843139807391965184,"@explicitanalysi @BILD Berlin @focusonline Lesen Sie einfach mal meine damalige Anfrage  Danke",0,0,3,-1,"SPD","TomSchreiberMdA",27,0.016,-0.006,-0.105,0.278,0.285,0.32,0.288,0.293,0.325,"0"
843163033346195456,"Volker Beck spricht ein Gru<df>wort zum Kurdischen Neujahrsfest Newroz in der Neuen Welt in Neukoelln",1,0,1,-1,"GRUENE","Volker_Beck",27,0.392,0.774,0.813,0.027,0.31,0.298,0.017,0.154,0.228,"0,5"
843206430639509504,"@Twidttdi @CDU Deutschland steht so gut da wie noch nie  Schauen Sie sich mal in der Welt um",0,0,2,-1,"CDU","petertauber",27,0.228,0.274,0.339,0.463,0.697,0.928,0.469,0.659,0.846,"1"
843390264680955904,"Rueckblick auf die Landesvertreterversammlung der CDU Sachsen   Die Saechsische Union",0,0,1,-1,"CDU","drthomasfeist",26,0.038,0.008,0.022,-0.164,-0.148,-0.157,-0.037,-0.09,-0.134,"0"
843400846461321216,"Wissmanstr   Am Ende koennte eine Infotafel stehen   Bez  Buergermeisterin F  Giffey  Umbenennen muss das Ziel sein",1,0,1,-1,"GRUENE","s_kahlefeld",26,-0.065,-0.056,0.015,0.009,-0.025,0.04,-0.018,-0.034,0.001,"0"
843447462941679616,"@MartinSchulz  Wir haben den Mindestlohn eingefuehrt und damit Hunderttausenden ein besseres Einkommen und eine bessere Rente ermoeglicht",0,0,1,-1,"SPD","katarinabarley",26,0.071,0.134,0.135,-0.027,0.066,-0.021,-0.032,-0.053,-0.132,"0.5"
843480336180887552,"@bjoern aigudewi @DB Bahn Sitzt du gerade im ICE",0,0,1,-1,"GRUENE","K_SA",26,-0.047,-0.062,-0.121,-0.027,-0.041,-0.315,-0.032,-0.054,-0.175,"0"
843481033182011392,"Wo Adenauer recht hat  hat er recht #zeitfuermartin",0,0,1,-1,"SPD","ThomasOppermann",26,0.017,0.032,0.143,-0.027,-0.041,-0.124,-0.032,-0.054,-0.134,"0"
843520974511357952,"Die Kollegen von @ARD BaB haben sich redlich bemueht  @martinschulz bleibt gefuehlig unverbindlich  #postfaktisch",1,0,1,-1,"CDU","DrAndreasNick",26,0.027,0.042,0.309,-0.027,-0.041,-0.051,-0.032,-0.054,0.005,"0"
843632239762116608,"Vlog   10 03 17 langfassung zum Frankfurter Haushalt",0,0,1,-1,"DIE LINKE","ReneWilke",26,-0.053,-0.071,-0.228,-0.027,-0.041,-0.28,-0.032,-0.054,-0.158,"0"
843702750466772992,"@tagesschau Danke fuer die Aufnahme des Themas  Diesen Geschaeftspraktiken muss man den Hahn abdrehen  @ verdi @vcockpit",0,0,3,-1,"SPD","tsghessen",26,0.287,0.464,0.475,0.534,0.633,0.663,0.532,0.614,0.649,"0.5"
843734429516382208,"@Woxl0r Ich bin uebrigens Sprecherin fuer Gleichstellung  Nicht Sprecherin fuer Frauen  Der Unterschied sollte Sie erfreuen  #justsaying",0,0,3,-1,"SPD","Caglar_Derya_",26,0.222,0.469,0.488,-0.018,-0.035,-0.084,-0.026,-0.043,-0.062,"0.5"
843749664465829888,"@OlafWedekind wie hoch ist normalerweise Anteil der gueltigen Stimmen  So 80  der gesammelten  Thx",0,0,1,-1,"GRUENE","GYGeorg",26,0.297,0.617,0.647,0.136,0.602,0.33,0.067,0.487,0.111,"0,5"
843786924355719168,"Hier geht s zum Interview",1,0,1,-1,"SPD","tsghessen",26,0.044,0.075,0.122,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
843855591282032640,"Baut Haeuser fuer die #Spatzen #Weltspatzentag",0,0,1,-1,"GRUENE","otto_direkt",26,-0.016,-0.008,-0.052,-0.022,-0.038,-0.118,-0.029,-0.049,-0.098,"0"
843897894256197632,"Die SPD ueberfaehrt in einem Wahlkampf Spiel Menschen  Keine Pointe",1,0,1,-1,"CDU","JuliaKloeckner",26,0.265,0.553,0.584,0.012,0.425,0.398,-0.008,0.222,0.103,"0,5"
843940873360543744,"@atklauner @AlexNeuber @BetterCallAxel @EskenSaskia schaun wir mal was der waehler waehlt",0,0,1,-1,"SPD","kahrs",26,-0.064,-0.111,-0.076,-0.1,-0.319,-0.333,-0.044,-0.255,-0.194,"0"
844150168626827264,"Heute ist #TagdesWaldes         Die alten Buchenwaelder Deutschlands sind einzigartig   und zaehlen zum @UNESCOWelterbe",1,0,2,-2,"GRUENE","K_SA",26,0.385,0.761,0.797,0.015,0.362,0.278,0.009,0.184,0.033,"0,5"
844166017739907072,"Die @SZ berichtet  die @CSU hat zu viel Geld fuer PR ausgegeben und @zeitonline zeigt  bei wem",0,0,1,-1,"SPD","Schwarz_MdB",26,-0.152,-0.292,-0.445,-0.031,-0.131,-0.328,-0.029,-0.074,-0.173,"-0.5"
844268170265477120,"@weserkurier Warum hat die Erkenntnis so lange gedauert  Schade  dass so keine fruehere Loesung fuer den Wall gefunden wurde",0,0,1,-4,"FDP","Magnus_Buhlert",26,-0.336,-0.658,-0.693,-0.608,-0.851,-0.851,-0.594,-0.761,-0.731,"-0,5"
844277551329689600,"Offenes Buero zum Thema Kultur im Kieler Landeshaus",0,0,1,-1,"SPD","Ralf_Stegner",26,0.148,0.142,0.268,0.127,0.137,0.158,0.096,0.09,0.072,"0"
844448577028067328,"Viele Studien  die #Glyphosat Unbedenklichkeit attestieren stammen von Forschern  die #Monsanto nahe stehen",1,0,2,-1,"GRUENE","GoeringEckardt",26,-0.426,-0.852,-0.891,-0.41,-0.701,-0.805,-0.379,-0.624,-0.66,"-0,5"
844484164640559104,"MdA Glaeser  AfD  sieht Filmfoerderung kritisch  Geld der Berliner Steuerzahler fuer Nischenprojekte und Genderfilme verschwenden #agh",0,0,1,-2,"DIE LINKE","Tobias_Schulze",26,-0.445,-0.764,-0.77,-0.605,-0.774,-0.741,-0.547,-0.713,-0.704,"-0.5"
844493676327944192,"Das gleicht dem hissen der wei<df>en Flagge  Union faellt ueber Wunschpartner FDP her  Verzweiflung pur  #NRWIR",0,0,2,-5,"SPD","s_schwartze",26,-0.842,-0.872,-0.876,-0.557,-0.288,-0.273,-0.478,-0.189,-0.161,"-1"
844506702808526848,"Lieber Herr Gauck  Sie waren 5 J lang unser aller Praesident  Sie haben D gro<df>artig repraesentiert  Danke fuer eine wunderbare Zeit Alles Gute",0,0,4,-1,"CDU","peteraltmaier",26,0.739,0.783,0.861,1.451,1.787,2.251,1.469,1.811,2.197,"1"
844535944225198080,"Der mutige Bundespraesident zur richtigen Zeit",0,0,3,-1,"SPD","LischkaB",26,0.183,0.19,0.217,0.062,-0.022,-0.153,0.034,-0.054,-0.134,"1"
844552548191232000,"Kein Gift auf unsere Aecker und Teller   #glyphosat #Monsanto",1,0,2,-1,"GRUENE","UweKekeritz",26,-0.428,-0.802,-0.833,-0.408,-0.861,-0.789,-0.379,-0.68,-0.547,"-0,5"
844814239705411584,"@ARDde b   Und c   Gute Netzabdeckung  um Fahrradroutenplaner fuers Fahren abseits von Hauptverkehrsstra<df>en gut nutzen zu koennen",0,0,2,-2,"GRUENE","A_Schillhaneck",26,0.465,0.891,0.975,0.957,1.249,1.483,0.974,1.255,1.484,"0,5"
844857843782070272,"Gegen 12 05 beginnt die Debatte dazu im #Bundestag",0,1,1,-1,"DIE LINKE","PetraPauMaHe",26,0.021,0.032,0.06,-0.027,-0.041,-0.181,-0.032,-0.054,-0.139,"0"
844867778540593152,"Videoueberwachung verhindert keine Anschlaege  sagt Markus Beckedahl @netzpolitik  Mein Interview @wiwo",1,0,1,-1,"DIE LINKE","nikschrader",26,-0.413,-0.584,-0.596,-0.027,-0.16,-0.173,-0.032,-0.055,-0.134,"-0.5"
844885542600888320,"Genau  Abschiebestopp ohne Rechtsgrund verletzt Vertrauen in den Rechtsstaat",0,1,2,-1,"CDU","MGrosseBroemer",26,-0.243,-0.539,-0.593,-0.027,-0.397,-0.256,-0.032,-0.187,-0.134,"-0,5"
844934040885104640,"@SvenPetke @ostkurve @DieLinkeBrdburg War ja zu erwarten",0,0,1,-1,"CDU","KristyAugustin",26,0.025,0.033,0.06,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
844997605461516288,"Brandenburg Gate in Berlin  tonight",1,0,1,-1,"FDP","krusehamburg",26,0.005,0.014,0.046,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
845193206794924032,"Jetzt auf dem Weg zur Personalversammlung bei der#Staatsanwaltschaft  Wichtige Themen  #Personalverstaerkung #SicherheitbeiGericht",0,0,1,-1,"GRUENE","till_steffen",26,0.035,0.035,0.148,-0.007,0.056,-0.037,-0.022,0.039,-0.017,"0"
845193312617164800,"Statt Infos zu liefern  faengt Boris Rhein damit an Bouffier zu verteidigen  #hlt #nsu Aufklaerung statt Verteidigung waere hilfreich",0,0,2,-1,"SPD","TobiasEckertSPD",26,-0.139,-0.398,-0.385,-0.004,-0.268,-0.639,-0.033,-0.28,-0.543,"-0.5"
845198563395039232,"@TomSchreiberMdA @MaPhiMoTo @LinksfraktionB @nikschrader haha    sehr freundlich  Danke dafuer",0,0,5,-1,"DIE LINKE","HakanTasBerlin",26,0.512,0.511,0.536,0.562,0.63,0.628,0.528,0.608,0.613,"1"
845226773583409152,"Rhein  wenn Innenminister Einschaetzung des Ministeriums wieder gibt  macht er sich dies nicht automatisch zu eigen  #nsu #hlt Absurd",0,0,2,-1,"SPD","TobiasEckertSPD",26,-0.362,-0.669,-0.755,-0.184,-0.634,-0.687,-0.12,-0.514,-0.533,"-0.5"
845283403423461376,"Debatte dreht sich im Kreis  Standpunkte sind ausgetauscht  @AlbrechtSelge @iGELei",0,0,1,-1,"CDU","TimZeelen",26,-0.295,-0.601,-0.616,-0.027,-0.333,-0.236,-0.032,-0.167,-0.134,"-0.5"
845314352345436160,"Meine Stimme ist sie nicht  Leider wird verschwiegen  dass sie an #SED Wiedergruendung in #Thueringen mitgewirkt hat",0,1,2,-5,"CDU","TSchipanski",26,-0.476,-0.519,-0.518,-0.585,-0.67,-0.748,-0.578,-0.654,-0.736,"-1"
845384247615606784,"Mit freiem WLAN soll es naechste Woche im Urban Krankenhaus losgehen   alle landeseigenen Kliniken sollen folgen",1,0,2,-1,"DIE LINKE","Tobias_Schulze",26,0.316,0.734,0.768,-0.027,0.316,0.294,-0.032,0.166,0.042,"0,5"
845899062457126912,"Gleich zum Fruehlingsempfang der SPD nach Flintbek",0,0,1,-1,"SPD","Ralf_Stegner",25,0.263,0.522,0.554,-0.021,0.33,0.288,-0.032,0.179,0.058,"0,5"
845918450589478912,"Die Umstellung ist nicht mehr zeitgemae<df>  Finde ich",0,0,1,-1,"SPD","juergencosse",25,0.043,0.063,0.079,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"-0.5"
845941326763970560,"Ihr findet die #Zeitumstellung auch doof  Dann @dieLinke waehlen und es ist #Sommerzeit in ganz Europa fuer immer",0,0,2,-1,"DIE LINKE","berlinliebich",25,0.122,0.289,0.313,-0.017,0.186,0.123,-0.029,0.147,0.103,"0.5"
846053700216991744,"Ein toller Abend  #Tiefenort #Saarland #CDU",0,0,2,-1,"CDU","ChristianHirte",25,0.594,0.608,0.648,0.477,0.407,0.426,0.432,0.374,0.399,"1"
846063062633340928,"Verlierer des Abends  Die Demoskopen",0,0,1,-4,"SPD","Timon_Gremmels",25,-0.071,-0.248,-0.239,0.088,-0.343,-0.315,0.064,-0.182,-0.034,"-0,5"
846072664158605312,"Erlenbach  Michael Berninger bleibt Buergermeister",0,0,1,-1,"CSU","BertholdRueth",25,0.033,0.044,0.169,-0.027,-0.041,-0.072,-0.032,-0.054,-0.134,"0"
846224039660191744,"Habe ich was verpasst  Nach den heutigen Schlagzeilen muss Martin Schulz bei der #Saarlandwahl als Spitzenkandidat kandidiert haben",0,0,1,-3,"SPD","GruegerS",25,-0.303,-0.625,-0.658,-0.027,-0.325,-0.235,-0.032,-0.154,-0.134,"-0.5"
846254201982386176,"SPD startet im Tierpark in den Wahlkampf | NDR de   Nachrichten   Schleswig Holstein   landtagswahl 2017",0,0,1,-1,"SPD","Ralf_Stegner",25,-0.019,-0.009,-0.041,0.012,0.02,-0.085,-0.008,-0.003,-0.11,"0"
846269357764300800,"@TimZeelen ich verga<df>",0,0,1,-1,"CDU","MGrosseBroemer",25,0.02,0.026,0.06,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
846423746390970368,"Gleich #r2g Gespraech zum Thema Haushalt und Finanzen     #Thueringer #Denkfabrik",1,0,1,-1,"SPD","FrankSchwabe",25,-0.036,-0.025,-0.093,-0.03,-0.041,-0.28,-0.032,-0.054,-0.158,"0"
846673906664648704,"AK Sitzung  Es geht um die Frage  ob der Sprecher fuer Sportpolitik einen ersten Aufschlag macht  #agh @LinksfraktionB",0,0,1,-1,"DIE LINKE","Tobias_Schulze",25,-0.056,-0.057,-0.126,-0.044,-0.078,-0.188,-0.044,-0.069,-0.098,"0"
846699155036737536,"Ismail Tipi  Kinderehen zerstoeren die Zukunft junger Maedchen",0,0,1,-1,"CDU","Ismailtipi",25,-0.154,-0.012,0.002,0.028,0.209,0.085,0.006,0.166,0.086,"-1"
846741864703242240,"Der wachsende Linksterrorismus in Deutschland wird leider immer noch unterschaetzt und verharmlost",0,1,1,-5,"CSU","HPFriedrichCSU",25,-0.588,-0.594,-0.625,-0.583,-0.642,-0.741,-0.578,-0.653,-0.736,"-1"
846742117808574464,"Gut zu wissen #Krabbensalat",0,1,2,-1,"GRUENE","LieblingXhain",25,0.065,0.075,0.126,0.463,0.602,0.648,0.469,0.598,0.657,"0"
846792994925793280,"@ChristianePeitz @tagesspiegel SPD #fakenews   kann ich sicher dementieren  Bleibt wie es ist  Zustaendig ist die BKM  #Einheitsdenkmal",0,0,1,-1,"CDU","wanderwitz",25,-0.13,-0.334,-0.34,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"-0.5"
846836087234482176,"Zukunft wird aus Mut gemacht    @diebeginner @cem oezdemir @GoeringEckardt",1,0,1,-1,"GRUENE","GoeringEckardt",25,0.322,0.35,0.386,0.556,0.41,0.326,0.508,0.316,0.199,"1"
846986509274222592,"Gemeinsamer europaeischer Optimismus  AM @sigmargabriel empfaengt AM @AlfonsoDastisQ aus #Spanien",1,0,1,-1,"SPD","sigmargabriel",25,0.187,0.424,0.43,-0.027,0.168,0.171,-0.032,0.106,0.063,"0.5"
847000208332480512,"Jetzt bei den Streikenden der Systemgastronomie mit der @GewerkschaftNGG   Gute Arbeit fuer gute Loehne",0,0,3,-1,"DIE LINKE","Katina_Schubert",25,-0.24,-0.547,-0.551,-0.148,-0.65,-0.489,0.043,-0.281,-0.037,"-0,5"
847046193603588096,"@rponline Kolumne zeigt wie #Journalisten in den USA bei Pressekonferenzen mit @POTUS arbeiten  #pressefreiheit",0,0,1,-1,"CDU","trenker75",25,-0.05,-0.055,-0.132,-0.219,-0.245,-0.648,-0.218,-0.242,-0.732,"0"
847050298141167616,"#AfD sackt in aktueller Umfrage zur #Bundestagswahl auf 7 Prozent ab",1,0,1,-1,"DIE LINKE","schatzbln",25,-0.393,-0.396,-0.418,-0.543,-0.68,-0.867,-0.486,-0.693,-0.87,"-1"
847096407752425472,"Gutes Gespraech mit den Herren te Neues und Steinmetz von der IHK #Niederrhein im Berliner Reichstagsgebaeude",0,0,2,-1,"CDU","UweSchummer",25,0.405,0.788,0.834,0.506,0.691,0.819,0.519,0.697,0.83,"0,5"
847116569918537728,"Die MdHB Oelschlaeger  AfD  schlaegt gerade vor alle Gleichstellungsbeauftragten abzuschaffen #hhbue",0,0,1,-1,"DIE LINKE","StephanJersch",25,-0.523,-0.904,-0.935,-0.468,-0.68,-0.867,-0.486,-0.693,-0.87,"-0.5"
847120705019895808,"Heute Abend gro<df>e Veranstaltung der @FNFreiheit im Gropius Bau  Thema  111 Tage #R2G  TC",0,0,1,-1,"FDP","SebCzaja",25,0.3,0.55,0.611,0.16,0.315,0.575,0.127,0.194,0.483,"0,5"
847207879228735488,"#ff olgen Sie diesem Account  @burnedyourtweet",1,0,1,-1,"CSU","Aleximander",25,-0.063,-0.054,-0.162,-0.027,-0.041,-0.214,-0.032,-0.054,-0.134,"0"
847331257281204224,"So ein #Townhall Abend als #Sidekick von @GoeringEckardt macht Riesenspa<df>  Danke fuer die Einladung  @gruene wi",0,0,3,-1,"GRUENE","Kai_Klose",25,0.699,0.724,0.773,0.873,0.928,0.905,0.841,0.84,0.775,"1"
847343090906013696,"@olavgutting tja  so ist das leben",0,0,1,-1,"SPD","kahrs",25,0.041,0.035,0.063,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
847363800210620416,"Noch nie wurde in NRW so viel Geld fuer gute Bildung ausgegeben wie mit Schulministerin @SylviaLoehrmann",0,0,1,-1,"GRUENE","matthi_bolte",25,0.268,0.445,0.512,0.504,0.659,0.718,0.504,0.652,0.693,"0.5"
847366702127960064,"Bei #Liverpool fallen einem  fast  nur die  #Beatles ein  In diesem Sinne  ein getting better ins #brexit Land",0,1,2,-1,"GRUENE","Thomas_Gehring_",25,-0.079,-0.09,-0.161,-0.087,-0.092,-0.262,-0.079,-0.058,-0.174,"0"
847418455519252480,"Prof  Fratzscher  bedingungsloses Grundeinkommen waere eine gesellschaftliche Bankrotterklaerung  Das sehe ich ganz genauso",0,0,1,-1,"FDP","FlorianSwyter",25,-0.156,-0.263,-0.262,-0.07,-0.245,-0.35,-0.032,-0.161,-0.19,"-0,5"
847427477609762816,"Diskutiere mit uns auf dem BuKo ueber unsere Zukunft   und wie wir die Welt veraendern koennen  bevor es andere tun",1,0,2,-1,"GRUENE","junomaerz",25,0.303,0.595,0.669,-0.028,0.554,0.466,-0.043,0.243,0.128,"0.5"
847475023120093184,"Innenausschuss Brandenburg  Beginn 10 Uhr  ist jetzt schon beim TOP Verschiedenes",0,0,1,-1,"GRUENE","UNonnemacher",25,0.023,0.025,0.169,-0.027,-0.041,0.258,-0.032,-0.054,0.25,"0"
847550976890417152,"Senatorin @ElkeBreitenbach  Danke an alle ehrenamtlichen Helferinnen und Helfer zum Ende der #Kaeltehilfe #Berlin",1,0,2,-1,"DIE LINKE","Katina_Schubert",25,0.292,0.568,0.604,0.533,0.786,0.858,0.528,0.72,0.741,"0.5"
847571085897990144,"#Luegenwieschke   er war gar nicht im @rosa luxx     der Rest stimmt uebrigens auch nicht    aber egal",1,0,1,-1,"GRUENE","A_Schillhaneck",25,-0.244,-0.172,-0.21,-0.029,-0.041,-0.193,-0.032,-0.054,-0.134,"-1"
847761022391906304,"In der @rponline ueber die Spionage Affaere @Mayntz",0,0,1,-1,"GRUENE","nouripour",25,0.005,0.015,0.029,-0.042,-0.041,-0.153,-0.043,-0.054,-0.134,"0"
847772478453764096,"Mit welchem Deal wurden Rot und Gruen denn da eingekauft fuer die nutzlose #PKWMaut   CL",0,0,1,-4,"FDP","c_lindner",25,-0.497,-0.494,-0.504,-0.433,-0.271,-0.362,-0.363,-0.159,-0.307,"-1"
847790491949305856,"Damit ist wohl klar  dass Schroeder bei @ArminLaschet abgekupfert hat und nicht andersrum",1,0,2,-1,"CDU","HoffmannMdB",25,-0.284,-0.553,-0.538,-0.027,-0.384,-0.161,-0.032,-0.187,-0.134,"-0.5"
847837158496927744,"26  Bundesliga Spieltag  Klingbeil vs  Kroemer  @larsklingbeil",1,0,1,-1,"SPD","larsklingbeil",25,-0.008,-0.002,0.06,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
847995313684131840,"Mit dem aktuellen Newsletter erhalten Sie Informationen aus Politik und Wirtschaft sowie die naechsten",0,0,1,-1,"FDP","jochenhaussmann",25,0.106,0.223,0.357,0.035,0.252,0.424,0.032,0.23,0.38,"0"
848807320482177024,"Das Thema Gerechtigkeit wird immer mit der @spdde verbunden sein    @abendblatt Interview u a  zu #BTW17  #G20",0,0,1,-1,"SPD","OlafScholz",24,0.068,0.084,0.167,0.115,0.166,0.185,0.121,0.165,0.193,"0"
848935257181171712,"Die Aufregung war absehbar  Bin auch verwundert ueber den Missgriff der Jury",0,0,1,-1,"FDP","st_foerster",24,-0.333,-0.677,-0.664,-0.042,-0.212,-0.357,-0.043,-0.219,-0.212,"-0,5"
849168252173524992,"Freiheit und Sicherheit   auf dem Podium beim Lloyd Gymnasium",0,0,2,-1,"FDP","HaukeHilz",24,0.301,0.594,0.646,-0.021,0.358,0.319,-0.032,0.211,0.084,"0.5"
849170436516663296,"Aktivisten  35 Tote nach Giftgas Anschlag in Syrien  #Syrien #Giftgas",1,0,2,-1,"GRUENE","A_Schillhaneck",24,-0.57,-0.566,-0.595,-0.901,-0.694,-0.779,-0.877,-0.632,-0.707,"-1"
849338487702728704,"Grausam  #Syrien",0,0,1,-5,"GRUENE","BriHasselmann",24,-0.328,-0.319,-0.325,-0.702,-0.384,-0.389,-0.683,-0.337,-0.298,"-1"
849572932640808960,"Internes Papier der Bundesregierung  267 500 Syrer duerfen ihre Familienangehoerigen nach Deutschland nachholen",1,0,1,-1,"AfD","BystronAfD",24,0.137,0.125,0.007,-0.027,-0.041,-0.153,-0.032,-0.054,-0.134,"0"
849586285568299008,"Vorstaende stellen nach Bauchgefuehl ein   maennlich  deutsch  Glaube  das Gefuehl sitzt noch 10 cm tiefer  #Quote",0,0,1,-1,"DIE LINKE","Conni_Moehring",24,-0.188,-0.167,-0.091,-0.55,-0.469,-0.489,-0.529,-0.404,-0.344,"-1"
849597831396589568,"Die Freiwilligen Feuerwehren uebten gestern den Ernstfall in der Fluechtlingsunterkunft Toetensen",1,0,2,-1,"SPD","stadler_svenja",24,0.009,-0.061,-0.063,0.119,0.149,0.067,0.111,0.12,0.036,"-0,5"
849633488110333952,"Hass und Hetze haben weder auf der Stra<df>e noch im Netz etwas zu suchen  Gutes Gesetz von @HeikoMaas",0,1,2,-5,"SPD","ManuelaSchwesig",24,-0.354,-0.314,-0.371,-0.806,-0.674,-0.717,-0.769,-0.539,-0.599,"-1"
