"ID","sentimentScore","text","positveSentimentScore","negativeSentimentScore","party","twitter.handle","weeksTillElection"
854472056095870976,"-0,5","was hab welt und stuerm gemeinsam auf jed fall diffamier und hohl ueberschrift afd waehl",1,-4,"AfD","Loose_AfD",22
902861998928605184,"-0,5","r2g thuering wer fliegt als naech schleudersitz ramelow",1,-1,"CDU","MikeMohring",3
893219410579775488,"-0,5","vierumvi zeit fuer ein fahndungerkenn sie dies schlaeg vom bahnhof mehringdamm kreuzberg",1,-1,"GRUENE","Volker_Beck",7
870286059577503744,"-0,5","spd will einbruchkriminalitaet bekaempf niedersachs ist aufklaerungsquot gesunk seit pistorius amt nurmalso",1,-1,"FDP","jcoetjen",16
887589657856409600,"-0,5","wasserprivatisier griechenland wir hab eben ein petition mit unterschrift bruessel uebergeb",1,-1,"DIE LINKE","AndrejHunko",9
854990853944860672,"-0,5","ich find die staatlich verfolg von mensch aufgrund ihr sexuell orientier infam und abscheulich",1,-1,"DIE LINKE","berlinliebich",22
822171032274567168,"-0,5","hoeck red afd ist partei der elit mit nationalist getoes podcast artikel",1,-1,"DIE LINKE","Diether_Dehm",35
857183451681886208,"-0,5","was nun ist doch klar wenn wir sag bleibt hetz aber stimmt halt",1,-1,"AfD","Beatrix_vStorch",21
859485817521278976,"-0,5","ist doch verantwort dafu dass die plan all rausgeschmiss wurd nrwir",1,-1,"SPD","ingeblask",20
872857761561931776,"-0,5","mrd versenkt koenn wir uns dies finanzminist noch leist ich cumex atomsteu",1,-1,"GRUENE","SchickGerhard",15
878202491543855104,"-0,5","discount erntet ein shitstorm weil man ramadan ein frischkaeseroll mit schweinefett angebot hat",1,-1,"AfD","FraukePetry",13
826051099576639488,"-0,5","ich ford dass merkel muslimban den botschaft einbestellt via eu protestresolution die bringt pruef klag vorm eugh",1,-1,"DIE LINKE","katjakipping",33
852568565299412992,"-0,5","schon vor dem mai blas link zum angriff polizei erwartet viel arbeit",1,-1,"AfD","Loose_AfD",23
903527679793745920,"-0,5","hurrikan harvey texas und der monsun suedasi zeig wie unterschied der west leid wahrnimmt",2,-1,"GRUENE","AMjetztGRUENE",3
881782282599763968,"-0,5","ich hoff intensiv dass sich die befuercht nicht realisiert",2,-1,"SPD","UlliNissen",11
914590759646527488,"-0,5","waehrend soed imm nur von obergrenz redet",1,-1,"GRUENE","SabineBangert",-1
853553881925791744,"-0,5","rassist motiv fuer brandsaetz auf asylunterkunft kremm die vermut liegt nah sagt die polizei",1,-1,"GRUENE","A_Schillhaneck",22
844268170265477120,"-0,5","warum hat die erkenntnis lang gedauert schad dass kein frueh loesung fuer den wall gefund wurd",1,-4,"FDP","Magnus_Buhlert",26
846063062633340928,"-0,5","verli des abend die demoskop",1,-4,"SPD","Timon_Gremmels",25
897752211677204480,"-0,5","der deutsch exkanzl wird nicht fuer ein unternehm arbeit sond fuer ein autorita staat",1,-1,"GRUENE","StriegSe",5
848935257181171712,"-0,5","die aufreg war absehbar bin auch verwundert ueb den missgriff der jury",1,-1,"FDP","st_foerster",24
917663651619835904,"-0,5","kilomet stau nrw das hatt nrwkoalition grosskund and versproch",1,-1,"SPD","st_kaemmerling",-2
838461857421754368,"-0,5","wuerzburg kein interview mit martin schulz spd pressesprech verweigert uns freigab",1,-1,"CDU","SteinekeCDU",28
904751591542140928,"-0,5","landesregier weiss nicht trotz teur rueckkehrfoerderprogramm rameluering r2g afd",1,-4,"AfD","stbrandner",2
823917850813497344,"-0,5","gab jemal ein parteivorsitz der sich zwei mal vor der kanzlerkandidatur gedrueckt hat",1,-1,"CDU","AWidmannMauz",34
908426222144753664,"-0,5","wie imm nach ausfaell die nochbundesvorsitz paddelt halbherz zurueck schaemt euch btwahl2017",2,-1,"CDU","Heimat_Zukunft",1
876753633953624064,"-0,5","noch bevor der friedensmarsch koeln losging phantasiert maas bereit von zig tausend mosl",1,-1,"AfD","BystronAfD",13
851872384328093696,"-0,5","was soll das schockier nachricht aus dortmund gut besser marc bartra bvbasm",3,-3,"CDU","SteinekeCDU",23
892754822134452224,"-0,5","dies nachricht betruebt mich ein sehr angenehm interviewpartn der das mittelalt wunderbar erkla konnt",4,-1,"CDU","reinerhaseloff",7
856509274612281344,"-0,5","namensles von mehr als ermordet duesseldorf jud mit vor dem carschhaus",1,-1,"GRUENE","SylviaLoehrmann",21
828979524033507328,"-0,5","dresd macht sprachlos geht noch dd0702",1,-1,"DIE LINKE","MichaelLeutert",32
856610269853880320,"-0,5","mas sind ein ernstzunehm krankeit impf lass",2,-1,"GRUENE","Antje_Kapek",21
911960698258944000,"-0,5","neonazis parlament deutschland steht vor ein reifepruef",1,-1,"SPD","Michael_Huebner",0
858922088178089984,"-0,5","festnahm frankfurt deutsch polit empoert ueb steuerspionag der schweiz via",1,-1,"SPD","tsghessen",20
865109935343972352,"-0,5","nee nicht mal dann dank zellerzeit gruen afd",2,-1,"AfD","stbrandner",18
857813815873941504,"-0,5","angriff auf polizist sind schaebig das nehm wir nicht hin",1,-4,"CDU","Digital_RobertS",21
898901675011751936,"-0,5","sie streit permanent bei r2g",1,-3,"CDU","MikeMohring",5
868600435833176064,"-0,5","deutsch englisch warum deutsch forsch imm ein nachteil hab",1,-1,"CSU","koschyk",17
916357924469043200,"-0,5","spd wahlschlapp reisst millionenloch den partei etat welt",1,-1,"AfD","mrosek1958",-1
864451230260748288,"-0,5","straffaell asylbewerb konsequent abschieb jannowitzbrueck",2,-1,"AfD","Wollihood",18
866424545720369152,"-0,5","innenausschuss sondersitz manipuliert amri akt berlin",1,-1,"SPD","TomSchreiberMdA",17
832162409976578048,"-0,5","haelt fusion mit london fuer moeglich unt den jetzig beding halt ich sie hingeg fuer unmoeg",2,-1,"SPD","tsghessen",31
827107633182162944,"-0,5","viel dueng auf dem feld geht erst ins wass dann ins geld koalitionsfrust agrarwendejetzt",1,-1,"GRUENE","FOstendorff",33
907525202879401984,"-0,5","warum billigfleisch zwar gut fuer die geldboers aber schlecht fuer die gesund ist",2,-2,"GRUENE","DrTurgutAltug",1
867378831111356416,"-0,5","tomatenpflaenzch harzfeu geg hartziv auch vor dem russisch mixmarkt marzahn",1,-1,"DIE LINKE","PetraPauMaHe",17
830026138730758144,"-0,5","bei braun verfassungsfeind den rotstift ansetz",2,-1,"DIE LINKE","Chr_Goerke",32
886561598151819264,"-0,5","der verfassungsschmutz hess haelt ein bericht nsu komplex fuer fucking jahr unt verschluss",1,-3,"DIE LINKE","BineB",9
917996627524284416,"-0,5","fipronil offenbar auch eierprodukt mit insektizid belastet",1,-1,"GRUENE","K_SA",-2
883586620628324352,"-0,5","und deshalb hat frau schwesig leid auch dies aufklaerungsprogramm geg linksextremismus abgewickelt",1,-4,"CDU","TSchipanski",11
915941560772153344,"-0,5","spezialkraeft einsatz terror razzia berlin internet café",1,-1,"SPD","TomSchreiberMdA",-1
854605618489032704,"-0,5","rot gruen fatal signal fuer medi und digitalwirtschaft fdp",1,-1,"FDP","krusehamburg",22
840513623088857088,"-0,5","aktuell nrw aus off vollzug gefluechtet rot rot gruen berlin will das auch",1,-1,"AfD","haraldlaatsch",28
896113995622473728,"0,5","stadtrat schlaegt ein begruen der hochstrass vor was haltet ihr davon",1,-1,"SPD","DrAndrSchmidt",6
879727362719588352,"0,5","gleichstell nur mit uns spd ehefuerall",1,-1,"SPD","kahrs",12
856876290917494784,"0,5","direkt demokrati koalitionsvertrag gut absicht auch tat folg lass fordert",2,-1,"DIE LINKE","MichaelEfler",21
902924227279540224,"0,5","sommerf nrw berlin abgeordnet werd freudig von lobbyist erwartet ipad gewinn traudichdeutschland",2,-1,"AfD","RogerBeckamp",3
876737701755703296,"0,5","viel gelernt gest",1,-1,"GRUENE","bene_lux",13
837189543019282432,"0,5","der newslett fuer den februar ist viel spass beim les",2,-1,"CDU","SteinekeCDU",29
823444930089644032,"0,5","zum heutig tag der handschrift wuensch wir euch ein gut wochenstart",3,-1,"SPD","danielakolbe",34
824653208891117568,"0,5","sehr informativ gespraech mit dem botschaft tunesi ely kasri tunesi",1,-1,"SPD","MechthildRawert",34
912354929418874880,"0,5","wirtschaftsw richtung nachhalt nur regierungsverantwort erreich jamaikakoalition",1,-1,"GRUENE","DJanecek",0
902839215637057536,"0,5","der wahl mat ist onlin ein sup tool sich mit den wichtig them der btw17 beschaeft fedidwgugl",3,-1,"CDU","Wellenreuther",3
890860811404574720,"0,5","jetzt nachzieh muench saubereluft luftreinhaltungstuttgart verwaltungsgericht billigt diesel fahrverbot",2,-1,"GRUENE","GansGruen",8
881458130525323264,"0,5","tag vom marsch der gerecht mit imm mehr jung mensch die geg erdogan regim protesti tuerkei",1,-2,"DIE LINKE","Katina_Schubert",11
899954421198663680,"0,5","angela merkel eroeffnet die und ist gern gekomm wertschaetz fuer branch und gam auszudrueck gamescom",1,-1,"CDU","petertauber",4
843163033346195456,"0,5","volk beck spricht ein grusswort zum kurdisch neujahrsf newroz der neu welt neukoelln",1,-1,"GRUENE","Volker_Beck",27
887210151383638016,"0,5","publishing excellenc der tag beginnt mit ein spannend workshop uns dfg forschergrupp der",1,-1,"CDU","CarstenOvens",9
904437499740786688,"0,5","schreibt mir eben ein cdu mitglied punktet macht auf mich den kompetent eindruck stimmt glueckwunsch martin",2,-1,"SPD","sigmargabriel",2
831536491251785728,"0,5","freu mich dass bundestagsvizepraesidentin michaela noll mdb mai nach willich kommt thema ist kind und jugendhilf",1,-1,"CDU","UweSchummer",31
839954808945655808,"0,5","wir deutsch sind stolz demokrat",3,-1,"GRUENE","DJanecek",28
842301701793148928,"0,5","sensationell kari stuttmann",2,-1,"DIE LINKE","DietmarBartsch",27
869177537754259456,"0,5","bevor wahlkreisbuero hachenburg mein mitarbeit durchgegrillt ist bekommt hitzefrei mit dem song des tag",1,-1,"SPD","GabiWeberSPD",16
859317102917955584,"0,5","grundeinkomm einfuehr wir pirat setz uns dafu seit lang ein smartgercht",2,-1,"GRUENE","monipi_bo",20
866731925678981120,"0,5","gut stimmung bei der ausbildungstour durch den kreis viers dabei bildung wirtschaft",2,-1,"CDU","UweSchummer",17
883191687199195136,"0,5","dgb kritisiert recht dass schwarz ampel von gut arbeit zur perspektiv arbeitgeb first wechselt chiffr entbuerokratisier",1,-1,"SPD","Ralf_Stegner",11
879820868892938240,"0,5","abwart lieb christian gerad uns heimategion atmet doch regelrecht auf freu mich auf uns konstruktiv miteinand",2,-1,"FDP","StephenPaulMdL",12
875742357035130880,"0,5","poetisch literar reichtum beim poesifestival der akademi der kuen ein besuch lohnt sich",2,-1,"GRUENE","SabineBangert",14
843125919573315584,"0,5","yes eiskalt vom punkt nur noch jetzt weit maenn koebsc hahoh",2,-1,"CDU","PLengsfeld",27
873443672540557312,"0,5","heut bin ich dann analog unterweg",2,-1,"DIE LINKE","StephanJersch",15
882581780162859008,"0,5","wir bleib bei der kriminalitaetsbekaempf hart ball",2,-1,"CDU","SchaeferHessen",11
839755020870496256,"0,5","merkel die regier wuerd sich mit all ihr zur verfueg stehend mitteln freilass einsetz naja freedeniz",1,-1,"DIE LINKE","CarenLay",28
870367488919384064,"0,5","endlich deutlich wort kann doch",2,-1,"DIE LINKE","Null4Zwo77",16
890503833528434688,"0,5","das mehrgenerationenhaus nordhorn hat viel biet ein besuch lohnt sich unbedingt",2,-1,"SPD","DeRidder_MdB",8
909640026740404224,"0,5","gut morg aus schweinfurt heut wahlkampftour durch unterfrank mit termin schweinfurt kitzing wuerzburg und aschaffenburg spd",2,-1,"SPD","Ralf_Stegner",0
841886651886493696,"0,5","gut morg aus bordesholm mein musiktipp fuer euch drauss digital orbit ist von leinemann jazz <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>",2,-1,"SPD","Ralf_Stegner",27
859475432051290112,"0,5","schleierfahnd brauch wir nicht wir hab ausreich rechtsgrundlag tvduell nrwir",2,-1,"SPD","CDahmMdL",20
834409211710799872,"0,5","fuer die cdu ist klar sozial ist was arbeit schafft wir woll noch mehr mensch arbeit bring",1,-1,"CDU","MGrosseBroemer",30
900977164052574208,"0,5","endlich ein polit der klartext redet",2,-1,"SPD","Michael_Huebner",4
899546408780476416,"0,5","gut erlaeuter der rechtslag fall akhanli",2,-1,"CDU","HHirte",4
862624071271493632,"0,5","nach comey entlass wettquot fuer ein amtsentheb donald trumps verdoppelt sich ueb nacht",1,-1,"SPD","UlliNissen",19
832586268441706496,"0,5","dies frag haett vor jahr niemand gestellt klar antwort fuer die europaeisch einheit fuer die nato fuer die westlich wert",1,-1,"SPD","ThomasOppermann",31
864057581861576704,"0,5","mit recht gross erfolg fuer die cdu nrw und bundesweit ltwnrw17",2,-1,"CDU","MGrosseBroemer",18
857106824109096960,"0,5","all zwischensta uns ziel muss sein bei der wahl selb auf den dritt platz komm",2,-1,"GRUENE","DJanecek",21
876170607829942272,"0,5","gefaellt mir der nicht verkopft loszieh und fuer das gut kaempf einfachmach",1,-1,"GRUENE","Connylue",14
900274170793259008,"0,5","herzlich gruss von der gamescom2017 gleich geht los mit der wahlkampfarena mit und",3,-1,"SPD","hubertus_heil",4
868405839127871488,"0,5","die wichtig zukunftsaufgab ist bess bildung und nicht umverteil",2,-1,"FDP","c_lindner",17
918589394843512832,"0,5","pro spanisch unionistendemonstration heut barcelona spani kataloni",1,-1,"DIE LINKE","ChristianSchaft",-2
819092175556407296,"0,5","ist richtig dass zumind erst einmal gross firm frau auskunftsanspruch gehaelt der maenn vglb job hab equalpay",1,-1,"CDU","wanderwitz",36
859479866357534720,"0,5","gruen schaut bei kita nach vorn und denkt weit tvduell",2,-1,"GRUENE","matthi_bolte",20
913381808389140480,"0,5","wow niedersachs wird sup spannend",3,-1,"SPD","Alex_Schweitzer",0
822405171674312704,"0,5","hoeck darf beamt bleib holm muss geh wir wusst imm dass der staat auf uns seit ist",1,-1,"DIE LINKE","HeikeHaensel",35
819212545034747904,"0,5","ent gut all gut",2,-1,"GRUENE","W_SK",36
845899062457126912,"0,5","gleich zum fruehlingsempfang der spd nach flintbek",1,-1,"SPD","Ralf_Stegner",25
855455467795099648,"0,5","die engagiert helferinn beim suppenwettbewerb hattersheim die supp sind gegess jetzt wird aufgeraeumt",1,-1,"GRUENE","K_SA",22
856508649069522944,"0,5","jed mensch hat ein nam darum namensles holocaustremembranceday duesseldorf jomhashoa erinn fuer die zukunft",1,-1,"GRUENE","SylviaLoehrmann",21
877792008093351936,"0,5","dank norbert lammert fuer sein wort helmut kohl den eben helmut dem gross erklaert hat",2,-1,"CDU","petertauber",13
878914115548446720,"0,5","kann noch gerhard schroed klar und kaempfer auf den kampf venceremos spdbpt btw17 martinschulz",2,-1,"SPD","martindulig",12
863143317671903232,"0,5","steglitz zehlendorf entsteht ein neu gruen gruendungscampus fubic",1,-1,"GRUENE","RamonaPop",19
908244713232269312,"0,5","gut ernt ist moeglich darumgru",2,-1,"GRUENE","RenateKuenast",1
879648991285321728,"0,5","wir sind stolz dass ueb das gesetz zur ehe fuer all aus rlp abgestimmt werd soll dank ann spiegel und iren alt",3,-1,"GRUENE","BernhardBraunLT",12
913103504977403904,"0,5","verabschied von bevollmaechtigt antidiskriminier viel dank fuer toll arbeit",2,-1,"GRUENE","JFroemmrich",0
867893560300912640,"0,5","gut morg schnell kaffe und dann geht programm los erst treff mit parlamentspraesident praesidentschaftskandidatenkhbold",2,-1,"SPD","tsghessen",17
879678263932706816,"0,5","kritik von ernaehrungswirtschaft reduktionsstrategi via sta",1,-1,"GRUENE","lisapaus",12
908007812906852352,"0,5","schlag alic weidel fuer den integrationspreis vor",1,-1,"GRUENE","tobiaslindner",1
874568024363335680,"0,5","wir wuensch der verletzt polizistin der famili und kolleg viel kraft und genes unterfoehring",1,-4,"AfD","VolkerOlenicak",14
883791343583191040,"0,5","huch das ist aber ein suess mop hint der polizeikett nog20",1,-1,"GRUENE","L_Petersdotter",11
910019216597798912,"0,5","ferkel mit ringelschwanz sau ohn kastenstand minist lobt betrieb der tierschutz gruen",3,-1,"GRUENE","GruenMeyer",0
867829105173123072,"0,5","das ist aber neu zumind fuer nrw pflichtfachinformat wir komm",1,-1,"GRUENE","monipi_bo",17
912412428259987456,"0,5","hartaberfair klug polit entlarv gemeinsam das meinungsdiktat der medi bravo baer barley lambsdorff und habeck",2,-1,"CSU","Weidenbusch_E",0
841300474548649984,"0,5","gegenfrag wann war deutschland staerk und bess als jetzt",2,-1,"CDU","petertauber",27
816362443492433920,"0,5","hoff wir dass auch hier gilt was lang waehrt wird gut",2,-1,"CDU","TinoSorge",37
863478943424421888,"0,5","gibt grossart musik inn auf der ganz welt warum beim weltweit groesst song cont dann ditt hier esc2017",2,-1,"GRUENE","Antje_Kapek",19
912696297374830592,"0,5","bist der gut",2,-1,"CDU","olavgutting",0
878572357539037184,"0,5","die waehl der afd hab ueberrasch viel geld und sind gut ausgebildet volkspartei",2,-1,"AfD","AlexLangguthAfD",13
878572357539037184,"0,5","die waehl der afd hab ueberrasch viel geld und sind gut ausgebildet volkspartei",2,-1,"AfD","AlexLangguthAfD",13
878572357539037184,"0,5","die waehl der afd hab ueberrasch viel geld und sind gut ausgebildet volkspartei",2,-1,"AfD","LangguthAlex",13
878572357539037184,"0,5","die waehl der afd hab ueberrasch viel geld und sind gut ausgebildet volkspartei",2,-1,"AfD","LangguthAlex",13
909092527952814080,"0,5","mobilitaet neu und mod denk darumgru und darum waehl btw2017",2,-1,"GRUENE","StefanGelbhaar",1
914533467408470016,"0,5","was kann ein sonnig herb sonntag schoen geb als ein klausurtag der spd kreistagsfraktion",2,-1,"SPD","GruegerS",-1
853915903658012672,"0,5","werd milliard schul investiert miet gedeckelt radweg gebaut trotzd froh ost",2,-4,"DIE LINKE","Tobias_Schulze",22
900933922602627072,"0,5","merkel bayreuth wer imm nur ueb das verteil redet und nicht ueb das erwirtschaft der wird kein erfolg hab",1,-1,"CSU","koschyk",4
847096407752425472,"0,5","gut gespraech mit den herr neu und steinmetz von der ihk niederrhein berlin reichstagsgebaeud",2,-1,"CDU","UweSchummer",25
823990508271923200,"0,5","tag wie dies droh solch gut nachricht unterzugeh darum les rlp mit haushaltsplus",2,-1,"SPD","ThomasHitschler",34
899639260478918656,"0,5","dies woch folg uebrig die erst wahlkampfsta und freitag ein tour durch ostprignitzrupinn lasst euch ueberrasch fuersieda",2,-1,"CDU","SteinekeCDU",4
824170034096472064,"0,5","unterweg zum bundestagsausschuss bildung und forschung gleich beginnt ein fachgespraech ueb die lag der hochschul bundestag",1,-1,"CDU","UweSchummer",34
819143701519802368,"0,5","die csu ist staerk als all and parlament vertret partei zusamm bayerntr",1,-1,"CSU","AndiScheuer",36
911842354084089856,"0,5","wir kaempf fuer erststimm fuer und",1,-1,"DIE LINKE","k_ronneburg",0
880478556899483648,"0,5","les sehr gut artikel von auch wenn ich agh sitz nicht bvv",3,-1,"GRUENE","GYGeorg",12
859674682965938176,"0,5","der tankt energi ausschuss eurobundmediena",1,-1,"DIE LINKE","Tobias_Schulze",20
837663047850278912,"0,5","und noch mehr steht uns gut gerechtigkeitsbeschluss vom novemb lesenswert",1,-1,"GRUENE","peter_simone",29
900279262225338368,"0,5","der trick mit den erfolgsmeld",1,-1,"GRUENE","matthi_bolte",4
837067556875866112,"0,5","gibt eigent auch journalistenpreis fuer ziemlich best frag grossart",2,-1,"GRUENE","GoeringEckardt",29
910491543261388800,"0,5","bundesarbeitsgericht entscheidet mindestlohn gilt auch fuer nachtschichtzuschlaeg",1,-1,"DIE LINKE","Min_HeikeWerner",0
880318002914369536,"0,5","ich wuensch all pet ein schoen namenstag auch dem und dem",2,-1,"CDU","petertauber",12
910189277975375872,"0,5","frag dich was sich aendert wenn regi hier kann man seh darumgru weltverbess btw",1,-1,"GRUENE","SilkeGebel",0
916983541719760896,"0,5","gut papi ich denk das seh und die genauso",3,-1,"CSU","DerLenzMdB",-2
838059575500816384,"0,5","kein tuerkisch wahlkampf auf deutsch bod",2,-1,"CSU","huber_ebe",29
916395071620055040,"0,5","theatervergnueg der bruegg kirch",1,-1,"SPD","Ralf_Stegner",-1
831534001336774656,"0,5","beamt sind loyal neutral und dien dem staat nicht der csu uns antrag schuetzt ihr anseh",1,-1,"SPD","HKraenzlein",31
915192640232132608,"0,5","bundespraesident steinmei tde2017 die verantwort vor uns geschicht kennt kein schlussstrich",1,-1,"SPD","KerstinGriese",-1
831516361587359744,"0,5","laut medienbericht treff sich heut abend die parteimanag von spd gruen und linkspartei die mein ernst mit r2g",1,-2,"CSU","hahnflo",31
823865150159618048,"0,5","sehr gut artikel von sarah lincoln von zum thema unternehmensverantwort",3,-1,"GRUENE","UweKekeritz",34
898201267587219456,"0,5","interessant diskussion mit mensch mit viel praktisch erfahr",2,-1,"CDU","meister_schafft",5
825428851614416896,"0,5","wirklich interessant dat macht anschein ein gut arbei",3,-1,"GRUENE","julia_verlinden",34
874918959849648128,"0,5","ehegattensplitting ist out aut gbr esp hab laeng abgeschafft kind statt trauschein familienbudget",1,-1,"GRUENE","lisapaus",14
854054884622127104,"0,5","wir sind imm der lag zwei tor erziel egal geg welch mannschaft rmafcb",1,-1,"CSU","DoroBaer",22
842406251715825664,"0,5","hier zeigt sich kein wechselstimm wirmachendas",2,-1,"SPD","Ralf_Stegner",27
847120705019895808,"0,5","heut abend gross veranstalt der gropius bau thema tag r2g",1,-1,"FDP","SebCzaja",25
904417539031277568,"0,5","wann komm die weit wichtig them energiew mobilitaet kita ausbau pfleg vereinbar wohnraum tvduell",1,-1,"GRUENE","JosefinePaul",2
876797297992101888,"0,5","wied berlin angekomm ich freu mich auf ein spannend vorletzt sitzungswoch",1,-1,"CDU","JanMetzler",13
903524292285038592,"0,5","unna nrw hat verdient mit and ding bekannt werd freu mich auf mein festred bei cdu okt",1,-1,"CDU","PLengsfeld",3
880191192364978176,"0,5","oezgu uns talentiert journalist wurd aus dem gefaengnis entlass freedeniz freemesal",4,-1,"DIE LINKE","CansuOezdemir",12
873525726540161024,"0,5","heut beim stadtteilf der silberhoeh gibt zuckerwatt kommt vorbei wir sind noch bis uhr vor ort",2,-1,"SPD","DrAndrSchmidt",15
905736561815367680,"0,5","weitermach",1,-1,"SPD","larsklingbeil",2
859478395075297280,"0,5","wer hier lebt muss mit entscheid nur gelingt integration tvduell",2,-1,"GRUENE","matthi_bolte",20
912065641443741696,"0,5","jamaika ist uebrig sup glaubt ein saarlaenderin bundestagswahl2017",3,-1,"SPD","UlrichCommercon",0
896710491770429440,"0,5","die mainz begruess ihr mannschaft gut stimmung auf dem domplatz mainz",2,-1,"GRUENE","TabeaRoessner",5
843897894256197632,"0,5","die spd ueberfaehrt ein wahlkampf spiel mensch kein point",1,-1,"CDU","JuliaKloeckner",26
905043555953106944,"0,5","hab das gefuehl dass schulz die sach mit den jung mensch die ihn interview ernst nimmt als merkel deinewahl",1,-1,"SPD","ThomasHitschler",2
864741572306456576,"0,5","wir freu uns auf das campaign camp filderstadt samstag meld dich jetzt noch cc17",1,-1,"SPD","Lothar_Binding",18
918041870005145600,"0,5","plenartag ltnrw los geht die cdu fraktion ist motiviert",1,-1,"CDU","HoffmannMdB",-2
850081759463190528,"0,5","ich wuerd fast nur weg nach hamburg zieh best mdb deutschland spd",3,-1,"SPD","kahrs",24
825559580360978432,"0,5","gewasch gut ide sonst erscheint imm dies ungewasch profidemonstrantentum",2,-1,"AfD","MarcusPretzell",33
880668810163912704,"0,5","wir erleb gerad histor bei uns publicviewing zur ehefuerall ltnds",1,-1,"GRUENE","williehamburg",12
880062672221290496,"0,5","juli wird das sozialticket guenstig koenn noch mehr mensch den oeffent nahverkehr nutz",2,-1,"DIE LINKE","schatzbln",12
907177735054876672,"0,5","wie fahrradfreund ist zittau bespricht morg das thema radverkehr der stadt sei dabei",2,-1,"GRUENE","Ka_Meier",1
857989085738274816,"0,5","lesung mind heiratsalt wird jahr schutz fuer jung maedch und frau verbot von kindereh",1,-1,"CDU","SteinekeCDU",21
864532832659664896,"0,5","wir woll den wolf schuetz problem durch gut praevention loes",2,-1,"SPD","FlorianvonBrunn",18
872535254963281920,"0,5","gest nach der stadiongala sang die ganz lauthal den turnfest2017 song dit eben berlin vorsicht ohrwurm",1,-1,"FDP","st_foerster",15
918208398772129792,"0,5","was die link jetzt braucht das sozial als verbind polit und ansprach fuer staedt und die flaech",1,-1,"DIE LINKE","HakanTasBerlin",-2
886580542958862336,"0,5","stark red von die zeigt dass ide fuer ein modern und europa hat",1,-1,"SPD","ManuelaSchwesig",9
894491318545731584,"0,5","worst groko folg ehemuffel groko abwaehl fuer ein stark link ehefuerall",2,-1,"DIE LINKE","CarenLay",6
844814239705411584,"0,5","und gut netzabdeck fahrradroutenplan fuer fahr abseit von hauptverkehrsstrass gut nutz koenn",2,-2,"GRUENE","A_Schillhaneck",26
841323297153400832,"0,5","anke17 ltw17toll veranstalt der kita riegelsberg",2,-1,"SPD","ManuelaSchwesig",27
845384247615606784,"0,5","mit freiem wlan soll naech woch urban krankenhaus losgeh all landeseig klinik soll folg",2,-1,"DIE LINKE","Tobias_Schulze",26
840111654369021952,"0,5","europaeisch staat sollt miteinand kooperi aber ihr eigenstaend sollt sie dabei nicht verli eu afd",1,-1,"AfD","UbbelohdeBerlin",28
844150168626827264,"0,5","heut ist tagdeswald die alt buchenwaeld deutschland sind einzigart und zaehl zum",2,-2,"GRUENE","K_SA",26
825011223213256704,"0,5","marzahn eroeffnet die erst modular fluechtlingsunterkunft",1,-1,"DIE LINKE","KirstenTackmann",34
863282401748897792,"0,5","statt diesel fahrverbot fuer all staedt muess saub buss und taxi gefoerdert werd spd dieselgat",1,-1,"SPD","soerenbartol",19
876428111105200128,"0,5","dank warst toll und inspirier",4,-1,"GRUENE","StefRemlinger",13
851809372447674368,"0,5","fruehling gart kirschbaum",1,-1,"GRUENE","SilkeGebel",23
863118785083039744,"0,5","das war mal wied ein woch die sich hatt intensiv schoen ernst lustig weiterbring aber jetzt familienzeit",2,-2,"GRUENE","Angela_Dorn",19
850999495764705280,"0,5","gut stimmung beim fussballturni der luebeck spd gerecht fuer all wirmachendas",2,-1,"SPD","Ralf_Stegner",23
834799421028257792,"0,5","uns antrag rueckkehr des land hess tdl wurd von unterstuetzt dank",1,-1,"SPD","tsghessen",30
827836234592636928,"0,5","deutschland braucht kein atomwaff aerzteorganisation ippnw kritisiert panorama berichterstatt",1,-1,"DIE LINKE","HeikeHaensel",33
857858584474005504,"0,5","endlich gwg verabschiedet gut nachricht fuer mittelstand cdu wirtschaft",2,-1,"CDU","Helmut_Nowak",21
864129043297427456,"0,5","bienvenu macronpresident punkt fuer ein frz agenda unt",2,-1,"GRUENE","ManuelSarrazin",18
883608582037655552,"0,5","der orang block bedankt sich fuer die moral unterstuetz beim aufraeum nach g20hh2017 dank",1,-1,"CDU","UweSchummer",11
833245317583745024,"0,5","soll das bleib",1,-1,"SPD","kahrs",30
854243264379191296,"0,5","knall zum end der regierungsperiod gibt end also nur die wahl zwisch pirat oder bertelsmann",2,-1,"GRUENE","monipi_bo",22
869312119543607296,"0,5","das ist sehr sympath lieb gruen niedersachs",4,-1,"SPD","FHeiligenstadt",16
831480161728081920,"0,5","freundschaft statt abschott das gilt besond fuer deutschland und frankreich schoen heut mit premierminist sprech",3,-1,"SPD","MartinSchulz",31
843081169507880960,"0,5","dann ein gut morg der",2,-1,"GRUENE","SabineBangert",27
909049521832853504,"0,5","herzlich einlad die kanzlerin kommt donnerstag nach giess auf den brandplatz naeh infos",1,-1,"CDU","HBraun",1
866581409581944832,"0,5","verdaecht gegenstand wbh gefund situation noch unklar aber uns geht gut viel dank die sicherheitskraeft fuer ihr einsatz",3,-1,"SPD","katarinabarley",17
913040406388068352,"0,5","gruen ford breitbandausbau laendlich region",1,-1,"GRUENE","K_SA",0
